"kingdom","phylum","class","species","nobs","city"
"Animalia","Arthropoda","Chilopoda","Scutigera coleoptrata",23,"Philadelphia"
"Animalia","Arthropoda","Insecta","Acronicta americana",19,"Philadelphia"
"Animalia","Arthropoda","Insecta","Actias luna",14,"Philadelphia"
"Animalia","Arthropoda","Insecta","Alaus oculatus",16,"Philadelphia"
"Animalia","Arthropoda","Insecta","Ancyloxypha numitor",14,"Philadelphia"
"Animalia","Arthropoda","Insecta","Antheraea polyphemus",20,"Philadelphia"
"Animalia","Arthropoda","Insecta","Aphis nerii",14,"Philadelphia"
"Animalia","Arthropoda","Insecta","Apis mellifera",114,"Philadelphia"
"Animalia","Arthropoda","Insecta","Argia apicalis",22,"Philadelphia"
"Animalia","Arthropoda","Insecta","Atalopedes campestris",58,"Philadelphia"
"Animalia","Arthropoda","Insecta","Atteva aurea",17,"Philadelphia"
"Animalia","Arthropoda","Insecta","Boisea trivittata",38,"Philadelphia"
"Animalia","Arthropoda","Insecta","Bombus griseocollis",22,"Philadelphia"
"Animalia","Arthropoda","Insecta","Bombus impatiens",68,"Philadelphia"
"Animalia","Arthropoda","Insecta","Calopteryx maculata",27,"Philadelphia"
"Animalia","Arthropoda","Insecta","Calycopis cecrops",37,"Philadelphia"
"Animalia","Arthropoda","Insecta","Camponotus pennsylvanicus",19,"Philadelphia"
"Animalia","Arthropoda","Insecta","Celithemis eponina",15,"Philadelphia"
"Animalia","Arthropoda","Insecta","Chauliognathus marginatus",17,"Philadelphia"
"Animalia","Arthropoda","Insecta","Chinavia hilaris",31,"Philadelphia"
"Animalia","Arthropoda","Insecta","Chrysochus auratus",19,"Philadelphia"
"Animalia","Arthropoda","Insecta","Cicindela sexguttata",16,"Philadelphia"
"Animalia","Arthropoda","Insecta","Coleomegilla maculata",12,"Philadelphia"
"Animalia","Arthropoda","Insecta","Conoderus lividus",11,"Philadelphia"
"Animalia","Arthropoda","Insecta","Cotinis nitida",24,"Philadelphia"
"Animalia","Arthropoda","Insecta","Cyaniris neglecta",12,"Philadelphia"
"Animalia","Arthropoda","Insecta","Danaus plexippus",110,"Philadelphia"
"Animalia","Arthropoda","Insecta","Delphinia picta",25,"Philadelphia"
"Animalia","Arthropoda","Insecta","Diabrotica undecimpunctata",26,"Philadelphia"
"Animalia","Arthropoda","Insecta","Disonycha glabrata",11,"Philadelphia"
"Animalia","Arthropoda","Insecta","Dolichovespula maculata",48,"Philadelphia"
"Animalia","Arthropoda","Insecta","Elkalyce comyntas",45,"Philadelphia"
"Animalia","Arthropoda","Insecta","Empoasca fabae",34,"Philadelphia"
"Animalia","Arthropoda","Insecta","Entylia carinata",14,"Philadelphia"
"Animalia","Arthropoda","Insecta","Epargyreus clarus",63,"Philadelphia"
"Animalia","Arthropoda","Insecta","Eristalis transversa",11,"Philadelphia"
"Animalia","Arthropoda","Insecta","Erythemis simplicicollis",49,"Philadelphia"
"Animalia","Arthropoda","Insecta","Euptoieta claudia",13,"Philadelphia"
"Animalia","Arthropoda","Insecta","Exomala orientalis",36,"Philadelphia"
"Animalia","Arthropoda","Insecta","Graphocephala versuta",19,"Philadelphia"
"Animalia","Arthropoda","Insecta","Halyomorpha halys",65,"Philadelphia"
"Animalia","Arthropoda","Insecta","Halysidota harrisii",30,"Philadelphia"
"Animalia","Arthropoda","Insecta","Halysidota tessellaris",17,"Philadelphia"
"Animalia","Arthropoda","Insecta","Harmonia axyridis",123,"Philadelphia"
"Animalia","Arthropoda","Insecta","Hermetia illucens",13,"Philadelphia"
"Animalia","Arthropoda","Insecta","Hypercompe scribonia",22,"Philadelphia"
"Animalia","Arthropoda","Insecta","Ischnura posita",34,"Philadelphia"
"Animalia","Arthropoda","Insecta","Ischnura verticalis",18,"Philadelphia"
"Animalia","Arthropoda","Insecta","Jikradia olitoria",20,"Philadelphia"
"Animalia","Arthropoda","Insecta","Junonia coenia",30,"Philadelphia"
"Animalia","Arthropoda","Insecta","Libellula incesta",13,"Philadelphia"
"Animalia","Arthropoda","Insecta","Libellula vibrans",11,"Philadelphia"
"Animalia","Arthropoda","Insecta","Limenitis arthemis",17,"Philadelphia"
"Animalia","Arthropoda","Insecta","Limenitis astyanax",12,"Philadelphia"
"Animalia","Arthropoda","Insecta","Lucanus capreolus",21,"Philadelphia"
"Animalia","Arthropoda","Insecta","Lycorma delicatula",619,"Philadelphia"
"Animalia","Arthropoda","Insecta","Lygaeus kalmii",15,"Philadelphia"
"Animalia","Arthropoda","Insecta","Lygaeus turcicus",15,"Philadelphia"
"Animalia","Arthropoda","Insecta","Malacosoma americana",19,"Philadelphia"
"Animalia","Arthropoda","Insecta","Megacyllene robiniae",13,"Philadelphia"
"Animalia","Arthropoda","Insecta","Melanoplus differentialis",40,"Philadelphia"
"Animalia","Arthropoda","Insecta","Melissodes bimaculatus",12,"Philadelphia"
"Animalia","Arthropoda","Insecta","Metcalfa pruinosa",12,"Philadelphia"
"Animalia","Arthropoda","Insecta","Microcrambus elegans",11,"Philadelphia"
"Animalia","Arthropoda","Insecta","Murgantia histrionica",14,"Philadelphia"
"Animalia","Arthropoda","Insecta","Necrophila americana",14,"Philadelphia"
"Animalia","Arthropoda","Insecta","Neolema sexpunctata",12,"Philadelphia"
"Animalia","Arthropoda","Insecta","Neotibicen tibicen",15,"Philadelphia"
"Animalia","Arthropoda","Insecta","Odontotaenius disjunctus",18,"Philadelphia"
"Animalia","Arthropoda","Insecta","Oncometopia orbona",19,"Philadelphia"
"Animalia","Arthropoda","Insecta","Oncopeltus fasciatus",79,"Philadelphia"
"Animalia","Arthropoda","Insecta","Orientus ishidae",11,"Philadelphia"
"Animalia","Arthropoda","Insecta","Pachydiplax longipennis",77,"Philadelphia"
"Animalia","Arthropoda","Insecta","Papilio glaucus",96,"Philadelphia"
"Animalia","Arthropoda","Insecta","Papilio polibetes",101,"Philadelphia"
"Animalia","Arthropoda","Insecta","Papilio troilus",37,"Philadelphia"
"Animalia","Arthropoda","Insecta","Pelidnota punctata",22,"Philadelphia"
"Animalia","Arthropoda","Insecta","Perithemis tenera",23,"Philadelphia"
