"kingdom","phylum","class","species","nobs","city"
"Animalia","Arthropoda","Insecta","Apis mellifera",54,"Milwaukee"
"Animalia","Arthropoda","Insecta","Bombus bimaculatus",18,"Milwaukee"
"Animalia","Arthropoda","Insecta","Bombus griseocollis",17,"Milwaukee"
"Animalia","Arthropoda","Insecta","Bombus impatiens",62,"Milwaukee"
"Animalia","Arthropoda","Insecta","Bombus rufocinctus",43,"Milwaukee"
"Animalia","Arthropoda","Insecta","Calopteryx maculata",16,"Milwaukee"
"Animalia","Arthropoda","Insecta","Chauliognathus pensylvanicus",16,"Milwaukee"
"Animalia","Arthropoda","Insecta","Coleomegilla maculata",11,"Milwaukee"
"Animalia","Arthropoda","Insecta","Ctenucha virginica",13,"Milwaukee"
"Animalia","Arthropoda","Insecta","Danaus plexippus",68,"Milwaukee"
"Animalia","Arthropoda","Insecta","Dolichovespula maculata",19,"Milwaukee"
"Animalia","Arthropoda","Insecta","Epargyreus clarus",14,"Milwaukee"
"Animalia","Arthropoda","Insecta","Eristalis transversa",13,"Milwaukee"
"Animalia","Arthropoda","Insecta","Graphocephala coccinea",11,"Milwaukee"
"Animalia","Arthropoda","Insecta","Halyomorpha halys",40,"Milwaukee"
"Animalia","Arthropoda","Insecta","Harmonia axyridis",41,"Milwaukee"
"Animalia","Arthropoda","Insecta","Helophilus fasciatus",11,"Milwaukee"
"Animalia","Arthropoda","Insecta","Ischnura verticalis",16,"Milwaukee"
"Animalia","Arthropoda","Insecta","Libellula pulchella",17,"Milwaukee"
"Animalia","Arthropoda","Insecta","Megacyllene robiniae",13,"Milwaukee"
"Animalia","Arthropoda","Insecta","Oncopeltus fasciatus",34,"Milwaukee"
"Animalia","Arthropoda","Insecta","Papilio glaucus",21,"Milwaukee"
"Animalia","Arthropoda","Insecta","Papilio polibetes",27,"Milwaukee"
"Animalia","Arthropoda","Insecta","Pieris rapae",26,"Milwaukee"
"Animalia","Arthropoda","Insecta","Plathemis lydia",14,"Milwaukee"
"Animalia","Arthropoda","Insecta","Polistes dominula",13,"Milwaukee"
"Animalia","Arthropoda","Insecta","Polistes fuscatus",18,"Milwaukee"
"Animalia","Arthropoda","Insecta","Polites peckius",12,"Milwaukee"
"Animalia","Arthropoda","Insecta","Popillia japonica",30,"Milwaukee"
"Animalia","Arthropoda","Insecta","Pyrrharctia isabella",13,"Milwaukee"
"Animalia","Arthropoda","Insecta","Tetraopes tetrophthalmus",15,"Milwaukee"
"Animalia","Arthropoda","Insecta","Toxomerus marginatus",13,"Milwaukee"
"Animalia","Arthropoda","Insecta","Vanessa atalanta",15,"Milwaukee"
"Animalia","Arthropoda","Insecta","Vanessa cardui",11,"Milwaukee"
"Animalia","Arthropoda","Insecta","Zelus luridus",15,"Milwaukee"
"Animalia","Arthropoda",NA,"Araneus diadematus",13,"Milwaukee"
"Animalia","Chordata","Amphibia","Anaxyrus americanus",28,"Milwaukee"
"Animalia","Chordata","Amphibia","Lithobates catesbeianus",31,"Milwaukee"
"Animalia","Chordata","Amphibia","Lithobates clamitans",29,"Milwaukee"
"Animalia","Chordata","Aves","Accipiter cooperii",167,"Milwaukee"
"Animalia","Chordata","Aves","Accipiter striatus",38,"Milwaukee"
"Animalia","Chordata","Aves","Actitis macularius",50,"Milwaukee"
"Animalia","Chordata","Aves","Agelaius phoeniceus",445,"Milwaukee"
"Animalia","Chordata","Aves","Aix sponsa",108,"Milwaukee"
"Animalia","Chordata","Aves","Anas americana",19,"Milwaukee"
