"kingdom","phylum","class","species","nobs","city"
"Animalia","Annelida","Clitellata","Lumbricus terrestris",12,"Indianapolis"
"Animalia","Arthropoda","Insecta","Acanalonia conica",12,"Indianapolis"
"Animalia","Arthropoda","Insecta","Acronicta americana",11,"Indianapolis"
"Animalia","Arthropoda","Insecta","Anopheles punctipennis",11,"Indianapolis"
"Animalia","Arthropoda","Insecta","Apis mellifera",38,"Indianapolis"
"Animalia","Arthropoda","Insecta","Argia apicalis",15,"Indianapolis"
"Animalia","Arthropoda","Insecta","Arilus cristatus",23,"Indianapolis"
"Animalia","Arthropoda","Insecta","Asterocampa celtis",12,"Indianapolis"
"Animalia","Arthropoda","Insecta","Atteva aurea",14,"Indianapolis"
"Animalia","Arthropoda","Insecta","Bombus griseocollis",24,"Indianapolis"
"Animalia","Arthropoda","Insecta","Bombus impatiens",39,"Indianapolis"
"Animalia","Arthropoda","Insecta","Calopteryx maculata",15,"Indianapolis"
"Animalia","Arthropoda","Insecta","Camponotus pennsylvanicus",14,"Indianapolis"
"Animalia","Arthropoda","Insecta","Chauliognathus pensylvanicus",21,"Indianapolis"
"Animalia","Arthropoda","Insecta","Cicindela sexguttata",31,"Indianapolis"
"Animalia","Arthropoda","Insecta","Coleomegilla maculata",11,"Indianapolis"
"Animalia","Arthropoda","Insecta","Culex pipiens",20,"Indianapolis"
"Animalia","Arthropoda","Insecta","Culex restuans",20,"Indianapolis"
"Animalia","Arthropoda","Insecta","Danaus plexippus",57,"Indianapolis"
"Animalia","Arthropoda","Insecta","Diabrotica undecimpunctata",29,"Indianapolis"
"Animalia","Arthropoda","Insecta","Dolichovespula maculata",17,"Indianapolis"
"Animalia","Arthropoda","Insecta","Epargyreus clarus",21,"Indianapolis"
"Animalia","Arthropoda","Insecta","Euchaetes egle",12,"Indianapolis"
"Animalia","Arthropoda","Insecta","Graphocephala coccinea",14,"Indianapolis"
"Animalia","Arthropoda","Insecta","Halyomorpha halys",18,"Indianapolis"
"Animalia","Arthropoda","Insecta","Harmonia axyridis",24,"Indianapolis"
"Animalia","Arthropoda","Insecta","Helophilus fasciatus",12,"Indianapolis"
"Animalia","Arthropoda","Insecta","Junonia coenia",17,"Indianapolis"
"Animalia","Arthropoda","Insecta","Libellula luctuosa",15,"Indianapolis"
"Animalia","Arthropoda","Insecta","Limenitis arthemis",12,"Indianapolis"
"Animalia","Arthropoda","Insecta","Melanoplus differentialis",16,"Indianapolis"
"Animalia","Arthropoda","Insecta","Neotibicen pruinosus",13,"Indianapolis"
"Animalia","Arthropoda","Insecta","Oncopeltus fasciatus",21,"Indianapolis"
"Animalia","Arthropoda","Insecta","Pachydiplax longipennis",12,"Indianapolis"
"Animalia","Arthropoda","Insecta","Papilio glaucus",33,"Indianapolis"
"Animalia","Arthropoda","Insecta","Papilio polibetes",28,"Indianapolis"
"Animalia","Arthropoda","Insecta","Perithemis tenera",13,"Indianapolis"
"Animalia","Arthropoda","Insecta","Phyciodes tharos",17,"Indianapolis"
"Animalia","Arthropoda","Insecta","Pieris rapae",25,"Indianapolis"
"Animalia","Arthropoda","Insecta","Plathemis lydia",17,"Indianapolis"
"Animalia","Arthropoda","Insecta","Polistes fuscatus",23,"Indianapolis"
"Animalia","Arthropoda","Insecta","Polites peckius",18,"Indianapolis"
"Animalia","Arthropoda","Insecta","Popillia japonica",14,"Indianapolis"
"Animalia","Arthropoda","Insecta","Prenolepis imparis",20,"Indianapolis"
"Animalia","Arthropoda","Insecta","Rhopalomyia solidaginis",16,"Indianapolis"
"Animalia","Arthropoda","Insecta","Stagmomantis carolina",13,"Indianapolis"
"Animalia","Arthropoda","Insecta","Tetraopes tetrophthalmus",14,"Indianapolis"
"Animalia","Arthropoda","Insecta","Toxomerus geminatus",21,"Indianapolis"
"Animalia","Arthropoda","Insecta","Toxomerus marginatus",24,"Indianapolis"
"Animalia","Arthropoda","Insecta","Vanessa atalanta",29,"Indianapolis"
"Animalia","Arthropoda","Insecta","Vanessa cardui",13,"Indianapolis"
"Animalia","Arthropoda","Insecta","Xylocopa virginica",41,"Indianapolis"
"Animalia","Arthropoda",NA,"Argiope aurantia",23,"Indianapolis"
"Animalia","Arthropoda",NA,"Leucauge venusta",14,"Indianapolis"
"Animalia","Arthropoda",NA,"Phidippus audax",12,"Indianapolis"
"Animalia","Arthropoda",NA,"Platycryptus undatus",11,"Indianapolis"
"Animalia","Chordata","Actinopterygii","Micropterus salmoides",13,"Indianapolis"
"Animalia","Chordata","Amphibia","Anaxyrus americanus",14,"Indianapolis"
"Animalia","Chordata","Amphibia","Lithobates catesbeianus",12,"Indianapolis"
"Animalia","Chordata","Amphibia","Lithobates clamitans",12,"Indianapolis"
"Animalia","Chordata","Aves","Accipiter cooperii",187,"Indianapolis"
"Animalia","Chordata","Aves","Accipiter striatus",36,"Indianapolis"
"Animalia","Chordata","Aves","Actitis macularius",43,"Indianapolis"
"Animalia","Chordata","Aves","Agelaius phoeniceus",372,"Indianapolis"
