"kingdom","phylum","class","species","nobs","city"
"Animalia","Annelida","Clitellata","Lumbricus terrestris",27,"Boston"
"Animalia","Arthropoda","Chilopoda","Scutigera coleoptrata",40,"Boston"
"Animalia","Arthropoda","Insecta","Acalymma vittatum",15,"Boston"
"Animalia","Arthropoda","Insecta","Acanalonia conica",16,"Boston"
"Animalia","Arthropoda","Insecta","Acanthocephala terminalis",25,"Boston"
"Animalia","Arthropoda","Insecta","Adelges tsugae",31,"Boston"
"Animalia","Arthropoda","Insecta","Agapostemon virescens",68,"Boston"
"Animalia","Arthropoda","Insecta","Agrilus ruficollis",13,"Boston"
"Animalia","Arthropoda","Insecta","Agrochola bicolorago",18,"Boston"
"Animalia","Arthropoda","Insecta","Agromyza vockerothi",14,"Boston"
"Animalia","Arthropoda","Insecta","Allograpta obliqua",19,"Boston"
"Animalia","Arthropoda","Insecta","Amphipyra pyramidoides",14,"Boston"
"Animalia","Arthropoda","Insecta","Anax junius",14,"Boston"
"Animalia","Arthropoda","Insecta","Ancistrocerus adiabatus",16,"Boston"
"Animalia","Arthropoda","Insecta","Ancistrocerus gazella",20,"Boston"
"Animalia","Arthropoda","Insecta","Andrena asteris",11,"Boston"
"Animalia","Arthropoda","Insecta","Anthidium manicatum",58,"Boston"
"Animalia","Arthropoda","Insecta","Anthocomus equestris",15,"Boston"
"Animalia","Arthropoda","Insecta","Anthrenus verbasci",11,"Boston"
"Animalia","Arthropoda","Insecta","Aphis nerii",34,"Boston"
"Animalia","Arthropoda","Insecta","Apis mellifera",734,"Boston"
"Animalia","Arthropoda","Insecta","Argia apicalis",20,"Boston"
"Animalia","Arthropoda","Insecta","Argia fumipennis",26,"Boston"
"Animalia","Arthropoda","Insecta","Argyrotaenia pinatubana",15,"Boston"
"Animalia","Arthropoda","Insecta","Asteromyia carbonifera",11,"Boston"
"Animalia","Arthropoda","Insecta","Augochlora pura",18,"Boston"
"Animalia","Arthropoda","Insecta","Bicyrtes quadrifasciatus",50,"Boston"
"Animalia","Arthropoda","Insecta","Boisea trivittata",19,"Boston"
"Animalia","Arthropoda","Insecta","Bombus bimaculatus",48,"Boston"
"Animalia","Arthropoda","Insecta","Bombus fervidus",37,"Boston"
"Animalia","Arthropoda","Insecta","Bombus griseocollis",230,"Boston"
"Animalia","Arthropoda","Insecta","Bombus impatiens",725,"Boston"
"Animalia","Arthropoda","Insecta","Bombus perplexus",15,"Boston"
"Animalia","Arthropoda","Insecta","Bombylius major",12,"Boston"
"Animalia","Arthropoda","Insecta","Calopteryx maculata",34,"Boston"
"Animalia","Arthropoda","Insecta","Campaea perlata",11,"Boston"
"Animalia","Arthropoda","Insecta","Camponotus pennsylvanicus",82,"Boston"
"Animalia","Arthropoda","Insecta","Cantharis livida",13,"Boston"
"Animalia","Arthropoda","Insecta","Celithemis elisa",36,"Boston"
"Animalia","Arthropoda","Insecta","Celithemis eponina",14,"Boston"
"Animalia","Arthropoda","Insecta","Cerceris fumipennis",27,"Boston"
"Animalia","Arthropoda","Insecta","Charidotella sexpunctata",14,"Boston"
"Animalia","Arthropoda","Insecta","Chauliognathus pensylvanicus",40,"Boston"
"Animalia","Arthropoda","Insecta","Chinavia hilaris",71,"Boston"
"Animalia","Arthropoda","Insecta","Chortophaga viridifasciata",22,"Boston"
"Animalia","Arthropoda","Insecta","Cicindela sexguttata",48,"Boston"
"Animalia","Arthropoda","Insecta","Coenonympha tullia",18,"Boston"
"Animalia","Arthropoda","Insecta","Colias philodice",24,"Boston"
"Animalia","Arthropoda","Insecta","Cosmopepla lintneriana",17,"Boston"
"Animalia","Arthropoda","Insecta","Crambus agitatellus",11,"Boston"
"Animalia","Arthropoda","Insecta","Crambus praefectellus",27,"Boston"
"Animalia","Arthropoda","Insecta","Danaus plexippus",124,"Boston"
"Animalia","Arthropoda","Insecta","Delphinia picta",16,"Boston"
"Animalia","Arthropoda","Insecta","Diabrotica undecimpunctata",20,"Boston"
"Animalia","Arthropoda","Insecta","Dioctria hyalipennis",70,"Boston"
"Animalia","Arthropoda","Insecta","Disholcaspis quercusglobulus",31,"Boston"
"Animalia","Arthropoda","Insecta","Dissosteira carolina",35,"Boston"
"Animalia","Arthropoda","Insecta","Dolichovespula adulterina",15,"Boston"
"Animalia","Arthropoda","Insecta","Dolichovespula arenaria",59,"Boston"
"Animalia","Arthropoda","Insecta","Dolichovespula maculata",47,"Boston"
"Animalia","Arthropoda","Insecta","Dryocosmus quercuspalustris",19,"Boston"
"Animalia","Arthropoda","Insecta","Ectobius lapponicus",11,"Boston"
"Animalia","Arthropoda","Insecta","Ectobius pallidus",30,"Boston"
"Animalia","Arthropoda","Insecta","Efferia aestuans",54,"Boston"
"Animalia","Arthropoda","Insecta","Elkalyce comyntas",16,"Boston"
"Animalia","Arthropoda","Insecta","Ellychnia corrusca",191,"Boston"
"Animalia","Arthropoda","Insecta","Enallagma civile",11,"Boston"
"Animalia","Arthropoda","Insecta","Enallagma geminatum",11,"Boston"
"Animalia","Arthropoda","Insecta","Epargyreus clarus",61,"Boston"
"Animalia","Arthropoda","Insecta","Eremnophila aureonotata",16,"Boston"
"Animalia","Arthropoda","Insecta","Eristalis dimidiata",35,"Boston"
"Animalia","Arthropoda","Insecta","Eristalis tenax",20,"Boston"
"Animalia","Arthropoda","Insecta","Eristalis transversa",23,"Boston"
"Animalia","Arthropoda","Insecta","Erythemis simplicicollis",70,"Boston"
"Animalia","Arthropoda","Insecta","Eumenes fraternus",44,"Boston"
"Animalia","Arthropoda","Insecta","Euodynerus foraminatus",12,"Boston"
"Animalia","Arthropoda","Insecta","Euodynerus hidalgo",19,"Boston"
"Animalia","Arthropoda","Insecta","Eupeodes americanus",20,"Boston"
"Animalia","Arthropoda","Insecta","Euptychia cymela",45,"Boston"
"Animalia","Arthropoda","Insecta","Exomala orientalis",85,"Boston"
"Animalia","Arthropoda","Insecta","Flatormenis proxima",18,"Boston"
"Animalia","Arthropoda","Insecta","Forficula auricularia",29,"Boston"
"Animalia","Arthropoda","Insecta","Graphocephala coccinea",139,"Boston"
"Animalia","Arthropoda","Insecta","Graphocephala fennahi",30,"Boston"
"Animalia","Arthropoda","Insecta","Graphocephala versuta",30,"Boston"
"Animalia","Arthropoda","Insecta","Halictus ligatus",63,"Boston"
"Animalia","Arthropoda","Insecta","Halyomorpha halys",130,"Boston"
"Animalia","Arthropoda","Insecta","Halysidota tessellaris",22,"Boston"
"Animalia","Arthropoda","Insecta","Hamamelistes spinosus",23,"Boston"
"Animalia","Arthropoda","Insecta","Harmonia axyridis",328,"Boston"
"Animalia","Arthropoda","Insecta","Helophilus fasciatus",13,"Boston"
"Animalia","Arthropoda","Insecta","Hermetia illucens",11,"Boston"
"Animalia","Arthropoda","Insecta","Hormaphis hamamelidis",51,"Boston"
"Animalia","Arthropoda","Insecta","Hypena scabra",19,"Boston"
"Animalia","Arthropoda","Insecta","Hypercompe scribonia",12,"Boston"
"Animalia","Arthropoda","Insecta","Idaea dimidiata",18,"Boston"
"Animalia","Arthropoda","Insecta","Idia aemula",22,"Boston"
"Animalia","Arthropoda","Insecta","Idia americalis",11,"Boston"
"Animalia","Arthropoda","Insecta","Ischnura posita",74,"Boston"
"Animalia","Arthropoda","Insecta","Ischnura verticalis",26,"Boston"
"Animalia","Arthropoda","Insecta","Jikradia olitoria",60,"Boston"
"Animalia","Arthropoda","Insecta","Judolia cordifera",14,"Boston"
"Animalia","Arthropoda","Insecta","Laphria flavicollis",12,"Boston"
"Animalia","Arthropoda","Insecta","Laphria thoracica",16,"Boston"
"Animalia","Arthropoda","Insecta","Leptoglossus occidentalis",58,"Boston"
"Animalia","Arthropoda","Insecta","Libellula incesta",30,"Boston"
"Animalia","Arthropoda","Insecta","Libellula julia",13,"Boston"
"Animalia","Arthropoda","Insecta","Libellula luctuosa",17,"Boston"
"Animalia","Arthropoda","Insecta","Libellula pulchella",16,"Boston"
"Animalia","Arthropoda","Insecta","Limenitis astyanax",22,"Boston"
"Animalia","Arthropoda","Insecta","Lucanus capreolus",59,"Boston"
"Animalia","Arthropoda","Insecta","Lucidota atra",14,"Boston"
"Animalia","Arthropoda","Insecta","Lucilia sericata",15,"Boston"
"Animalia","Arthropoda","Insecta","Lycaena phlaeas",38,"Boston"
"Animalia","Arthropoda","Insecta","Lygaeus kalmii",46,"Boston"
"Animalia","Arthropoda","Insecta","Lygaeus turcicus",179,"Boston"
"Animalia","Arthropoda","Insecta","Malachius aeneus",22,"Boston"
"Animalia","Arthropoda","Insecta","Malacosoma americana",26,"Boston"
"Animalia","Arthropoda","Insecta","Marmara fasciella",12,"Boston"
"Animalia","Arthropoda","Insecta","Megacyllene robiniae",44,"Boston"
"Animalia","Arthropoda","Insecta","Melanoplus bivittatus",16,"Boston"
"Animalia","Arthropoda","Insecta","Melanoplus differentialis",14,"Boston"
"Animalia","Arthropoda","Insecta","Melanoplus femurrubrum",41,"Boston"
"Animalia","Arthropoda","Insecta","Melanoplus punctulatus",18,"Boston"
"Animalia","Arthropoda","Insecta","Melaphis rhois",14,"Boston"
"Animalia","Arthropoda","Insecta","Melissodes bimaculatus",13,"Boston"
"Animalia","Arthropoda","Insecta","Merodon equestris",16,"Boston"
"Animalia","Arthropoda","Insecta","Metcalfa pruinosa",36,"Boston"
"Animalia","Arthropoda","Insecta","Microcentrum rhombifolium",19,"Boston"
"Animalia","Arthropoda","Insecta","Microcrambus elegans",25,"Boston"
"Animalia","Arthropoda","Insecta","Monobia quadridens",41,"Boston"
"Animalia","Arthropoda","Insecta","Mormidea lugens",13,"Boston"
"Animalia","Arthropoda","Insecta","Myodocha serripes",24,"Boston"
"Animalia","Arthropoda","Insecta","Mystacides sepulchralis",18,"Boston"
"Animalia","Arthropoda","Insecta","Nannothemis bella",12,"Boston"
"Animalia","Arthropoda","Insecta","Neotibicen lyricen",11,"Boston"
"Animalia","Arthropoda","Insecta","Noctua pronuba",12,"Boston"
"Animalia","Arthropoda","Insecta","Nymphalis antiopa",23,"Boston"
"Animalia","Arthropoda","Insecta","Oncopeltus fasciatus",38,"Boston"
"Animalia","Arthropoda","Insecta","Orientus ishidae",19,"Boston"
"Animalia","Arthropoda","Insecta","Ormenoides venusta",18,"Boston"
"Animalia","Arthropoda","Insecta","Pachydiplax longipennis",186,"Boston"
"Animalia","Arthropoda","Insecta","Pachypsylla celtidismamma",11,"Boston"
"Animalia","Arthropoda","Insecta","Papilio glaucus",12,"Boston"
"Animalia","Arthropoda","Insecta","Papilio polibetes",64,"Boston"
"Animalia","Arthropoda","Insecta","Papilio troilus",18,"Boston"
"Animalia","Arthropoda","Insecta","Parancistrocerus perennis",15,"Boston"
"Animalia","Arthropoda","Insecta","Paraulacizes irrorata",21,"Boston"
"Animalia","Arthropoda","Insecta","Pelidnota punctata",15,"Boston"
"Animalia","Arthropoda","Insecta","Perithemis tenera",61,"Boston"
"Animalia","Arthropoda","Insecta","Phaneroptera nana",19,"Boston"
"Animalia","Arthropoda","Insecta","Philaenus spumarius",21,"Boston"
"Animalia","Arthropoda","Insecta","Philanthus gibbosus",60,"Boston"
"Animalia","Arthropoda","Insecta","Phyciodes tharos",15,"Boston"
"Animalia","Arthropoda","Insecta","Phyllopalpus pulchellus",74,"Boston"
"Animalia","Arthropoda","Insecta","Phymata pennsylvanica",27,"Boston"
"Animalia","Arthropoda","Insecta","Physocephala tibialis",28,"Boston"
"Animalia","Arthropoda","Insecta","Phytomyza aralivora",18,"Boston"
"Animalia","Arthropoda","Insecta","Pieris rapae",192,"Boston"
"Animalia","Arthropoda","Insecta","Plathemis lydia",113,"Boston"
"Animalia","Arthropoda","Insecta","Polistes dominula",109,"Boston"
"Animalia","Arthropoda","Insecta","Polistes fuscatus",108,"Boston"
"Animalia","Arthropoda","Insecta","Polites peckius",91,"Boston"
"Animalia","Arthropoda","Insecta","Polystepha pilulae",21,"Boston"
"Animalia","Arthropoda","Insecta","Popillia japonica",87,"Boston"
"Animalia","Arthropoda","Insecta","Prenolepis imparis",33,"Boston"
"Animalia","Arthropoda","Insecta","Promalactis suzukiella",16,"Boston"
"Animalia","Arthropoda","Insecta","Propylaea quatuordecimpunctata",56,"Boston"
"Animalia","Arthropoda","Insecta","Pselliopus cinctus",15,"Boston"
"Animalia","Arthropoda","Insecta","Pseudoedophrys hilleri",16,"Boston"
"Animalia","Arthropoda","Insecta","Psyche casta",18,"Boston"
"Animalia","Arthropoda","Insecta","Pyrrharctia isabella",100,"Boston"
"Animalia","Arthropoda","Insecta","Rainieria antennaepes",25,"Boston"
"Animalia","Arthropoda","Insecta","Satyrium calanus",12,"Boston"
"Animalia","Arthropoda","Insecta","Sceliphron caementarium",22,"Boston"
"Animalia","Arthropoda","Insecta","Sphecius speciosus",33,"Boston"
"Animalia","Arthropoda","Insecta","Sphex ichneumoneus",76,"Boston"
"Animalia","Arthropoda","Insecta","Sphex pensylvanicus",57,"Boston"
"Animalia","Arthropoda","Insecta","Spilomyia longicornis",15,"Boston"
"Animalia","Arthropoda","Insecta","Strangalepta abbreviata",14,"Boston"
"Animalia","Arthropoda","Insecta","Strangalia famelica",27,"Boston"
"Animalia","Arthropoda","Insecta","Strangalia luteicornis",14,"Boston"
"Animalia","Arthropoda","Insecta","Strymon melinus",23,"Boston"
"Animalia","Arthropoda","Insecta","Sympetrum vicinum",34,"Boston"
"Animalia","Arthropoda","Insecta","Syritta pipiens",29,"Boston"
"Animalia","Arthropoda","Insecta","Tenodera sinensis",61,"Boston"
"Animalia","Arthropoda","Insecta","Tetramorium immigrans",21,"Boston"
"Animalia","Arthropoda","Insecta","Tetraopes tetrophthalmus",51,"Boston"
"Animalia","Arthropoda","Insecta","Toxomerus geminatus",63,"Boston"
"Animalia","Arthropoda","Insecta","Toxomerus marginatus",67,"Boston"
"Animalia","Arthropoda","Insecta","Trichopoda pennipes",17,"Boston"
"Animalia","Arthropoda","Insecta","Typocerus velutinus",24,"Boston"
"Animalia","Arthropoda","Insecta","Vanessa atalanta",21,"Boston"
"Animalia","Arthropoda","Insecta","Vanessa cardui",23,"Boston"
"Animalia","Arthropoda","Insecta","Vanessa virginiensis",16,"Boston"
"Animalia","Arthropoda","Insecta","Vespula germanica",11,"Boston"
"Animalia","Arthropoda","Insecta","Vespula maculifrons",42,"Boston"
"Animalia","Arthropoda","Insecta","Vespula vidua",27,"Boston"
"Animalia","Arthropoda","Insecta","Xenox tigrinus",31,"Boston"
"Animalia","Arthropoda","Insecta","Xylocopa virginica",230,"Boston"
"Animalia","Arthropoda","Insecta","Zelus luridus",66,"Boston"
"Animalia","Arthropoda","Malacostraca","Cancer borealis",19,"Boston"
