"wc2.1_2.5m_bio_1","wc2.1_2.5m_bio_10","wc2.1_2.5m_bio_11","wc2.1_2.5m_bio_12","wc2.1_2.5m_bio_13","wc2.1_2.5m_bio_14","wc2.1_2.5m_bio_15","wc2.1_2.5m_bio_16","wc2.1_2.5m_bio_17","wc2.1_2.5m_bio_18","wc2.1_2.5m_bio_19","wc2.1_2.5m_bio_2","wc2.1_2.5m_bio_3","wc2.1_2.5m_bio_4","wc2.1_2.5m_bio_5","wc2.1_2.5m_bio_6","wc2.1_2.5m_bio_7","wc2.1_2.5m_bio_8","wc2.1_2.5m_bio_9","City"
10.1418333053589,22.538667678833,-3.18066668510437,953,104,40,26.6888256072998,300,152,300,152,10.4536666870117,26.8731784820557,1036.31701660156,29.4120006561279,-9.48799991607666,38.9000015258789,22.538667678833,-3.18066668510437,"Chicago"
11.6546669006348,23.5873336791992,-1.24799978733063,1017,113,58,20.9684181213379,317,192,302,192,11.2886667251587,29.52366065979,1001.14416503906,30.5359992980957,-7.69999980926514,38.2360000610352,21.5060005187988,-1.24799978733063,"Indianapolis"
17.9197368621826,22.1254386901855,14.1342105865479,327,74,1,102.027374267578,206,5,9,194,10.4342107772827,53.6971817016602,323.601623535156,27.4210529327393,7.98947381973267,19.4315795898438,14.581579208374,21.4517555236816,"Long Beach"
18.8444995880127,23.5659999847412,14.7199993133545,390,89,1,101.870948791504,247,6,10,224,12.9370002746582,57.1220397949219,361.834747314453,30.6359996795654,7.98799991607666,22.6479988098145,15.0633335113525,22.9306659698486,"Los Angeles"
15.0325517654419,18.533332824707,10.9875001907349,632,133,2,92.4751205444336,346,8,12,344,9.7109375,54.8059921264648,311.89990234375,24.3312511444092,6.61249971389771,17.7187519073486,11.8322916030884,18.1395835876465,"Oakland"
16.5683326721191,23.6780014038086,9.22533321380615,467,99,2,89.409294128418,254,9,9,249,13.6033334732056,45.654899597168,600.656799316406,33.7560005187988,3.96000003814697,29.7960014343262,10.8366670608521,23.6780014038086,"Sacramento"
17.9616661071777,22.1226673126221,14.3793334960938,291,60,1,91.7383804321289,172,5,9,149,9.77466678619385,52.9734840393066,314.243988037109,26.7399997711182,8.28800010681152,18.4519996643066,14.7040004730225,21.3373336791992,"San Diego"
14.1085004806519,17.1046657562256,10.6733331680298,813,169,2,92.8843231201172,444,10,14,444,9.57233333587646,57.4431915283203,266.533203125,22.9479999542236,6.28399991989136,16.6639995574951,10.6733331680298,16.5960006713867,"San Francisco"
16.2670001983643,21.2880001068115,11.0773334503174,392,79,1,88.4977569580078,204,5,8,197,13.3866662979126,55.1254615783691,421.979217529297,29.0839996337891,4.80000019073486,24.2840003967285,12.0486669540405,21.0573329925537,"San Jose"
9.36833381652832,19.957332611084,-0.314666599035263,406,68,9,61.9582366943359,182,32,182,32,15.6926670074463,40.9559097290039,825.149475097656,29.4440002441406,-8.87199974060059,38.3160018920898,19.957332611084,-0.314666599035263,"Colorado Springs"
10.666166305542,21.8866672515869,0.629999935626984,426,65,14,43.9832496643066,161,45,137,45,15.8003330230713,39.8756637573242,866.647338867188,31.8279991149902,-7.7960000038147,39.6240005493164,14.4800004959106,0.629999935626984,"Denver"
13.8358335494995,24.5979995727539,2.76733326911926,1050,104,69,11.8166179656982,293,230,285,230,11.5576667785645,32.8604202270508,884.486755371094,31.5559997558594,-3.6159999370575,35.1720008850098,22.4720001220703,2.76733326911926,"Washington"
22.0156669616699,31.5340003967285,12.9426670074463,244,31,2,46.3751754760742,81,15,57,78,16.6979999542236,45.989860534668,770.071411132812,40.8920021057129,4.58400011062622,36.3080024719238,14.3293333053589,25.0599994659424,"Mesa"
22.7668342590332,32.791332244873,13.3200006484985,200,30,2,48.1106834411621,72,12,53,59,16.1896667480469,44.2340621948242,802.8720703125,41.7280006408691,5.12799978256226,36.6000022888184,32.3199996948242,26.2413330078125,"Phoenix"
20.888500213623,30.0686664581299,12.0979995727539,305,56,5,61.0702934265137,141,20,115,74,15.6296663284302,45.72216796875,742.77197265625,38.2000007629395,4.01599979400635,34.1840019226074,29.5126667022705,24.3013343811035,"Tucson"
17.7686672210693,26.6720008850098,9.06333351135254,273,53,0,84.8611221313477,153,4,4,134,14.7160005569458,43.0745811462402,727.04541015625,37.1160011291504,2.9520001411438,34.1640014648438,10.9020004272461,26.6720008850098,"Fresno"
13.7566175460815,24.8666667938232,2.35294127464294,1106,107,75,10.6632928848267,303,251,294,251,10.5681371688843,30.2556972503662,912.504943847656,31.4294109344482,-3.5,34.9294128417969,24.1264705657959,2.35294127464294,"Baltimore"
10.3833332061768,21.8053035736084,-1.09621214866638,1130,105,83,7.89946317672729,306,256,262,288,10.9863634109497,30.0547122955322,926.148681640625,29.1272735595703,-7.42727279663086,36.5545463562012,1.43939387798309,19.259090423584,"Boston"
9.77750015258789,21.7673320770264,-2.69066667556763,875,90,48,18.7056293487549,255,166,252,167,9.60433387756348,26.3942337036133,992.350952148438,28.4799995422363,-7.90799999237061,36.3880004882812,20.9379997253418,-1.55266666412354,"Detroit"
20.9048328399658,27.4693336486816,13.5173330307007,1300,178,60,36.9150886535645,494,223,461,252,10.114333152771,39.5647506713867,570.165893554688,32.7000007629395,7.13600015640259,25.564001083374,27.2980003356934,17.9433326721191,"Jacksonville"
24.5995006561279,28.1966667175293,20.5126667022705,1499,243,49,53.2011299133301,593,171,555,171,7.89900016784668,47.9075736999512,316.813598632812,32.0519981384277,15.5640001296997,16.4879989624023,28.0393333435059,20.5126667022705,"Miami"
16.554500579834,25.5620002746582,7.01600027084351,1290,141,82,15.9321269989014,387,273,317,352,11.4376668930054,36.4861145019531,749.258483886719,31.7959995269775,0.448000013828278,31.3479995727539,8.68066692352295,21.7600002288818,"Atlanta"
13.7256669998169,24.5086669921875,3.35333323478699,242,45,10,53.0632400512695,110,32,95,32,16.1546669006348,41.6916122436523,857.894714355469,33.8360023498535,-4.91200017929077,38.7480010986328,23.5186672210693,3.35333323478699,"Albuquerque"
