"","CityName","WKTpoly","point.ID","poly.ID","NA_L1CODE","NA_L1NAME","NA_L1KEY","Shape_Leng","Shape_Area","bio1","bio3","bio4","bio5","bio6","bio12","bio13","bio14","bio15","lon","lat"
"11","Dallas","POLYGON((-97.0137 32.5998,-97.0137 32.9602,-96.5863 32.9602,-96.5863 32.5998,-97.0137 32.5998))",42,2140,"9","GREAT PLAINS","9  GREAT PLAINS",25408342.8043,2793433250200,18.9589303269678,8.72038093878298,930.244897959184,128.34693877551,49.2040816326531,11.737214273336,34.6480872485102,811.101746851084,35.4357141767229,-96.8,32.78
"12","Denver","POLYGON((-105.214 39.5498,-105.214 39.9102,-104.746 39.9102,-104.746 39.5498,-105.214 39.5498))",11,2140,"9","GREAT PLAINS","9  GREAT PLAINS",25408342.8043,2793433250200,10.4172642640393,0.343104353494415,428.848484848485,65.4141414141414,13.7474747474747,15.9013297919071,40.0314215843124,865.501160284486,31.548726977724,-104.98,39.73
"13","Detroit","POLYGON((-83.313 42.1498,-83.313 42.5102,-82.827 42.5102,-82.827 42.1498,-83.313 42.1498))",19,2105,"8","EASTERN TEMPERATE FORESTS","8  EASTERN TEMPERATE FORESTS",54849927.6241,2701109013550,9.85726466621321,-2.7209553521933,868.19587628866,89.4123711340206,47.4845360824742,9.80386252255784,26.6835829548,999.157755114369,28.748371143931,-83.07,42.33
"14","Edmonton","POLYGON((-113.772 53.3798,-113.772 53.7402,-113.168 53.7402,-113.168 53.3798,-113.772 53.3798))",48,2140,"9","GREAT PLAINS","9  GREAT PLAINS",25408342.8043,2793433250200,3.23516667012087,-11.1355945351198,472.659793814433,94.2680412371134,13.7319587628866,10.8153435323656,25.9985498251374,1121.72749501651,23.3144742238153,-113.47,53.56
"15","El Paso","POLYGON((-106.701 31.5798,-106.701 31.9402,-106.279 31.9402,-106.279 31.5798,-106.701 31.5798))",43,84,"10","NORTH AMERICAN DESERTS","10  NORTH AMERICAN DESERTS",33958015.1369,1870616616840,17.5479036111098,7.72865380690648,233.25,46.2115384615385,4.78846153846154,16.2139487083142,44.0353525601901,794.003165611854,35.8816154920138,-106.49,31.76
"16","Fort Worth","POLYGON((-97.5236 32.5698,-97.5236 32.9302,-97.0964 32.9302,-97.0964 32.5698,-97.5236 32.5698))",44,2140,"9","GREAT PLAINS","9  GREAT PLAINS",25408342.8043,2793433250200,18.8394102668762,8.52224661827087,849.02,119.5,45.6,12.4870733070373,35.6755059814453,817.952119750977,35.8654804992676,-97.31,32.75
"17","Fresno","POLYGON((-120.014 36.5598,-120.014 36.9202,-119.566 36.9202,-119.566 36.5598,-120.014 36.5598))",16,109,"11","MEDITERRANEAN CALIFORNIA","11  MEDITERRANEAN CALIFORNIA",5417939.11143,188480423213,17.4061013251236,8.75534022223089,270.474226804124,51.701030927835,0,14.7736253738403,43.4281946555855,719.176168225475,36.616040691887,-119.79,36.74
"18","Halifax","POLYGON((-63.8527 44.4998,-63.8527 44.8602,-63.3473 44.8602,-63.3473 44.4998,-63.8527 44.4998))",49,NA,NA,"NORTHERN FORESTS",NA,NA,NA,6.52399828993244,-4.16404359134627,1431.92592592593,150.432098765432,97.3333333333333,9.0358560938894,27.3021073753451,872.17764998071,23.0483872213481,-63.6,44.68
"19","Hamilton","POLYGON((-80.0667 43.0798,-80.0667 43.4402,-79.5733 43.4402,-79.5733 43.0798,-80.0667 43.0798))",50,2105,"8","EASTERN TEMPERATE FORESTS","8  EASTERN TEMPERATE FORESTS",54849927.6241,2701109013550,8.65075423500755,-3.25115828321438,894.292929292929,90.8686868686869,57.7878787878788,8.77690237218683,24.8094229072031,967.354698720605,27.065454579363,-79.82,43.26
"20","Houston","POLYGON((-95.577 29.5798,-95.577 29.9402,-95.163 29.9402,-95.163 29.5798,-95.577 29.5798))",45,2140,"9","GREAT PLAINS","9  GREAT PLAINS",25408342.8043,2793433250200,20.9217040129382,12.6682762569851,1223.77777777778,144.090909090909,69.3030303030303,11.0321885407573,39.701940401636,636.79449401239,34.05115169949,-95.37,29.76
"21","Indianapolis","POLYGON((-86.3838 39.5998,-86.3838 39.9602,-85.9162 39.9602,-85.9162 39.5998,-86.3838 39.5998))",2,2105,"8","EASTERN TEMPERATE FORESTS","8  EASTERN TEMPERATE FORESTS",54849927.6241,2701109013550,11.4263108636915,-1.38389004137098,1018.51546391753,113.484536082474,57.7628865979381,11.2443608746086,29.5558338755185,993.761473350918,30.2343093439476,-86.15,39.78
"22","Jacksonville","POLYGON((-81.8682 30.1498,-81.8682 30.5102,-81.4518 30.5102,-81.4518 30.1498,-81.8682 30.1498))",20,2105,"8","EASTERN TEMPERATE FORESTS","8  EASTERN TEMPERATE FORESTS",54849927.6241,2701109013550,20.7872004606286,13.4051020096759,1301.85714285714,178.438775510204,60.5,10.0904761041914,39.4216783095379,571.257062016701,32.6137555570019,-81.66,30.33
"23","Kansas City","POLYGON((-94.8215 38.9198,-94.8215 39.2802,-94.3585 39.2802,-94.3585 38.9198,-94.8215 38.9198))",36,2140,"9","GREAT PLAINS","9  GREAT PLAINS",25408342.8043,2793433250200,12.9718417634769,-0.174326537138953,1003.84693877551,132.775510204082,30.5612244897959,11.8171734225993,29.5267699105399,1022.15153098593,32.5195098409847,-94.59,39.1
"24","Las Vegas","POLYGON((-115.363 35.9998,-115.363 36.3602,-114.917 36.3602,-114.917 35.9998,-115.363 35.9998))",38,84,"10","NORTH AMERICAN DESERTS","10  NORTH AMERICAN DESERTS",33958015.1369,1870616616840,19.897872110015,9.22976701236466,114.184466019417,15.7184466019417,2.22330097087379,14.4796924683654,37.3361997882139,899.741299231076,40.5413206526377,-115.14,36.18
"25","Long Beach","POLYGON((-118.406 33.5898,-118.406 33.9502,-117.974 33.9502,-117.974 33.5898,-118.406 33.5898))",3,109,"11","MEDITERRANEAN CALIFORNIA","11  MEDITERRANEAN CALIFORNIA",5417939.11143,188480423213,17.945064613618,14.146297236523,327.939759036145,74.0602409638554,0.457831325301205,10.5456990621176,53.8777769617288,324.989363337138,27.5457460334502,-118.19,33.77
"26","Los Angeles","POLYGON((-118.487 33.8698,-118.487 34.2302,-118.053 34.2302,-118.053 33.8698,-118.487 33.8698))",4,109,"11","MEDITERRANEAN CALIFORNIA","11  MEDITERRANEAN CALIFORNIA",5417939.11143,188480423213,18.6156600412696,14.498929197138,386.252525252525,87.5555555555556,0.858585858585859,12.8009293007128,56.7692687680023,360.744022870305,30.3044444768116,-118.27,34.05
"27","Memphis","POLYGON((-90.2597 34.9598,-90.2597 35.3202,-89.8203 35.3202,-89.8203 34.9598,-90.2597 34.9598))",39,2105,"8","EASTERN TEMPERATE FORESTS","8  EASTERN TEMPERATE FORESTS",54849927.6241,2701109013550,16.4345188335497,5.44055101822834,1332.09183673469,143.173469387755,75.4489795918367,11.1224319010365,32.5614635311827,858.552639708227,33.1323266321299,-90.04,35.14
"28","Mesa","POLYGON((-112.035 33.2398,-112.035 33.6002,-111.605 33.6002,-111.605 33.2398,-112.035 33.2398))",13,84,"10","NORTH AMERICAN DESERTS","10  NORTH AMERICAN DESERTS",33958015.1369,1870616616840,21.9765663925482,12.8434763246653,239.122448979592,31.5816326530612,2.01020408163265,16.6429762353702,45.7511969196553,774.410796496333,40.8466119960863,-111.82,33.42
"29","Miami","POLYGON((-80.4195 25.5798,-80.4195 25.9402,-80.0205 25.9402,-80.0205 25.5798,-80.4195 25.5798))",21,289,"15","TROPICAL WET FORESTS","15  TROPICAL WET FORESTS",1827216.7439,22169505708.7,24.4562750191524,20.360644833795,1495.71264367816,241.701149425287,47.3103448275862,7.6090685088059,46.7891347600126,318.373779998429,31.8602435013343,-80.22,25.76
"30","Milwaukee","POLYGON((-88.1558 42.8598,-88.1558 43.2202,-87.6642 43.2202,-87.6642 42.8598,-88.1558 42.8598))",30,2105,"8","EASTERN TEMPERATE FORESTS","8  EASTERN TEMPERATE FORESTS",54849927.6241,2701109013550,8.56961049838942,-4.36834692955017,816.673469387755,97.1632653061225,31.0816326530612,9.81139793201369,25.5630139526056,1019.69811015226,27.5761224980257,-87.91,43.04
"31","Minneapolis","POLYGON((-93.5239 44.7798,-93.5239 45.1402,-93.0161 45.1402,-93.0161 44.7798,-93.5239 44.7798))",35,2105,"8","EASTERN TEMPERATE FORESTS","8  EASTERN TEMPERATE FORESTS",54849927.6241,2701109013550,7.51601650219152,-8.31975588468042,753.118811881188,109.415841584158,18.970297029703,11.3479273295639,25.1504244096208,1213.06214950108,29.1440000439634,-93.27,44.96
"32","Montréal","POLYGON((-73.9065 45.3598,-73.9065 45.7202,-73.3935 45.7202,-73.3935 45.3598,-73.9065 45.3598))",51,2105,"8","EASTERN TEMPERATE FORESTS","8  EASTERN TEMPERATE FORESTS",54849927.6241,2701109013550,6.66183736886871,-8.25426343317782,1005.41573033708,96.8426966292135,61.6067415730337,9.93909291470988,23.5630656467395,1158.14865146594,27.2930919347184,-73.65,45.54
"33","Nashville","POLYGON((-87.0026 35.9898,-87.0026 36.3502,-86.5574 36.3502,-86.5574 35.9898,-87.0026 35.9898))",40,2105,"8","EASTERN TEMPERATE FORESTS","8  EASTERN TEMPERATE FORESTS",54849927.6241,2701109013550,14.9136279520362,3.97733334098199,1261.0101010101,132.262626262626,75.0606060606061,12.8897610866662,36.2855534409032,857.320441968513,32.4328083462185,-86.78,36.17
"34","New York","POLYGON((-74.247 40.5298,-74.247 40.8902,-73.773 40.8902,-73.773 40.5298,-74.247 40.5298))",24,2105,"8","EASTERN TEMPERATE FORESTS","8  EASTERN TEMPERATE FORESTS",54849927.6241,2701109013550,12.1799839531503,0.991616220009036,1190.26829268293,113.536585365854,76.8780487804878,9.34035564050442,27.6416221246487,902.525669004859,29.4683025639232,-74.01,40.71
"35","Oakland","POLYGON((-122.527 37.6298,-122.527 37.9902,-122.073 37.9902,-122.073 37.6298,-122.527 37.6298))",5,109,"11","MEDITERRANEAN CALIFORNIA","11  MEDITERRANEAN CALIFORNIA",5417939.11143,188480423213,14.9206738789876,10.5740634441376,640.55,135.166666666667,1.75,10.4560002009074,54.6106128692627,340.446443684896,25.11210009257,-122.3,37.81
"36","Oklahoma City","POLYGON((-97.7406 35.2898,-97.7406 35.6502,-97.2994 35.6502,-97.2994 35.2898,-97.7406 35.2898))",31,2140,"9","GREAT PLAINS","9  GREAT PLAINS",25408342.8043,2793433250200,15.9858638231571,4.36701284463589,907.759615384615,138.384615384615,32.0480769230769,12.5805994822429,33.2560268548819,915.968470646785,34.4818464425894,-97.52,35.47
"37","Omaha","POLYGON((-96.209 41.0798,-96.209 41.4402,-95.731 41.4402,-95.731 41.0798,-96.209 41.0798))",37,2140,"9","GREAT PLAINS","9  GREAT PLAINS",25408342.8043,2793433250200,10.5816224935103,-3.57282993744831,772.34693877551,110.204081632653,19,11.8100001374069,28.0848057999903,1104.41597078284,31.1773469496746,-95.97,41.26
"38","Ottawa - Gatineau","POLYGON((-75.9459 45.2198,-75.9459 45.5802,-75.4341 45.5802,-75.4341 45.2198,-75.9459 45.2198))",52,2105,"8","EASTERN TEMPERATE FORESTS","8  EASTERN TEMPERATE FORESTS",54849927.6241,2701109013550,6.00582204623656,-9.00706813552163,923,89.4431818181818,56.3181818181818,10.3231135931882,24.1418178298257,1161.12466985529,26.877909118479,-75.69,45.4
"39","Philadelphia","POLYGON((-75.3944 39.7698,-75.3944 40.1302,-74.9256 40.1302,-74.9256 39.7698,-75.3944 39.7698))",34,2105,"8","EASTERN TEMPERATE FORESTS","8  EASTERN TEMPERATE FORESTS",54849927.6241,2701109013550,12.7136603850353,1.38292823184895,1130.81012658228,113.316455696203,71.7974683544304,10.9672109386589,31.1422200021864,907.995092464399,30.6553418606142,-75.16,39.95
"40","Phoenix","POLYGON((-112.285 33.2698,-112.285 33.6302,-111.855 33.6302,-111.855 33.2698,-112.285 33.2698))",14,84,"10","NORTH AMERICAN DESERTS","10  NORTH AMERICAN DESERTS",33958015.1369,1870616616840,22.4704783275874,13.1003299578272,204.30303030303,30.2323232323232,2.02020202020202,16.1968147008106,44.3864163870763,796.886187929096,41.3618992121533,-112.07,33.45
"41","Portland","POLYGON((-122.906 45.3398,-122.906 45.7002,-122.394 45.7002,-122.394 45.3398,-122.906 45.3398))",33,1295,"7","MARINE WEST COAST FOREST","7  MARINE WEST COAST FOREST",20534378.9878,390934938013,11.7484634021918,5.16740967333317,1129.64583333333,179.375,19.9791666666667,10.8679963648319,42.042183359464,561.194310506185,27.0729999343554,-122.65,45.52
"42","Québec","POLYGON((-71.5526 46.6398,-71.5526 47.0002,-71.0274 47.0002,-71.0274 46.6398,-71.5526 46.6398))",53,2105,"8","EASTERN TEMPERATE FORESTS","8  EASTERN TEMPERATE FORESTS",54849927.6241,2701109013550,4.74592363465693,-10.3674653043452,1257.51546391753,132.340206185567,71.0927835051546,10.301843210594,23.7301214355783,1180.59319250362,26.271434449658,-71.29,46.82
"43","Raleigh","POLYGON((-78.8615 35.6098,-78.8615 35.9702,-78.4185 35.9702,-78.4185 35.6098,-78.8615 35.6098))",26,2105,"8","EASTERN TEMPERATE FORESTS","8  EASTERN TEMPERATE FORESTS",54849927.6241,2701109013550,15.5888077482885,5.61720407252409,1150.22448979592,118.408163265306,76.1734693877551,12.6838945661272,37.8153681463125,791.068324497768,32.171265135006,-78.64,35.79
"44","Sacramento","POLYGON((-121.7 38.3898,-121.7 38.7502,-121.24 38.7502,-121.24 38.3898,-121.7 38.3898))",6,109,"11","MEDITERRANEAN CALIFORNIA","11  MEDITERRANEAN CALIFORNIA",5417939.11143,188480423213,16.5406367111206,9.09882658004761,470.75,98.9,1.63,13.8227067279816,45.8153504943848,607.644978637695,33.8680405807495,-121.47,38.57
"45","San Antonio","POLYGON((-98.6963 29.2398,-98.6963 29.6002,-98.2837 29.6002,-98.2837 29.2398,-98.6963 29.2398))",46,2140,"9","GREAT PLAINS","9  GREAT PLAINS",25408342.8043,2793433250200,20.5886073537392,11.8758283936151,780.930693069307,109.831683168317,40.6237623762376,12.2356503647153,40.1809630818886,674.074406085628,34.8773466053576,-98.49,29.42
"46","San Diego","POLYGON((-117.364 32.5398,-117.364 32.9002,-116.936 32.9002,-116.936 32.5398,-117.364 32.5398))",7,109,"11","MEDITERRANEAN CALIFORNIA","11  MEDITERRANEAN CALIFORNIA",5417939.11143,188480423213,17.7444070385348,14.1942155489357,281.548387096774,57.9032258064516,1,9.39338320557789,51.7183232461252,310.881671864499,26.2843315985895,-117.15,32.72
"47","San Francisco","POLYGON((-122.667 37.5898,-122.667 37.9502,-122.213 37.9502,-122.213 37.5898,-122.667 37.5898))",8,109,"11","MEDITERRANEAN CALIFORNIA","11  MEDITERRANEAN CALIFORNIA",5417939.11143,188480423213,14.104330960442,10.6505364249734,744.411764705882,154.941176470588,2,9.7958407682531,57.0481066984289,271.139765122357,23.2513375001795,-122.44,37.77
"48","San Jose","POLYGON((-122.116 37.1598,-122.116 37.5202,-121.664 37.5202,-121.664 37.1598,-122.116 37.1598))",9,109,"11","MEDITERRANEAN CALIFORNIA","11  MEDITERRANEAN CALIFORNIA",5417939.11143,188480423213,16.0733853181203,10.8425764143467,420.885416666667,85.84375,1.04166666666667,13.5422290762266,55.0316982269287,426.871063550313,29.104208389918,-121.89,37.34
"49","Seattle","POLYGON((-122.586 47.4098,-122.586 47.7702,-122.054 47.7702,-122.054 47.4098,-122.586 47.4098))",29,1295,"7","MARINE WEST COAST FOREST","7  MARINE WEST COAST FOREST",20534378.9878,390934938013,11.0239932637819,5.12674523071504,988.746478873239,158.042253521127,24.2957746478873,8.63032694265876,38.6088109083579,514.328137894751,24.1578439793117,-122.32,47.59
"50","Toronto","POLYGON((-79.7286 43.5498,-79.7286 43.9102,-79.2314 43.9102,-79.2314 43.5498,-79.7286 43.5498))",54,2105,"8","EASTERN TEMPERATE FORESTS","8  EASTERN TEMPERATE FORESTS",54849927.6241,2701109013550,8.10147602283038,-4.3357757123617,826.038461538462,83.1057692307692,48.5384615384615,8.94940699980809,24.5414306017069,999.994137690617,26.7998460622934,-79.48,43.73
"51","Tucson","POLYGON((-111.182 32.0398,-111.182 32.4002,-110.758 32.4002,-110.758 32.0398,-111.182 32.0398))",15,84,"10","NORTH AMERICAN DESERTS","10  NORTH AMERICAN DESERTS",33958015.1369,1870616616840,20.6894626228177,11.9407074792044,312.948979591837,57.4183673469388,5,15.5384422419023,45.5801263536726,739.762736417809,38.0230612852136,-110.97,32.22
"52","Tulsa","POLYGON((-96.2125 35.9698,-96.2125 36.3302,-95.7675 36.3302,-95.7675 35.9698,-96.2125 35.9698))",32,2140,"9","GREAT PLAINS","9  GREAT PLAINS",25408342.8043,2793433250200,15.6603766481082,3.93159031619628,1011.26041666667,137.5625,38.3958333333333,12.8572604656219,33.7086409330368,919.116665522257,34.1741667985916,-95.99,36.15
"53","Vancouver","POLYGON((-123.245 49.0598,-123.245 49.4202,-122.695 49.4202,-122.695 49.0598,-123.245 49.0598))",55,1295,"7","MARINE WEST COAST FOREST","7  MARINE WEST COAST FOREST",20534378.9878,390934938013,10.3661464299911,3.88518193134895,1923.38461538462,310.782051282051,58.8076923076923,7.59180399087759,33.2695964911045,556.08736713116,23.3315962277926,-122.97,49.24
"54","Virginia Beach","POLYGON((-76.2842 36.5698,-76.2842 36.9302,-75.8358 36.9302,-75.8358 36.5698,-76.2842 36.5698))",28,2105,"8","EASTERN TEMPERATE FORESTS","8  EASTERN TEMPERATE FORESTS",54849927.6241,2701109013550,15.4846224736686,5.86827912475124,1172.92929292929,129.89898989899,75.9191919191919,9.91330447341457,32.4563066309149,773.80091503413,30.6357762307832,-76.06,36.75
"55","Washington","POLYGON((-77.2608 38.7098,-77.2608 39.0702,-76.7992 39.0702,-76.7992 38.7098,-77.2608 38.7098))",12,2105,"8","EASTERN TEMPERATE FORESTS","8  EASTERN TEMPERATE FORESTS",54849927.6241,2701109013550,13.6471205634632,2.60919265911497,1059.79310344828,105.367816091954,70.0574712643678,11.5588098065607,32.9214814723223,881.454449533046,31.3424795304222,-77.03,38.89
"56","Winnipeg","POLYGON((-97.4388 49.6998,-97.4388 50.0602,-96.8812 50.0602,-96.8812 49.6998,-97.4388 49.6998))",56,2140,"9","GREAT PLAINS","9  GREAT PLAINS",25408342.8043,2793433250200,2.89567189663649,-15.3486596941948,548.96875,94.6354166666667,14.6145833333333,11.3673992753029,22.6998449762662,1397.39684041341,26.8592083454132,-97.16,49.88
