"species","nobs","city","taxonKeys","Kingdom","Phylum","Class","Order","Family","Genus","assessmentId","internalTaxonId","redlistCategory","populationTrend","yearPublished"
"Sceliphron caementarium",29,"Austin",5041466,"Animalia","Arthropoda","Insecta","Hymenoptera","Sphecidae","Sceliphron",NA,NA,NA,NA,NA
"Scelolophia pannaria",31,"Austin",1957107,"Animalia","Arthropoda","Insecta","Lepidoptera","Geometridae","Scelolophia",NA,NA,NA,NA,NA
"Sceloporus clarkii",12,"Tucson",2451192,"Animalia","Chordata","Reptilia","Squamata","Phrynosomatidae","Sceloporus",12737511,64095,"Least Concern","Stable",2007
"Sceloporus consobrinus",112,"Colorado Springs",2451277,"Animalia","Chordata","Reptilia","Squamata","Phrynosomatidae","Sceloporus",NA,NA,NA,NA,NA
"Sceloporus cowlesi",140,"Albuquerque",7566793,"Animalia","Chordata","Reptilia","Squamata","Phrynosomatidae","Sceloporus",NA,NA,NA,NA,NA
"Sceloporus magister",33,"Mesa",2451393,"Animalia","Chordata","Reptilia","Squamata","Phrynosomatidae","Sceloporus",12746824,64123,"Least Concern","Stable",2007
"Sceloporus occidentalis",26,"Fresno",2451234,"Animalia","Chordata","Reptilia","Squamata","Phrynosomatidae","Sceloporus",12747877,64131,"Least Concern","Stable",2007
"Sceloporus olivaceus",343,"Austin",2451154,"Animalia","Chordata","Reptilia","Squamata","Phrynosomatidae","Sceloporus",12748044,64133,"Least Concern","Stable",2007
"Sceloporus orcutti",15,"San Diego",2451342,"Animalia","Chordata","Reptilia","Squamata","Phrynosomatidae","Sceloporus",12748114,64134,"Least Concern","Stable",2007
"Sceloporus undulatus",13,"Nashville",2451347,"Animalia","Chordata","Reptilia","Squamata","Phrynosomatidae","Sceloporus",12749881,64156,"Least Concern","Stable",2007
"Sceloporus variabilis",97,"San Antonio",2451285,"Animalia","Chordata","Reptilia","Squamata","Phrynosomatidae","Sceloporus",2525951,198414,"Least Concern","Stable",2013
"Schistocerca americana",32,"Austin",1707282,"Animalia","Arthropoda","Insecta","Orthoptera","Acrididae","Schistocerca",NA,NA,NA,NA,NA
"Schistocerca lineata",18,"Austin",1707317,"Animalia","Arthropoda","Insecta","Orthoptera","Acrididae","Schistocerca",NA,NA,NA,NA,NA
"Schistocerca nitens",18,"Austin",1707345,"Animalia","Arthropoda","Insecta","Orthoptera","Acrididae","Schistocerca",NA,NA,NA,NA,NA
"Schistocerca obscura",27,"Austin",1707333,"Animalia","Arthropoda","Insecta","Orthoptera","Acrididae","Schistocerca",NA,NA,NA,NA,NA
"Schistocerca shoshone",19,"Albuquerque",1707250,"Animalia","Arthropoda","Insecta","Orthoptera","Acrididae","Schistocerca",NA,NA,NA,NA,NA
"Scincella lateralis",84,"Austin",2461434,"Animalia","Chordata","Reptilia","Squamata","Scincidae","Scincella",12758168,64245,"Least Concern","Stable",2007
"Sciurus carolinensis",85,"Atlanta",5219681,"Animalia","Chordata","Mammalia","Rodentia","Sciuridae","Sciurus",22245728,42462,"Least Concern","Increasing",2016
"Sciurus griseus",18,"Los Angeles",5219672,"Animalia","Chordata","Mammalia","Rodentia","Sciuridae","Sciurus",115154716,20011,"Least Concern","Unknown",2016
"Sciurus niger",384,"Austin",5219683,"Animalia","Chordata","Mammalia","Rodentia","Sciuridae","Sciurus",115155257,20016,"Least Concern","Stable",2016
"Scolia bicincta",15,"Raleigh",9150240,"Animalia","Arthropoda","Insecta","Hymenoptera","Scoliidae","Scolia",NA,NA,NA,NA,NA
"Scolia dubia",16,"Austin",1309715,"Animalia","Arthropoda","Insecta","Hymenoptera","Scoliidae","Scolia",NA,NA,NA,NA,NA
"Scolopax minor",69,"Baltimore",2481695,"Animalia","Chordata","Aves","Charadriiformes","Scolopacidae","Scolopax",182648054,22693072,"Least Concern","Decreasing",2020
"Scolopendra heros",11,"Austin",5179407,"Animalia","Arthropoda","Chilopoda","Scolopendromorpha","Scolopendridae","Scolopendra",NA,NA,NA,NA,NA
"Scolopendra polymorpha",16,"Los Angeles",5179365,"Animalia","Arthropoda","Chilopoda","Scolopendromorpha","Scolopendridae","Scolopendra",NA,NA,NA,NA,NA
"Scopula limboundata",14,"Baltimore",5145521,"Animalia","Arthropoda","Insecta","Lepidoptera","Geometridae","Scopula",NA,NA,NA,NA,NA
"Scrippsia pacifica",31,"Oakland",2265258,"Animalia","Cnidaria","Hydrozoa","Anthoathecata","Corynidae","Scrippsia",NA,NA,NA,NA,NA
"Scudderia mexicana",17,"Los Angeles",5097640,"Animalia","Arthropoda","Insecta","Orthoptera","Tettigoniidae","Scudderia",NA,NA,NA,NA,NA
"Scutigera coleoptrata",12,"Baltimore",5179027,"Animalia","Arthropoda","Chilopoda","Scutigeromorpha","Scutigeridae","Scutigera",NA,NA,NA,NA,NA
"Scythris trivinctella",12,"Austin",1841782,"Animalia","Arthropoda","Insecta","Lepidoptera","Scythrididae","Scythris",NA,NA,NA,NA,NA
"Sebastes auriculatus",22,"Oakland",2335497,"Animalia","Chordata","Actinopterygii","Scorpaeniformes","Sebastidae","Sebastes",NA,NA,NA,NA,NA
"Sehirus cinctus",13,"Austin",2078783,"Animalia","Arthropoda","Insecta","Hemiptera","Cydnidae","Sehirus",NA,NA,NA,NA,NA
"Seirarctia echo",22,"Miami",1805682,"Animalia","Arthropoda","Insecta","Lepidoptera","Arctiidae","Seirarctia",NA,NA,NA,NA,NA
"Seiurus aurocapilla",43,"Baltimore",2489590,"Animalia","Chordata","Aves","Passeriformes","Parulidae","Seiurus",132148644,22721779,"Least Concern","Stable",2018
"Selasphorus platycercus",64,"Albuquerque",2476844,"Animalia","Chordata","Aves","Apodiformes","Trochilidae","Selasphorus",93190741,22688293,"Least Concern","Stable",2016
"Selasphorus rufus",18,"Austin",2476855,"Animalia","Chordata","Aves","Apodiformes","Trochilidae","Selasphorus",178595564,22688296,"Near Threatened","Decreasing",2020
"Selasphorus sasin",324,"Long Beach",2476852,"Animalia","Chordata","Aves","Apodiformes","Trochilidae","Selasphorus",131283791,22688299,"Least Concern","Increasing",2018
"Semibalanus balanoides",25,"Boston",2115784,"Animalia","Arthropoda","Maxillopoda","Sessilia","Archaeobalanidae","Semibalanus",NA,NA,NA,NA,NA
"Semibalanus cariosus",11,"San Francisco",2115787,"Animalia","Arthropoda","Maxillopoda","Sessilia","Archaeobalanidae","Semibalanus",NA,NA,NA,NA,NA
"Semicossyphus pulcher",12,"San Diego",2384402,"Animalia","Chordata","Actinopterygii","Perciformes","Labridae","Semicossyphus",12464899,61340,"Vulnerable","Decreasing",2006
"Semiothisa dislocaria",21,"Austin",1958871,"Animalia","Arthropoda","Insecta","Lepidoptera","Geometridae","Semiothisa",NA,NA,NA,NA,NA
"Semotilus atromaculatus",19,"Toronto",2360481,"Animalia","Chordata","Actinopterygii","Cypriniformes","Cyprinidae","Semotilus",18232361,202370,"Least Concern","Stable",2013
"Serradigitus gertschi",14,"San Diego",6893195,"Animalia","Arthropoda",NA,"Scorpiones","Vaejovidae","Serradigitus",NA,NA,NA,NA,NA
"Setophaga americana",23,"Atlanta",6093345,"Animalia","Chordata","Aves","Passeriformes","Parulidae","Setophaga",132145726,22721639,"Least Concern","Increasing",2018
"Setophaga auduboni",24,"Long Beach",7760978,"Animalia","Chordata","Aves","Passeriformes","Parulidae","Setophaga",119479505,103798482,"Least Concern","Unknown",2017
"Setophaga caerulescens",16,"Atlanta",7341828,"Animalia","Chordata","Aves","Passeriformes","Parulidae","Setophaga",131888443,22721673,"Least Concern","Increasing",2018
"Setophaga castanea",18,"Charlotte",6093202,"Animalia","Chordata","Aves","Passeriformes","Parulidae","Setophaga",132147518,22721734,"Least Concern","Decreasing",2018
"Setophaga cerulea",12,"Houston",6093350,"Animalia","Chordata","Aves","Passeriformes","Parulidae","Setophaga",153691320,22721740,"Near Threatened","Decreasing",2019
"Setophaga citrina",22,"Atlanta",6093374,"Animalia","Chordata","Aves","Passeriformes","Parulidae","Setophaga",94736736,22721876,"Least Concern","Increasing",2016
"Setophaga coronata",292,"Albuquerque",7341805,"Animalia","Chordata","Aves","Passeriformes","Parulidae","Setophaga",119479879,103798425,"Least Concern","Unknown",2017
"Setophaga discolor",17,"Atlanta",7341789,"Animalia","Chordata","Aves","Passeriformes","Parulidae","Setophaga",94726026,22721725,"Least Concern","Decreasing",2016
"Setophaga dominica",14,"Atlanta",7341800,"Animalia","Chordata","Aves","Passeriformes","Parulidae","Setophaga",132177086,22724793,"Least Concern","Increasing",2018
"Setophaga fusca",16,"Charlotte",6093199,"Animalia","Chordata","Aves","Passeriformes","Parulidae","Setophaga",94724546,22721695,"Least Concern","Increasing",2016
"Setophaga magnolia",15,"Atlanta",6093209,"Animalia","Chordata","Aves","Passeriformes","Parulidae","Setophaga",94721402,22721667,"Least Concern","Increasing",2016
"Setophaga nigrescens",19,"Albuquerque",7341770,"Animalia","Chordata","Aves","Passeriformes","Parulidae","Setophaga",94723107,22721679,"Least Concern","Stable",2016
"Setophaga occidentalis",14,"Long Beach",6092644,"Animalia","Chordata","Aves","Passeriformes","Parulidae","Setophaga",132146178,22721686,"Least Concern","Stable",2018
"Setophaga palmarum",90,"Atlanta",7341822,"Animalia","Chordata","Aves","Passeriformes","Parulidae","Setophaga",132147116,22721731,"Least Concern","Increasing",2018
"Setophaga pensylvanica",13,"Baltimore",6092942,"Animalia","Chordata","Aves","Passeriformes","Parulidae","Setophaga",94721028,22721664,"Least Concern","Decreasing",2016
"Setophaga petechia",30,"Albuquerque",7341834,"Animalia","Chordata","Aves","Passeriformes","Parulidae","Setophaga",119522791,22721657,"Least Concern","Stable",2017
"Setophaga pinus",354,"Atlanta",7341816,"Animalia","Chordata","Aves","Passeriformes","Parulidae","Setophaga",94725481,22721719,"Least Concern","Increasing",2016
"Setophaga ruticilla",23,"Atlanta",2489985,"Animalia","Chordata","Aves","Passeriformes","Parulidae","Setophaga",94729665,22721762,"Least Concern","Decreasing",2016
"Setophaga striata",25,"Atlanta",6092935,"Animalia","Chordata","Aves","Passeriformes","Parulidae","Setophaga",131459482,22721737,"Near Threatened","Decreasing",2018
"Setophaga tigrina",24,"Atlanta",6093357,"Animalia","Chordata","Aves","Passeriformes","Parulidae","Setophaga",94721830,22721670,"Least Concern","Stable",2016
"Setophaga townsendi",38,"El Paso",6092651,"Animalia","Chordata","Aves","Passeriformes","Parulidae","Setophaga",94723311,22721683,"Least Concern","Stable",2016
"Setophaga virens",18,"Atlanta",6092631,"Animalia","Chordata","Aves","Passeriformes","Parulidae","Setophaga",132146396,22721689,"Least Concern","Decreasing",2018
"Sialia currucoides",21,"Albuquerque",2490935,"Animalia","Chordata","Aves","Passeriformes","Turdidae","Sialia",137560639,22708556,"Least Concern","Increasing",2019
"Sialia mexicana",175,"Albuquerque",2490936,"Animalia","Chordata","Aves","Passeriformes","Turdidae","Sialia",94164843,22708553,"Least Concern","Increasing",2016
"Sialia sialis",111,"Albuquerque",2490941,"Animalia","Chordata","Aves","Passeriformes","Turdidae","Sialia",132073744,22708550,"Least Concern","Increasing",2018
"Sibovia occatoria",14,"Houston",2038526,"Animalia","Arthropoda","Insecta","Hemiptera","Cicadellidae","Sibovia",NA,NA,NA,NA,NA
"Sigmodon hispidus",26,"Fort Worth",2438147,"Animalia","Chordata","Mammalia","Rodentia","Cricetidae","Sigmodon",115157685,20213,"Least Concern","Increasing",2016
"Siphanta acuta",23,"Los Angeles",2066903,"Animalia","Arthropoda","Insecta","Hemiptera","Flatidae","Siphanta",NA,NA,NA,NA,NA
"Sitochroa palealis",13,"Toronto",1886579,"Animalia","Arthropoda","Insecta","Lepidoptera","Crambidae","Sitochroa",NA,NA,NA,NA,NA
"Sitta canadensis",19,"Albuquerque",2484879,"Animalia","Chordata","Aves","Passeriformes","Sittidae","Sitta",132094796,22711196,"Least Concern","Increasing",2018
"Sitta carolinensis",262,"Albuquerque",2484892,"Animalia","Chordata","Aves","Passeriformes","Sittidae","Sitta",94283783,22711202,"Least Concern","Increasing",2016
"Sitta pusilla",373,"Atlanta",2484904,"Animalia","Chordata","Aves","Passeriformes","Sittidae","Sitta",94282209,103881613,"Least Concern","Decreasing",2016
"Sitta pygmaea",112,"Colorado Springs",2484907,"Animalia","Chordata","Aves","Passeriformes","Sittidae","Sitta",94282038,22711170,"Least Concern","Increasing",2016
"Sitticus fasciger",19,"Minneapolis",2171675,"Animalia","Arthropoda",NA,"Araneae","Salticidae","Sitticus",NA,NA,NA,NA,NA
"Sobara palliolata",12,"Austin",5155060,"Animalia","Arthropoda","Insecta","Hemiptera","Cicadellidae","Sobara",NA,NA,NA,NA,NA
"Solenopsis invicta",13,"Atlanta",5035230,"Animalia","Arthropoda","Insecta","Hymenoptera","Formicidae","Solenopsis",NA,NA,NA,NA,NA
"Somateria mollissima",183,"Boston",2498352,"Animalia","Chordata","Aves","Anseriformes","Anatidae","Somateria",132525971,22680405,"Near Threatened","Unknown",2018
"Somateria spectabilis",13,"Halifax",2498350,"Animalia","Chordata","Aves","Anseriformes","Anatidae","Somateria",132526730,22680409,"Least Concern","Decreasing",2018
"Sparedrus aspersus",17,"Dallas",1045448,"Animalia","Arthropoda","Insecta","Coleoptera","Oedemeridae","Sparedrus",NA,NA,NA,NA,NA
"Sparganothis pulcherrimana",17,"Dallas",1739629,"Animalia","Arthropoda","Insecta","Lepidoptera","Tortricidae","Sparganothis",NA,NA,NA,NA,NA
"Sparganothoides lentiginosana",14,"Austin",9880932,"Animalia","Arthropoda","Insecta","Lepidoptera","Tortricidae","Sparganothoides",NA,NA,NA,NA,NA
"Spea hammondii",28,"San Diego",2429783,"Animalia","Chordata","Amphibia","Anura","Scaphiopodidae","Spea",11874606,59045,"Near Threatened","Decreasing",2004
"Speranza graphidaria",12,"Austin",9585942,"Animalia","Arthropoda","Insecta","Lepidoptera","Geometridae","Speranza",NA,NA,NA,NA,NA
"Speranza pustularia",21,"Halifax",9282670,"Animalia","Arthropoda","Insecta","Lepidoptera","Geometridae","Speranza",NA,NA,NA,NA,NA
"Speyeria cybele",20,"Hamilton",1905172,"Animalia","Arthropoda","Insecta","Lepidoptera","Nymphalidae","Speyeria",NA,NA,NA,NA,NA
"Sphaerophoria sulphuripes",28,"Oakland",1539108,"Animalia","Arthropoda","Insecta","Diptera","Syrphidae","Sphaerophoria",NA,NA,NA,NA,NA
"Spheciospongia confoederata",14,"San Diego",2251907,"Animalia","Porifera","Demospongiae","Clionaida","Clionaidae","Spheciospongia",NA,NA,NA,NA,NA
"Sphecius speciosus",21,"Albuquerque",1338940,"Animalia","Arthropoda","Insecta","Hymenoptera","Crabronidae","Sphecius",NA,NA,NA,NA,NA
"Sphecodina abbottii",12,"Toronto",1861759,"Animalia","Arthropoda","Insecta","Lepidoptera","Sphingidae","Sphecodina",NA,NA,NA,NA,NA
"Sphex habenus",11,"Houston",1347470,"Animalia","Arthropoda","Insecta","Hymenoptera","Sphecidae","Sphex",NA,NA,NA,NA,NA
"Sphex ichneumoneus",14,"Austin",1347459,"Animalia","Arthropoda","Insecta","Hymenoptera","Sphecidae","Sphex",NA,NA,NA,NA,NA
"Sphex pensylvanicus",57,"Boston",1347505,"Animalia","Arthropoda","Insecta","Hymenoptera","Sphecidae","Sphex",NA,NA,NA,NA,NA
"Sphex tepanecus",12,"El Paso",1347566,"Animalia","Arthropoda","Insecta","Hymenoptera","Sphecidae","Sphex",NA,NA,NA,NA,NA
"Sphoeroides testudineus",19,"Miami",2407878,"Animalia","Chordata","Actinopterygii","Tetraodontiformes","Tetraodontidae","Sphoeroides",2281154,193813,"Least Concern","Unknown",2014
"Sphyraena barracuda",22,"Miami",9784990,"Animalia","Chordata","Actinopterygii","Perciformes","Sphyraenidae","Sphyraena",115319634,190399,"Least Concern","Unknown",2015
"Sphyrapicus nuchalis",11,"Albuquerque",9406038,"Animalia","Chordata","Aves","Piciformes","Picidae","Sphyrapicus",130036052,22680871,"Least Concern","Decreasing",2018
"Sphyrapicus ruber",24,"Fresno",2478597,"Animalia","Chordata","Aves","Piciformes","Picidae","Sphyrapicus",130036416,22680874,"Least Concern","Decreasing",2018
"Sphyrapicus thyroideus",13,"Colorado Springs",2478602,"Animalia","Chordata","Aves","Piciformes","Picidae","Sphyrapicus",92884201,22680877,"Least Concern","Stable",2016
"Sphyrapicus varius",154,"Atlanta",2478605,"Animalia","Chordata","Aves","Piciformes","Picidae","Sphyrapicus",92883427,22680868,"Least Concern","Decreasing",2016
"Spilomyia longicornis",15,"Boston",1538767,"Animalia","Arthropoda","Insecta","Diptera","Syrphidae","Spilomyia",NA,NA,NA,NA,NA
"Spilopelia chinensis",21,"Fresno",6101224,"Animalia","Chordata","Aves","Columbiformes","Columbidae","Spilopelia",95160992,60482887,"Least Concern","Increasing",2016
"Spilosoma virginica",11,"Houston",1811948,"Animalia","Arthropoda","Insecta","Lepidoptera","Erebidae","Spilosoma",NA,NA,NA,NA,NA
"Spindalis zena",28,"Miami",2488379,"Animalia","Chordata","Aves","Passeriformes","Thraupidae","Spindalis",94770875,22722522,"Least Concern","Stable",2016
"Spinus lawrencei",26,"Fresno",5231643,"Animalia","Chordata","Aves","Passeriformes","Fringillidae","Spinus",94669753,22720413,"Least Concern","Decreasing",2016
"Spinus pinus",59,"Albuquerque",5231635,"Animalia","Chordata","Aves","Passeriformes","Fringillidae","Spinus",94666039,22720359,"Least Concern","Stable",2016
"Spinus psaltria",417,"Albuquerque",5231647,"Animalia","Chordata","Aves","Passeriformes","Fringillidae","Spinus",132139491,22720410,"Least Concern","Decreasing",2018
"Spinus tristis",90,"Albuquerque",5231640,"Animalia","Chordata","Aves","Passeriformes","Fringillidae","Spinus",94669207,22720407,"Least Concern","Increasing",2016
"Spisula solidissima",27,"Boston",5188982,"Animalia","Mollusca","Bivalvia","Venerida","Mactridae","Spisula",NA,NA,NA,NA,NA
"Spiza americana",62,"Dallas",2490363,"Animalia","Chordata","Aves","Passeriformes","Cardinalidae","Spiza",94833705,22723796,"Least Concern","Stable",2016
"Spizella atrogularis",16,"Albuquerque",2492104,"Animalia","Chordata","Aves","Passeriformes","Emberizidae","Spizella",94703146,22721185,"Least Concern","Decreasing",2016
"Spizella breweri",25,"Albuquerque",2492099,"Animalia","Chordata","Aves","Passeriformes","Emberizidae","Spizella",131891030,22734705,"Least Concern","Decreasing",2018
"Spizella pallida",151,"Calgary",2492101,"Animalia","Chordata","Aves","Passeriformes","Emberizidae","Spizella",94702386,22721165,"Least Concern","Decreasing",2016
"Spizella passerina",73,"Albuquerque",2492109,"Animalia","Chordata","Aves","Passeriformes","Emberizidae","Spizella",132143690,22721162,"Least Concern","Increasing",2018
"Spizella pusilla",52,"Atlanta",2492096,"Animalia","Chordata","Aves","Passeriformes","Emberizidae","Spizella",94702636,22721179,"Least Concern","Decreasing",2016
"Spizelloides arborea",77,"Boston",7357320,"Animalia","Chordata","Aves","Passeriformes","Emberizidae","Spizelloides",NA,NA,NA,NA,NA
"Spodoptera frugiperda",50,"Austin",5109855,"Animalia","Arthropoda","Insecta","Lepidoptera","Noctuidae","Spodoptera",NA,NA,NA,NA,NA
"Spodoptera ornithogalli",51,"Austin",5109845,"Animalia","Arthropoda","Insecta","Lepidoptera","Noctuidae","Spodoptera",NA,NA,NA,NA,NA
"Spoladea recurvalis",36,"Austin",1886251,"Animalia","Arthropoda","Insecta","Lepidoptera","Crambidae","Spoladea",NA,NA,NA,NA,NA
"Stagmomantis californica",23,"San Diego",1404928,"Animalia","Arthropoda","Insecta","Mantodea","Mantidae","Stagmomantis",NA,NA,NA,NA,NA
"Stagmomantis carolina",23,"Baltimore",1404940,"Animalia","Arthropoda","Insecta","Mantodea","Mantidae","Stagmomantis",NA,NA,NA,NA,NA
"Stagmomantis limbata",26,"Albuquerque",1404977,"Animalia","Arthropoda","Insecta","Mantodea","Mantidae","Stagmomantis",NA,NA,NA,NA,NA
"Steatoda grossa",24,"Long Beach",2157245,"Animalia","Arthropoda",NA,"Araneae","Theridiidae","Steatoda",NA,NA,NA,NA,NA
"Steatoda nobilis",81,"Long Beach",2157203,"Animalia","Arthropoda",NA,"Araneae","Theridiidae","Steatoda",NA,NA,NA,NA,NA
"Steatoda triangulosa",24,"Austin",2157242,"Animalia","Arthropoda",NA,"Araneae","Theridiidae","Steatoda",NA,NA,NA,NA,NA
"Stelgidopteryx serripennis",58,"Albuquerque",2489202,"Animalia","Chordata","Aves","Passeriformes","Hirundinidae","Stelgidopteryx",95102742,22712152,"Least Concern","Decreasing",2016
"Stellula calliope",11,"Calgary",2476137,"Animalia","Chordata","Aves","Apodiformes","Trochilidae","Stellula",NA,NA,NA,NA,NA
"Stenoplax conspicua",12,"Long Beach",2306759,"Animalia","Mollusca","Polyplacophora","Chitonida","Ischnochitonidae","Stenoplax",NA,NA,NA,NA,NA
"Sterna forsteri",25,"Calgary",5229247,"Animalia","Chordata","Aves","Charadriiformes","Laridae","Sterna",132564836,22694646,"Least Concern","Increasing",2018
"Sterna hirundo",13,"Detroit",9367409,"Animalia","Chordata","Aves","Charadriiformes","Laridae","Sterna",155537726,22694623,"Least Concern","Unknown",2019
"Sternidius mimeticus",14,"Dallas",1150698,"Animalia","Arthropoda","Insecta","Coleoptera","Cerambycidae","Sternidius",NA,NA,NA,NA,NA
"Sternotherus carinatus",20,"Fort Worth",5220394,"Animalia","Chordata","Reptilia","Testudines","Kinosternidae","Sternotherus",97383360,170492,"Least Concern","Unknown",2011
