"datasetKey","scientificName","acceptedScientificName","kingdom","genus","species","decimalLongitude","decimalLatitude","coordinateUncertaintyInMeters","year","month","day","eventDate","verbatimEventDate"
"50c9509d-22c7-4a22-a47d-8c48425ef4a7","Acer nigrum F.Michx.","Acer nigrum F.Michx.","Plantae","Acer","Acer nigrum",-79.843813,43.30319,112,2020,1,12,"2020-01-12T13:22:00","2020/01/12 1:22 PM EST"
"50c9509d-22c7-4a22-a47d-8c48425ef4a7","Acer nigrum F.Michx.","Acer nigrum F.Michx.","Plantae","Acer","Acer nigrum",-80.724,43.451073,10,2020,1,26,"2020-01-26T16:13:00","2020/01/26 4:13 PM EST"
"50c9509d-22c7-4a22-a47d-8c48425ef4a7","Acer nigrum F.Michx.","Acer nigrum F.Michx.","Plantae","Acer","Acer nigrum",-80.723656,43.451077,10,2020,1,26,"2020-01-26T16:18:00","2020/01/26 4:18 PM EST"
"50c9509d-22c7-4a22-a47d-8c48425ef4a7","Acer nigrum F.Michx.","Acer nigrum F.Michx.","Plantae","Acer","Acer nigrum",-80.642632,43.40091,10,2020,2,5,"2020-02-05T11:48:00","2020/02/05 11:48 AM EST"
"50c9509d-22c7-4a22-a47d-8c48425ef4a7","Acer nigrum F.Michx.","Acer nigrum F.Michx.","Plantae","Acer","Acer nigrum",-80.642678,43.400915,10,2020,2,5,"2020-02-05T11:45:00","2020/02/05 11:45 AM EST"
"50c9509d-22c7-4a22-a47d-8c48425ef4a7","Acer nigrum F.Michx.","Acer nigrum F.Michx.","Plantae","Acer","Acer nigrum",-81.158645,42.821243,10,2020,2,1,"2020-02-01T11:31:00","2020/02/01 11:31 AM EST"
"50c9509d-22c7-4a22-a47d-8c48425ef4a7","Acer nigrum F.Michx.","Acer nigrum F.Michx.","Plantae","Acer","Acer nigrum",-80.396607,43.188261,95,2020,2,12,"2020-02-12T17:44:01","Wed Feb 12 2020 17:44:01 GMT-0500 (EST)"
"50c9509d-22c7-4a22-a47d-8c48425ef4a7","Acer nigrum F.Michx.","Acer nigrum F.Michx.","Plantae","Acer","Acer nigrum",-76.559056,44.295973,NA,2020,2,25,"2020-02-25T13:34:59","2020-02-25 1:34:59 PM EST"
"50c9509d-22c7-4a22-a47d-8c48425ef4a7","Acer nigrum F.Michx.","Acer nigrum F.Michx.","Plantae","Acer","Acer nigrum",-81.300835,43.012928,8,2020,2,9,"2020-02-09T10:59:00","2020/02/09 10:59 AM EST"
"50c9509d-22c7-4a22-a47d-8c48425ef4a7","Acer nigrum F.Michx.","Acer nigrum F.Michx.","Plantae","Acer","Acer nigrum",-84.370578,42.703497,NA,2020,3,3,"2020-03-03T14:15:00","2020/03/03 2:15 PM EST"
"50c9509d-22c7-4a22-a47d-8c48425ef4a7","Acer nigrum F.Michx.","Acer nigrum F.Michx.","Plantae","Acer","Acer nigrum",-80.316647,43.116886,NA,2020,3,15,"2020-03-15T12:44:00","2020/03/15 12:44 PM EDT"
"50c9509d-22c7-4a22-a47d-8c48425ef4a7","Acer nigrum F.Michx.","Acer nigrum F.Michx.","Plantae","Acer","Acer nigrum",-77.616328,44.387477,NA,2020,3,27,"2020-03-27T11:26:19","2020-03-27 11:26:19 AM EDT"
"50c9509d-22c7-4a22-a47d-8c48425ef4a7","Acer nigrum F.Michx.","Acer nigrum F.Michx.","Plantae","Acer","Acer nigrum",-80.742108,42.866003,NA,2020,3,24,"2020-03-24T12:03:00","2020/03/24 12:03 PM EDT"
"50c9509d-22c7-4a22-a47d-8c48425ef4a7","Acer nigrum F.Michx.","Acer nigrum F.Michx.","Plantae","Acer","Acer nigrum",-77.937344,42.700553,15,2020,3,11,"2020-03-11T09:28:00","2020/03/11 9:28 AM EDT"
"50c9509d-22c7-4a22-a47d-8c48425ef4a7","Acer nigrum F.Michx.","Acer nigrum F.Michx.","Plantae","Acer","Acer nigrum",-78.89724,42.43289,NA,2020,3,15,"2020-03-15T13:59:00","2020/03/15 1:59 PM EDT"
"50c9509d-22c7-4a22-a47d-8c48425ef4a7","Acer nigrum F.Michx.","Acer nigrum F.Michx.","Plantae","Acer","Acer nigrum",-79.31726,42.43415,NA,2020,4,1,"2020-04-01T09:50:00","2020/04/01 9:50 AM EDT"
"50c9509d-22c7-4a22-a47d-8c48425ef4a7","Acer nigrum F.Michx.","Acer nigrum F.Michx.","Plantae","Acer","Acer nigrum",-81.490476,43.027421,10,2020,4,5,"2020-04-05T08:32:00","2020/04/05 8:32 AM EDT"
