"datasetKey","scientificName","acceptedScientificName","kingdom","genus","species","decimalLongitude","decimalLatitude","coordinateUncertaintyInMeters","year","month","day","eventDate","verbatimEventDate"
"50c9509d-22c7-4a22-a47d-8c48425ef4a7","Ambystoma maculatum (Shaw, 1802)","Ambystoma maculatum (Shaw, 1802)","Animalia","Ambystoma","Ambystoma maculatum",-81.64027,36.229514,32,2020,2,13,"2020-02-13T00:07:22","Thu Feb 13 2020 00:07:22 GMT-0500 (EST)"
"50c9509d-22c7-4a22-a47d-8c48425ef4a7","Ambystoma maculatum (Shaw, 1802)","Ambystoma maculatum (Shaw, 1802)","Animalia","Ambystoma","Ambystoma maculatum",-77.614848,38.214199,129,2020,2,14,"2020-02-14T01:35:13","Fri Feb 14 2020 01:35:13 GMT-0500 (EST)"
"50c9509d-22c7-4a22-a47d-8c48425ef4a7","Ambystoma maculatum (Shaw, 1802)","Ambystoma maculatum (Shaw, 1802)","Animalia","Ambystoma","Ambystoma maculatum",-78.245208,37.181161,4438,2020,2,10,"2020-02-10T22:38:00","2020/02/10 10:38 PM EST"
"50c9509d-22c7-4a22-a47d-8c48425ef4a7","Ambystoma maculatum (Shaw, 1802)","Ambystoma maculatum (Shaw, 1802)","Animalia","Ambystoma","Ambystoma maculatum",-80.164178,34.996403,5,2020,2,2,"2020-02-02T14:12:39","Sun Feb 02 2020 14:12:39 GMT-0500 (EST)"
"50c9509d-22c7-4a22-a47d-8c48425ef4a7","Ambystoma maculatum (Shaw, 1802)","Ambystoma maculatum (Shaw, 1802)","Animalia","Ambystoma","Ambystoma maculatum",-78.997578,37.979615,40,2020,2,16,"2020-02-16T15:04:57","Sun Feb 16 2020 15:04:57 GMT-0500 (EST)"
"50c9509d-22c7-4a22-a47d-8c48425ef4a7","Ambystoma maculatum (Shaw, 1802)","Ambystoma maculatum (Shaw, 1802)","Animalia","Ambystoma","Ambystoma maculatum",-78.995747,37.977726,24,2020,2,16,"2020-02-16T14:22:14","Sun Feb 16 2020 14:22:14 GMT-0500 (EST)"
"50c9509d-22c7-4a22-a47d-8c48425ef4a7","Ambystoma maculatum (Shaw, 1802)","Ambystoma maculatum (Shaw, 1802)","Animalia","Ambystoma","Ambystoma maculatum",-78.268318,37.018903,4,2020,2,10,"2020-02-10T23:06:00","2020/02/10 11:06 PM EST"
"50c9509d-22c7-4a22-a47d-8c48425ef4a7","Ambystoma maculatum (Shaw, 1802)","Ambystoma maculatum (Shaw, 1802)","Animalia","Ambystoma","Ambystoma maculatum",-83.609209,35.656678,28649,2020,2,5,"2020-02-05T23:08:00","2020-02-05 11:08:00 PM EST"
"50c9509d-22c7-4a22-a47d-8c48425ef4a7","Ambystoma maculatum (Shaw, 1802)","Ambystoma maculatum (Shaw, 1802)","Animalia","Ambystoma","Ambystoma maculatum",-81.419051,35.805944,122,2020,2,23,"2020-02-23T14:56:00","2020/02/23 2:56 PM EST"
"50c9509d-22c7-4a22-a47d-8c48425ef4a7","Ambystoma maculatum (Shaw, 1802)","Ambystoma maculatum (Shaw, 1802)","Animalia","Ambystoma","Ambystoma maculatum",-88.854448,37.273214,4,2020,2,27,"2020-02-27T16:23:00","2020/02/27 4:23 PM CST"
"50c9509d-22c7-4a22-a47d-8c48425ef4a7","Ambystoma maculatum (Shaw, 1802)","Ambystoma maculatum (Shaw, 1802)","Animalia","Ambystoma","Ambystoma maculatum",-77.391869,39.062128,NA,2020,2,29,"2020-02-29T15:17:20","2020-02-29 3:17:20 PM EST"
"50c9509d-22c7-4a22-a47d-8c48425ef4a7","Ambystoma maculatum (Shaw, 1802)","Ambystoma maculatum (Shaw, 1802)","Animalia","Ambystoma","Ambystoma maculatum",-79.884588,40.507217,5,2020,2,25,"2020-02-25T19:09:30","Tue Feb 25 2020 19:09:30 GMT-0500 (EST)"
"50c9509d-22c7-4a22-a47d-8c48425ef4a7","Ambystoma maculatum (Shaw, 1802)","Ambystoma maculatum (Shaw, 1802)","Animalia","Ambystoma","Ambystoma maculatum",-82.778691,35.35332,349,2020,2,24,"2020-02-24T22:20:34","2020-02-24 10:20:34 PM EST"
"50c9509d-22c7-4a22-a47d-8c48425ef4a7","Ambystoma maculatum (Shaw, 1802)","Ambystoma maculatum (Shaw, 1802)","Animalia","Ambystoma","Ambystoma maculatum",-74.454827,40.409105,263,2020,2,26,"2020-02-26T20:06:43","2020-02-26 8:06:43 PM EST"
"50c9509d-22c7-4a22-a47d-8c48425ef4a7","Ambystoma maculatum (Shaw, 1802)","Ambystoma maculatum (Shaw, 1802)","Animalia","Ambystoma","Ambystoma maculatum",-73.791476,40.607824,27908,2020,2,27,"2020-02-27T01:06:14","Thu Feb 27 2020 01:06:14 GMT-0500 (EST)"
"50c9509d-22c7-4a22-a47d-8c48425ef4a7","Ambystoma maculatum (Shaw, 1802)","Ambystoma maculatum (Shaw, 1802)","Animalia","Ambystoma","Ambystoma maculatum",-82.736763,39.870937,5,2020,2,26,"2020-02-26T09:18:36","Wed Feb 26 2020 09:18:36 GMT-0500 (EST)"
"50c9509d-22c7-4a22-a47d-8c48425ef4a7","Ambystoma maculatum (Shaw, 1802)","Ambystoma maculatum (Shaw, 1802)","Animalia","Ambystoma","Ambystoma maculatum",-80.915039,35.393678,295,2020,2,29,"2020-02-29T15:38:30","Sat Feb 29 2020 15:38:30 GMT-0500 (EST)"
"50c9509d-22c7-4a22-a47d-8c48425ef4a7","Ambystoma maculatum (Shaw, 1802)","Ambystoma maculatum (Shaw, 1802)","Animalia","Ambystoma","Ambystoma maculatum",-78.141111,37.079966,24,2020,2,24,"2020-02-24T23:44:18","Mon Feb 24 2020 23:44:18 GMT-0500 (EST)"
"50c9509d-22c7-4a22-a47d-8c48425ef4a7","Ambystoma maculatum (Shaw, 1802)","Ambystoma maculatum (Shaw, 1802)","Animalia","Ambystoma","Ambystoma maculatum",-77.520537,38.183124,NA,2020,2,26,"2020-02-26T20:15:43","2020-02-26 8:15:43 PM EST"
"50c9509d-22c7-4a22-a47d-8c48425ef4a7","Ambystoma maculatum (Shaw, 1802)","Ambystoma maculatum (Shaw, 1802)","Animalia","Ambystoma","Ambystoma maculatum",-77.081027,39.215222,NA,2020,2,26,"2020-02-26T21:34:00","2020/02/26 9:34 PM EST"
"50c9509d-22c7-4a22-a47d-8c48425ef4a7","Ambystoma maculatum (Shaw, 1802)","Ambystoma maculatum (Shaw, 1802)","Animalia","Ambystoma","Ambystoma maculatum",-77.080997,39.21515,NA,2020,2,26,"2020-02-26T21:43:00","2020/02/26 9:43 PM EST"
"50c9509d-22c7-4a22-a47d-8c48425ef4a7","Ambystoma maculatum (Shaw, 1802)","Ambystoma maculatum (Shaw, 1802)","Animalia","Ambystoma","Ambystoma maculatum",-77.081027,39.215222,NA,2020,2,26,"2020-02-26T21:35:00","2020/02/26 9:35 PM EST"
"50c9509d-22c7-4a22-a47d-8c48425ef4a7","Ambystoma maculatum (Shaw, 1802)","Ambystoma maculatum (Shaw, 1802)","Animalia","Ambystoma","Ambystoma maculatum",-91.265742,38.468857,31,2020,2,24,"2020-02-24T19:18:00","2020/02/24 7:18 PM CST"
"50c9509d-22c7-4a22-a47d-8c48425ef4a7","Ambystoma maculatum (Shaw, 1802)","Ambystoma maculatum (Shaw, 1802)","Animalia","Ambystoma","Ambystoma maculatum",-91.267072,38.468437,31,2020,2,24,"2020-02-24T18:55:00","2020/02/24 6:55 PM CST"
"50c9509d-22c7-4a22-a47d-8c48425ef4a7","Ambystoma maculatum (Shaw, 1802)","Ambystoma maculatum (Shaw, 1802)","Animalia","Ambystoma","Ambystoma maculatum",-77.39145,39.062725,NA,2020,2,29,"2020-02-29T15:23:28","2020-02-29 3:23:28 PM EST"
"50c9509d-22c7-4a22-a47d-8c48425ef4a7","Ambystoma maculatum (Shaw, 1802)","Ambystoma maculatum (Shaw, 1802)","Animalia","Ambystoma","Ambystoma maculatum",-77.081098,39.215288,NA,2020,2,26,"2020-02-26T21:54:00","2020/02/26 9:54 PM EST"
"50c9509d-22c7-4a22-a47d-8c48425ef4a7","Ambystoma maculatum (Shaw, 1802)","Ambystoma maculatum (Shaw, 1802)","Animalia","Ambystoma","Ambystoma maculatum",-77.081073,39.21525,NA,2020,2,26,"2020-02-26T22:00:00","2020/02/26 10:00 PM EST"
"50c9509d-22c7-4a22-a47d-8c48425ef4a7","Ambystoma maculatum (Shaw, 1802)","Ambystoma maculatum (Shaw, 1802)","Animalia","Ambystoma","Ambystoma maculatum",-91.266376,38.468392,4,2020,2,24,"2020-02-24T19:08:00","2020/02/24 7:08 PM CST"
"50c9509d-22c7-4a22-a47d-8c48425ef4a7","Ambystoma maculatum (Shaw, 1802)","Ambystoma maculatum (Shaw, 1802)","Animalia","Ambystoma","Ambystoma maculatum",-78.33147,37.256342,32,2020,2,29,"2020-02-29T09:28:45","Sat Feb 29 2020 09:28:45 GMT-0500 (EST)"
"50c9509d-22c7-4a22-a47d-8c48425ef4a7","Ambystoma maculatum (Shaw, 1802)","Ambystoma maculatum (Shaw, 1802)","Animalia","Ambystoma","Ambystoma maculatum",-77.081028,39.21527,NA,2020,2,26,"2020-02-26T21:48:00","2020/02/26 9:48 PM EST"
"50c9509d-22c7-4a22-a47d-8c48425ef4a7","Ambystoma maculatum (Shaw, 1802)","Ambystoma maculatum (Shaw, 1802)","Animalia","Ambystoma","Ambystoma maculatum",-77.081073,39.21525,NA,2020,2,26,"2020-02-26T22:02:00","2020/02/26 10:02 PM EST"
"50c9509d-22c7-4a22-a47d-8c48425ef4a7","Ambystoma maculatum (Shaw, 1802)","Ambystoma maculatum (Shaw, 1802)","Animalia","Ambystoma","Ambystoma maculatum",-77.081073,39.21525,NA,2020,2,26,"2020-02-26T22:02:00","2020/02/26 10:02 PM EST"
"50c9509d-22c7-4a22-a47d-8c48425ef4a7","Ambystoma maculatum (Shaw, 1802)","Ambystoma maculatum (Shaw, 1802)","Animalia","Ambystoma","Ambystoma maculatum",-77.393692,39.061869,NA,2020,2,29,"2020-02-29T15:38:52","2020-02-29 3:38:52 PM EST"
"50c9509d-22c7-4a22-a47d-8c48425ef4a7","Ambystoma maculatum (Shaw, 1802)","Ambystoma maculatum (Shaw, 1802)","Animalia","Ambystoma","Ambystoma maculatum",-77.081032,39.215237,NA,2020,2,26,"2020-02-26T22:04:00","2020/02/26 10:04 PM EST"
"50c9509d-22c7-4a22-a47d-8c48425ef4a7","Ambystoma maculatum (Shaw, 1802)","Ambystoma maculatum (Shaw, 1802)","Animalia","Ambystoma","Ambystoma maculatum",-77.081032,39.215237,NA,2020,2,26,"2020-02-26T22:05:00","2020/02/26 10:05 PM EST"
"50c9509d-22c7-4a22-a47d-8c48425ef4a7","Ambystoma maculatum (Shaw, 1802)","Ambystoma maculatum (Shaw, 1802)","Animalia","Ambystoma","Ambystoma maculatum",-77.081113,39.215227,NA,2020,2,26,"2020-02-26T22:05:00","2020/02/26 10:05 PM EST"
"50c9509d-22c7-4a22-a47d-8c48425ef4a7","Ambystoma maculatum (Shaw, 1802)","Ambystoma maculatum (Shaw, 1802)","Animalia","Ambystoma","Ambystoma maculatum",-79.824858,37.410747,4,2020,2,25,"2020-02-25T15:00:02","Tue Feb 25 2020 15:00:02 GMT-0500 (EST)"
"50c9509d-22c7-4a22-a47d-8c48425ef4a7","Ambystoma maculatum (Shaw, 1802)","Ambystoma maculatum (Shaw, 1802)","Animalia","Ambystoma","Ambystoma maculatum",-91.269583,38.47131,31,2020,2,24,"2020-02-24T18:56:00","2020/02/24 6:56 PM CST"
"50c9509d-22c7-4a22-a47d-8c48425ef4a7","Ambystoma maculatum (Shaw, 1802)","Ambystoma maculatum (Shaw, 1802)","Animalia","Ambystoma","Ambystoma maculatum",-77.300042,40.135597,NA,2020,2,26,"2020-02-26T20:42:50","Wed Feb 26 2020 20:42:50 GMT-0500 (EST)"
"50c9509d-22c7-4a22-a47d-8c48425ef4a7","Ambystoma maculatum (Shaw, 1802)","Ambystoma maculatum (Shaw, 1802)","Animalia","Ambystoma","Ambystoma maculatum",-79.033332,35.899016,22,2020,2,29,"2020-02-29T13:03:00","2020/02/29 1:03 PM EST"
"50c9509d-22c7-4a22-a47d-8c48425ef4a7","Ambystoma maculatum (Shaw, 1802)","Ambystoma maculatum (Shaw, 1802)","Animalia","Ambystoma","Ambystoma maculatum",-78.325761,37.155157,6,2020,2,11,"2020-02-11T02:36:15","2020-02-11 2:36:15 AM EST"
"50c9509d-22c7-4a22-a47d-8c48425ef4a7","Ambystoma maculatum (Shaw, 1802)","Ambystoma maculatum (Shaw, 1802)","Animalia","Ambystoma","Ambystoma maculatum",-78.286001,37.522148,5,2020,2,13,"2020-02-13T19:29:55","2020-02-13 7:29:55 PM EST"
"50c9509d-22c7-4a22-a47d-8c48425ef4a7","Ambystoma maculatum (Shaw, 1802)","Ambystoma maculatum (Shaw, 1802)","Animalia","Ambystoma","Ambystoma maculatum",-79.225733,36.934738,28476,2020,2,12,"2020-02-12T01:00:33","2020-02-12 1:00:33 AM EST"
"50c9509d-22c7-4a22-a47d-8c48425ef4a7","Ambystoma maculatum (Shaw, 1802)","Ambystoma maculatum (Shaw, 1802)","Animalia","Ambystoma","Ambystoma maculatum",-78.318076,37.185286,3,2020,2,11,"2020-02-11T02:53:37","2020-02-11 2:53:37 AM EST"
"50c9509d-22c7-4a22-a47d-8c48425ef4a7","Ambystoma maculatum (Shaw, 1802)","Ambystoma maculatum (Shaw, 1802)","Animalia","Ambystoma","Ambystoma maculatum",-78.259294,37.535358,13,2020,2,13,"2020-02-13T18:49:39","2020-02-13 6:49:39 PM EST"
"50c9509d-22c7-4a22-a47d-8c48425ef4a7","Ambystoma maculatum (Shaw, 1802)","Ambystoma maculatum (Shaw, 1802)","Animalia","Ambystoma","Ambystoma maculatum",-78.260424,37.535256,3,2020,2,13,"2020-02-13T18:28:39","2020-02-13 6:28:39 PM EST"
"50c9509d-22c7-4a22-a47d-8c48425ef4a7","Ambystoma maculatum (Shaw, 1802)","Ambystoma maculatum (Shaw, 1802)","Animalia","Ambystoma","Ambystoma maculatum",-78.269541,37.552694,6,2020,2,13,"2020-02-13T19:00:17","2020-02-13 7:00:17 PM EST"
"50c9509d-22c7-4a22-a47d-8c48425ef4a7","Ambystoma maculatum (Shaw, 1802)","Ambystoma maculatum (Shaw, 1802)","Animalia","Ambystoma","Ambystoma maculatum",-78.260426,37.535109,6,2020,2,13,"2020-02-13T17:13:55","2020-02-13 5:13:55 PM EST"
"50c9509d-22c7-4a22-a47d-8c48425ef4a7","Ambystoma maculatum (Shaw, 1802)","Ambystoma maculatum (Shaw, 1802)","Animalia","Ambystoma","Ambystoma maculatum",-78.318019,37.185248,4,2020,2,11,"2020-02-11T00:06:43","2020-02-11 12:06:43 AM EST"
"50c9509d-22c7-4a22-a47d-8c48425ef4a7","Ambystoma maculatum (Shaw, 1802)","Ambystoma maculatum (Shaw, 1802)","Animalia","Ambystoma","Ambystoma maculatum",-78.269318,37.552564,15,2020,2,13,"2020-02-13T18:57:46","2020-02-13 6:57:46 PM EST"
"50c9509d-22c7-4a22-a47d-8c48425ef4a7","Ambystoma maculatum (Shaw, 1802)","Ambystoma maculatum (Shaw, 1802)","Animalia","Ambystoma","Ambystoma maculatum",-78.269592,37.552621,8,2020,2,13,"2020-02-13T19:05:21","2020-02-13 7:05:21 PM EST"
"50c9509d-22c7-4a22-a47d-8c48425ef4a7","Ambystoma maculatum (Shaw, 1802)","Ambystoma maculatum (Shaw, 1802)","Animalia","Ambystoma","Ambystoma maculatum",-78.301064,36.152523,30,2020,2,9,"2020-02-09T17:14:17","Sun Feb 09 2020 17:14:17 GMT-0500 (EST)"
"50c9509d-22c7-4a22-a47d-8c48425ef4a7","Ambystoma maculatum (Shaw, 1802)","Ambystoma maculatum (Shaw, 1802)","Animalia","Ambystoma","Ambystoma maculatum",-80.101203,35.536105,5,2020,2,23,"2020-02-23T15:26:38","Sun Feb 23 2020 15:26:38 GMT-0500 (EST)"
"50c9509d-22c7-4a22-a47d-8c48425ef4a7","Ambystoma maculatum (Shaw, 1802)","Ambystoma maculatum (Shaw, 1802)","Animalia","Ambystoma","Ambystoma maculatum",-77.26798,40.093714,189,2020,2,26,"2020-02-26T00:00:00","February 26, 2020"
"50c9509d-22c7-4a22-a47d-8c48425ef4a7","Ambystoma maculatum (Shaw, 1802)","Ambystoma maculatum (Shaw, 1802)","Animalia","Ambystoma","Ambystoma maculatum",-83.763742,36.104708,52,2020,2,12,"2020-02-12T13:25:00","2020/02/12 1:25 PM EST"
"50c9509d-22c7-4a22-a47d-8c48425ef4a7","Ambystoma maculatum (Shaw, 1802)","Ambystoma maculatum (Shaw, 1802)","Animalia","Ambystoma","Ambystoma maculatum",-77.703771,38.825409,NA,2020,2,29,"2020-02-29T17:30:53","2020-02-29 5:30:53 PM EST"
"50c9509d-22c7-4a22-a47d-8c48425ef4a7","Ambystoma maculatum (Shaw, 1802)","Ambystoma maculatum (Shaw, 1802)","Animalia","Ambystoma","Ambystoma maculatum",-77.690384,38.900568,NA,2020,2,26,"2020-02-26T19:35:57","2020-02-26 7:35:57 PM EST"
"50c9509d-22c7-4a22-a47d-8c48425ef4a7","Ambystoma maculatum (Shaw, 1802)","Ambystoma maculatum (Shaw, 1802)","Animalia","Ambystoma","Ambystoma maculatum",-77.704574,38.825139,NA,2020,2,29,"2020-02-29T17:26:41","2020-02-29 5:26:41 PM EST"
"50c9509d-22c7-4a22-a47d-8c48425ef4a7","Ambystoma maculatum (Shaw, 1802)","Ambystoma maculatum (Shaw, 1802)","Animalia","Ambystoma","Ambystoma maculatum",-77.701102,38.825814,15,2020,2,23,"2020-02-23T16:30:00","2020/02/23 4:30 PM EST"
"50c9509d-22c7-4a22-a47d-8c48425ef4a7","Ambystoma maculatum (Shaw, 1802)","Ambystoma maculatum (Shaw, 1802)","Animalia","Ambystoma","Ambystoma maculatum",-77.703771,38.825409,NA,2020,2,29,"2020-02-29T17:30:22","2020-02-29 5:30:22 PM EST"
