"datasetKey","scientificName","acceptedScientificName","kingdom","genus","species","decimalLongitude","decimalLatitude","year","month","day","eventDate","verbatimEventDate","coordinateUncertaintyInMeters"
"50c9509d-22c7-4a22-a47d-8c48425ef4a7","Corylus americana Walter","Corylus americana Walter","Plantae","Corylus","Corylus americana",-89.618333,39.870987,2020,1,1,"2020-01-01T13:34:00","2020/01/01 1:34 PM CST",15
"50c9509d-22c7-4a22-a47d-8c48425ef4a7","Bucephala clangula (Linnaeus, 1758)","Bucephala clangula (Linnaeus, 1758)","Animalia","Bucephala","Bucephala clangula",-79.842793,43.302519,2020,1,1,"2020-01-01T16:32:00","2020/01/01 4:32 PM EST",31
"50c9509d-22c7-4a22-a47d-8c48425ef4a7","Viburnum rhytidophyllum Hemsl. ex Forb. & Hemsl.","Viburnum rhytidophyllum Hemsl. ex Forb. & Hemsl.","Plantae","Viburnum","Viburnum rhytidophyllum",-73.514175,40.688278,2020,1,1,"2020-01-01T08:57:30","Wed Jan 01 2020 08:57:30 GMT-0500 (EST)",5
"50c9509d-22c7-4a22-a47d-8c48425ef4a7","Haliaeetus leucocephalus (Linnaeus, 1766)","Haliaeetus leucocephalus (Linnaeus, 1766)","Animalia","Haliaeetus","Haliaeetus leucocephalus",-76.541111,39.424705,2020,1,1,"2020-01-01T14:41:00","2020/01/01 2:41 PM EST",219
"50c9509d-22c7-4a22-a47d-8c48425ef4a7","Odocoileus virginianus (Zimmermann, 1780)","Odocoileus virginianus (Zimmermann, 1780)","Animalia","Odocoileus","Odocoileus virginianus",-73.232185,44.490039,2020,1,1,"2020-01-01T04:33:00","2020/01/01 4:33 AM HST",287
"50c9509d-22c7-4a22-a47d-8c48425ef4a7","Glechoma hederacea L.","Glechoma hederacea L.","Plantae","Glechoma","Glechoma hederacea",-73.944528,40.924595,2020,1,2,"2020-01-02T13:48:50","Thu Jan 02 2020 13:48:50 GMT-0500 (EST)",6
"50c9509d-22c7-4a22-a47d-8c48425ef4a7","Juncus tenuis Willd.","Juncus tenuis Willd.","Plantae","Juncus","Juncus tenuis",-81.268885,43.037844,2020,1,2,"2020-01-02T15:29:00","2020/01/02 3:29 PM EST",2
"50c9509d-22c7-4a22-a47d-8c48425ef4a7","Conocephalum salebrosum Szweyk., Buczk. & Odrzyk.","Conocephalum salebrosum Szweyk., Buczk. & Odrzyk.","Plantae","Conocephalum","Conocephalum salebrosum",-81.266671,43.043581,2020,1,2,"2020-01-02T16:41:00","2020/01/02 4:41 PM EST",8
"50c9509d-22c7-4a22-a47d-8c48425ef4a7","Mimus polyglottos (Linnaeus, 1758)","Mimus polyglottos (Linnaeus, 1758)","Animalia","Mimus","Mimus polyglottos",-76.922087,38.987649,2020,1,1,"2020-01-01T10:08:00","2020/01/01 10:08 AM HST",394
"50c9509d-22c7-4a22-a47d-8c48425ef4a7","Populus deltoides W.Bartram ex Marshall","Populus deltoides W.Bartram ex Marshall","Plantae","Populus","Populus deltoides",-78.833327,36.056971,2020,1,1,"2020-01-01T16:32:38","Wed Jan 01 2020 16:32:38 GMT-0500 (EST)",629
"50c9509d-22c7-4a22-a47d-8c48425ef4a7","Sedum ternatum Michx.","Sedum ternatum Michx.","Plantae","Sedum","Sedum ternatum",-89.617405,39.870257,2020,1,1,"2020-01-01T13:38:00","2020/01/01 1:38 PM CST",15
"50c9509d-22c7-4a22-a47d-8c48425ef4a7","Cardinalis cardinalis (Linnaeus, 1758)","Cardinalis cardinalis (Linnaeus, 1758)","Animalia","Cardinalis","Cardinalis cardinalis",-87.997464,42.283494,2020,1,1,"2020-01-01T10:00:00","2020/01/01 10:00 AM CST",195
"50c9509d-22c7-4a22-a47d-8c48425ef4a7","Pinus strobus L.","Pinus strobus L.","Plantae","Pinus","Pinus strobus",-74.371161,40.735899,2020,1,2,"2020-01-02T00:00:00","2020-01-02",NA
"50c9509d-22c7-4a22-a47d-8c48425ef4a7","Fagus grandifolia Ehrh.","Fagus grandifolia Ehrh.","Plantae","Fagus","Fagus grandifolia",-79.9461,44.042628,2020,1,2,"2020-01-02T13:16:02","Thu Jan 02 2020 13:16:02 GMT-0500 (EST)",6
"50c9509d-22c7-4a22-a47d-8c48425ef4a7","Anas platyrhynchos Linnaeus, 1758","Anas platyrhynchos Linnaeus, 1758","Animalia","Anas","Anas platyrhynchos",-73.515983,40.681411,2020,1,1,"2020-01-01T11:02:00","2020/01/01 11:02 AM EST",61
"50c9509d-22c7-4a22-a47d-8c48425ef4a7","Fagus grandifolia Ehrh.","Fagus grandifolia Ehrh.","Plantae","Fagus","Fagus grandifolia",-82.479357,36.49746,2020,1,2,"2020-01-02T09:14:00","2020/01/02 9:14 AM EST",2170
"50c9509d-22c7-4a22-a47d-8c48425ef4a7","Liquidambar styraciflua L.","Liquidambar styraciflua L.","Plantae","Liquidambar","Liquidambar styraciflua",-73.942825,40.923347,2020,1,2,"2020-01-02T14:34:03","Thu Jan 02 2020 14:34:03 GMT-0500 (EST)",13
"50c9509d-22c7-4a22-a47d-8c48425ef4a7","Bubo virginianus (Gmelin, 1788)","Bubo virginianus (Gmelin, 1788)","Animalia","Bubo","Bubo virginianus",-79.796328,43.381155,2020,1,1,"2020-01-01T15:24:24","Wed Jan 01 2020 15:24:24 GMT-0500 (EST)",NA
"50c9509d-22c7-4a22-a47d-8c48425ef4a7","Dryopteris marginalis (L.) A.Gray","Dryopteris marginalis (L.) A.Gray","Plantae","Dryopteris","Dryopteris marginalis",-75.50107,40.150366,2020,1,1,"2020-01-01T12:41:33","2020-01-01 12:41:33 PM EST",98
"50c9509d-22c7-4a22-a47d-8c48425ef4a7","Mergus merganser Linnaeus, 1758","Mergus merganser Linnaeus, 1758","Animalia","Mergus","Mergus merganser",-79.776442,43.265574,2020,1,1,"2020-01-01T10:04:00","2020/01/01 10:04 AM EST",346
"50c9509d-22c7-4a22-a47d-8c48425ef4a7","Mimus polyglottos (Linnaeus, 1758)","Mimus polyglottos (Linnaeus, 1758)","Animalia","Mimus","Mimus polyglottos",-76.922087,38.987649,2020,1,1,"2020-01-01T10:03:00","2020/01/01 10:03 AM HST",394
"50c9509d-22c7-4a22-a47d-8c48425ef4a7","Lonicera japonica Thunb.","Lonicera japonica Thunb.","Plantae","Lonicera","Lonicera japonica",-79.902477,40.428439,2020,1,1,"2020-01-01T16:15:41","Wed Jan 01 2020 16:15:41 GMT-0500 (EST)",10
"50c9509d-22c7-4a22-a47d-8c48425ef4a7","Epigaea repens L.","Epigaea repens L.","Plantae","Epigaea","Epigaea repens",-70.630487,41.60155,2020,1,1,"2020-01-01T12:09:55","Wed Jan 01 2020 12:09:55 GMT-0500 (EST)",65
"50c9509d-22c7-4a22-a47d-8c48425ef4a7","Sialia sialis (Linnaeus, 1758)","Sialia sialis (Linnaeus, 1758)","Animalia","Sialia","Sialia sialis",-79.891368,43.307694,2020,1,1,"2020-01-01T14:49:00","2020/01/01 2:49 PM EST",31
"50c9509d-22c7-4a22-a47d-8c48425ef4a7","Euonymus alatus (Thunb.) Siebold","Euonymus alatus (Thunb.) Siebold","Plantae","Euonymus","Euonymus alatus",-73.513558,40.686267,2020,1,1,"2020-01-01T09:21:54","Wed Jan 01 2020 09:21:54 GMT-0500 (EST)",5
"50c9509d-22c7-4a22-a47d-8c48425ef4a7","Trachelipus rathkii (Brandt, 1833)","Trachelipus rathkii (Brandt, 1833)","Animalia","Trachelipus","Trachelipus rathkii",-77.533325,39.130536,2020,1,2,"2020-01-02T12:33:58","Thu Jan 02 2020 12:33:58 GMT-0500 (EST)",24
"50c9509d-22c7-4a22-a47d-8c48425ef4a7","Cyanocitta cristata (Linnaeus, 1758)","Cyanocitta cristata (Linnaeus, 1758)","Animalia","Cyanocitta","Cyanocitta cristata",-91.231025,43.728471,2020,1,2,"2020-01-02T00:00:00","2020/01/02",NA
"50c9509d-22c7-4a22-a47d-8c48425ef4a7","Ilex opaca Soland. ex Ait.","Ilex opaca Soland. ex Ait.","Plantae","Ilex","Ilex opaca",-74.201607,40.521444,2020,1,2,"2020-01-02T14:02:00","2020/01/02 2:02 PM EST",NA
"50c9509d-22c7-4a22-a47d-8c48425ef4a7","Packera glabella (Poir.) C.Jeffrey","Packera glabella (Poir.) C.Jeffrey","Plantae","Packera","Packera glabella",-89.809878,35.31096,2020,1,1,"2020-01-01T10:22:34","2020-01-01 10:22:34 AM CST",28706
"50c9509d-22c7-4a22-a47d-8c48425ef4a7","Dryobates pubescens (Linnaeus, 1766)","Dendrocopos pubescens (Linnaeus, 1758)","Animalia","Dendrocopos","Dendrocopos pubescens",-77.37102,38.781369,2020,1,1,"2020-01-01T16:17:00","2020/01/01 4:17 PM EST",31
"50c9509d-22c7-4a22-a47d-8c48425ef4a7","Ostrea edulis Linnaeus, 1758","Ostrea edulis Linnaeus, 1758","Animalia","Ostrea","Ostrea edulis",-70.967738,42.373441,2020,1,1,"2020-01-01T11:41:00","2020/01/01 11:41 AM EST",26
"50c9509d-22c7-4a22-a47d-8c48425ef4a7","Prunus serotina Ehrh.","Prunus serotina Ehrh.","Plantae","Prunus","Prunus serotina",-87.745031,41.981713,2020,1,1,"2020-01-01T13:40:33","Wed Jan 01 2020 13:40:33 GMT-0600 (CST)",10
"50c9509d-22c7-4a22-a47d-8c48425ef4a7","Sciurus carolinensis Gmelin, 1788","Sciurus carolinensis Gmelin, 1788","Animalia","Sciurus","Sciurus carolinensis",-77.130647,38.841438,2020,1,1,"2020-01-01T14:42:42","Wed Jan 01 2020 14:42:42 GMT-0500 (EST)",28181
"50c9509d-22c7-4a22-a47d-8c48425ef4a7","Quercus stellata Wangenh.","Quercus stellata Wangenh.","Plantae","Quercus","Quercus stellata",-74.604197,39.864533,2020,1,1,"2020-01-01T10:36:16","Wed Jan 01 2020 10:36:16 GMT-0500 (EST)",10
"50c9509d-22c7-4a22-a47d-8c48425ef4a7","Polystichum acrostichoides (Michx.) Schott","Polystichum acrostichoides (Michx.) Schott","Plantae","Polystichum","Polystichum acrostichoides",-75.197005,40.024388,2020,1,1,"2020-01-01T15:45:17","2020-01-01 3:45:17 PM EST",4
"50c9509d-22c7-4a22-a47d-8c48425ef4a7","Microtus pennsylvanicus (Ord, 1815)","Microtus pennsylvanicus (Ord, 1815)","Animalia","Microtus","Microtus pennsylvanicus",-78.903236,35.776919,2020,1,1,"2020-01-01T11:37:00","2020/01/01 11:37 AM EST",15
"50c9509d-22c7-4a22-a47d-8c48425ef4a7","Monotropa uniflora L.","Monotropa uniflora L.","Plantae","Monotropa","Monotropa uniflora",-89.617405,39.870257,2020,1,1,"2020-01-01T13:38:00","2020/01/01 1:38 PM CST",15
"50c9509d-22c7-4a22-a47d-8c48425ef4a7","Cardinalis cardinalis (Linnaeus, 1758)","Cardinalis cardinalis (Linnaeus, 1758)","Animalia","Cardinalis","Cardinalis cardinalis",-77.346911,38.929723,2020,1,1,"2020-01-01T12:24:00","2020/01/01 12:24 PM EST",8
"50c9509d-22c7-4a22-a47d-8c48425ef4a7","Dryopteris marginalis (L.) A.Gray","Dryopteris marginalis (L.) A.Gray","Plantae","Dryopteris","Dryopteris marginalis",-73.070773,45.029059,2020,1,1,"2020-01-01T12:15:00","2020/01/01 12:15 PM",15
"50c9509d-22c7-4a22-a47d-8c48425ef4a7","Euonymus japonicus Thunb.","Euonymus japonicus Thunb.","Plantae","Euonymus","Euonymus japonicus",-73.512962,40.674697,2020,1,1,"2020-01-01T10:14:18","Wed Jan 01 2020 10:14:18 GMT-0500 (EST)",4
"50c9509d-22c7-4a22-a47d-8c48425ef4a7","Maclura pomifera (Raf.) C.K.Schneid.","Maclura pomifera (Raf.) C.K.Schneid.","Plantae","Maclura","Maclura pomifera",-84.43948,42.691891,2020,1,2,"2020-01-02T08:46:00","2020/01/02 8:46 AM EST",NA
"50c9509d-22c7-4a22-a47d-8c48425ef4a7","Mytilus edulis Linnaeus, 1758","Mytilus edulis Linnaeus, 1758","Animalia","Mytilus","Mytilus edulis",-68.23912,44.295528,2020,1,1,"2020-01-01T14:09:15","Wed Jan 01 2020 14:09:15 GMT-0500 (EST)",85
"50c9509d-22c7-4a22-a47d-8c48425ef4a7","Pinus rigida Mill.","Pinus rigida Mill.","Plantae","Pinus","Pinus rigida",-73.549103,40.587417,2020,1,2,"2020-01-02T11:42:47","Thu Jan 02 2020 11:42:47 GMT-0500 (EST)",4
"50c9509d-22c7-4a22-a47d-8c48425ef4a7","Junco hyemalis (Linnaeus, 1758)","Junco hyemalis (Linnaeus, 1758)","Animalia","Junco","Junco hyemalis",-91.231025,43.728471,2020,1,2,"2020-01-02T00:00:00","2020/01/02",NA
"50c9509d-22c7-4a22-a47d-8c48425ef4a7","Ilex opaca Soland. ex Ait.","Ilex opaca Soland. ex Ait.","Plantae","Ilex","Ilex opaca",-74.19548,40.524187,2020,1,2,"2020-01-02T14:06:00","2020/01/02 2:06 PM EST",NA
"50c9509d-22c7-4a22-a47d-8c48425ef4a7","Buteo jamaicensis (Gmelin, 1788)","Buteo jamaicensis (Gmelin, 1788)","Animalia","Buteo","Buteo jamaicensis",-83.195553,40.022278,2020,1,2,"2020-01-02T16:29:20","Thu Jan 02 2020 16:29:20 GMT-0500 (EST)",NA
"50c9509d-22c7-4a22-a47d-8c48425ef4a7","Ilex opaca Soland. ex Ait.","Ilex opaca Soland. ex Ait.","Plantae","Ilex","Ilex opaca",-74.990062,39.829607,2020,1,1,"2020-01-01T16:17:00","2020/01/01 4:17 PM EST",61
"50c9509d-22c7-4a22-a47d-8c48425ef4a7","Columba livia f. domestica","Columba livia f. domestica","Animalia","Columba","Columba livia",-79.795399,43.299096,2020,1,2,"2020-01-02T11:29:00","2020/01/02 11:29 AM EST",185
"50c9509d-22c7-4a22-a47d-8c48425ef4a7","Thuja occidentalis L.","Thuja occidentalis L.","Plantae","Thuja","Thuja occidentalis",-84.507045,42.650368,2020,1,2,"2020-01-02T11:23:00","2020/01/02 11:23 AM EST",NA
"50c9509d-22c7-4a22-a47d-8c48425ef4a7","Hedera helix L.","Hedera helix L.","Plantae","Hedera","Hedera helix",-74.992421,39.829342,2020,1,2,"2020-01-02T15:16:00","2020/01/02 3:16 PM EST",NA
"50c9509d-22c7-4a22-a47d-8c48425ef4a7","Aurantioporthe corni (Wehm.) G.Beier & Blanchette, 2015","Aurantioporthe corni (Wehm.) G.Beier & Blanchette, 2015","Fungi","Aurantioporthe","Aurantioporthe corni",-81.265225,43.043379,2020,1,2,"2020-01-02T16:59:00","2020/01/02 4:59 PM EST",4
"50c9509d-22c7-4a22-a47d-8c48425ef4a7","Anas platyrhynchos Linnaeus, 1758","Anas platyrhynchos Linnaeus, 1758","Animalia","Anas","Anas platyrhynchos",-70.273879,41.631948,2020,1,1,"2020-01-01T07:44:00","2020/01/01 7:44 AM EST",31
"50c9509d-22c7-4a22-a47d-8c48425ef4a7","Rhytisma acerinum (Pers.) Fr.","Rhytisma acerinum (Pers.) Fr.","Fungi","Rhytisma","Rhytisma acerinum",-73.518418,40.691176,2020,1,1,"2020-01-01T08:22:25","Wed Jan 01 2020 08:22:25 GMT-0500 (EST)",24
"50c9509d-22c7-4a22-a47d-8c48425ef4a7","Ascophyllum nodosum (L.) Le Jol.","Ascophyllum nodosum (L.) Le Jol.","Chromista","Ascophyllum","Ascophyllum nodosum",-70.967685,42.373235,2020,1,1,"2020-01-01T11:37:00","2020/01/01 11:37 AM EST",8
"50c9509d-22c7-4a22-a47d-8c48425ef4a7","Melanitta perspicillata (Linnaeus, 1758)","Melanitta perspicillata (Linnaeus, 1758)","Animalia","Melanitta","Melanitta perspicillata",-70.342599,41.635259,2020,1,1,"2020-01-01T08:56:00","2020/01/01 8:56 AM EST",61
"50c9509d-22c7-4a22-a47d-8c48425ef4a7","Kalmia latifolia L.","Kalmia latifolia L.","Plantae","Kalmia","Kalmia latifolia",-75.4655,40.091828,2020,1,1,"2020-01-01T15:10:49","Wed Jan 01 2020 15:10:49 GMT-0500 (EST)",6
"50c9509d-22c7-4a22-a47d-8c48425ef4a7","Alliaria petiolata (M.Bieb.) Cavara & Grande","Alliaria petiolata (M.Bieb.) Cavara & Grande","Plantae","Alliaria","Alliaria petiolata",-89.617309,39.872794,2020,1,1,"2020-01-01T13:06:00","2020/01/01 1:06 PM CST",8
"50c9509d-22c7-4a22-a47d-8c48425ef4a7","Perilla frutescens Britton.","Perilla frutescens Britton.","Plantae","Perilla","Perilla frutescens",-74.657863,40.552758,2020,1,1,"2020-01-01T15:59:25","Wed Jan 01 2020 15:59:25 GMT-0500 (EST)",298
"50c9509d-22c7-4a22-a47d-8c48425ef4a7","Lespedeza capitata Michx.","Lespedeza capitata Michx.","Plantae","Lespedeza","Lespedeza capitata",-88.19246,42.49318,2020,1,1,"2020-01-01T13:32:00","2020/01/01 1:32 PM CST",8
"50c9509d-22c7-4a22-a47d-8c48425ef4a7","Vulpes vulpes (Linnaeus, 1758)","Vulpes vulpes (Linnaeus, 1758)","Animalia","Vulpes","Vulpes vulpes",-77.349099,38.937401,2020,1,1,"2020-01-01T11:00:00","2020/01/01 11:00 AM EST",2
"50c9509d-22c7-4a22-a47d-8c48425ef4a7","Bazzania trilobata (L.) Gray","Bazzania trilobata (L.) Gray","Plantae","Bazzania","Bazzania trilobata",-84.330292,36.837021,2020,1,1,"2020-01-01T15:41:42","2020-01-01 3:41:42 PM EST",NA
"50c9509d-22c7-4a22-a47d-8c48425ef4a7","Anas platyrhynchos Linnaeus, 1758","Anas platyrhynchos Linnaeus, 1758","Animalia","Anas","Anas platyrhynchos",-87.802548,42.488938,2020,1,1,"2020-01-01T13:50:00","2020/01/01 1:50 PM CST",125
"50c9509d-22c7-4a22-a47d-8c48425ef4a7","Spinus tristis (Linnaeus, 1758)","Spinus tristis (Linnaeus, 1758)","Animalia","Spinus","Spinus tristis",-84.167766,39.620027,2020,1,1,"2020-01-01T12:40:00","2020/01/01 12:40 PM EST",8
"50c9509d-22c7-4a22-a47d-8c48425ef4a7","Berberis thunbergii DC.","Berberis thunbergii DC.","Plantae","Berberis","Berberis thunbergii",-73.515853,40.6785,2020,1,1,"2020-01-01T10:41:18","Wed Jan 01 2020 10:41:18 GMT-0500 (EST)",4
"50c9509d-22c7-4a22-a47d-8c48425ef4a7","Buteo jamaicensis (Gmelin, 1788)","Buteo jamaicensis (Gmelin, 1788)","Animalia","Buteo","Buteo jamaicensis",-79.192377,43.818631,2020,1,1,"2020-01-01T11:49:37","2020-01-01 11:49:37 AM EST",24
"50c9509d-22c7-4a22-a47d-8c48425ef4a7","Sciurus carolinensis Gmelin, 1788","Sciurus carolinensis Gmelin, 1788","Animalia","Sciurus","Sciurus carolinensis",-87.879477,43.081854,2020,1,2,"2020-01-02T08:05:00","2020/01/02 8:05 AM CST",8
"50c9509d-22c7-4a22-a47d-8c48425ef4a7","Halyomorpha halys (Stål, 1855)","Halyomorpha halys (Stål, 1855)","Animalia","Halyomorpha","Halyomorpha halys",-80.35598,36.161489,2020,1,2,"2020-01-02T10:48:01","Thu Jan 02 2020 10:48:01 GMT-0500 (EST)",20
"50c9509d-22c7-4a22-a47d-8c48425ef4a7","Rubus flagellaris Willd.","Rubus flagellaris Willd.","Plantae","Rubus","Rubus flagellaris",-74.277495,40.761315,2020,1,2,"2020-01-02T00:00:00","2020-01-02",NA
"50c9509d-22c7-4a22-a47d-8c48425ef4a7","Campsis radicans (L.) Seem.","Campsis radicans (L.) Seem.","Plantae","Campsis","Campsis radicans",-80.757801,35.301371,2020,1,2,"2020-01-02T11:20:29","2020-01-02 11:20:29 AM EST",44
"50c9509d-22c7-4a22-a47d-8c48425ef4a7","Liquidambar styraciflua L.","Liquidambar styraciflua L.","Plantae","Liquidambar","Liquidambar styraciflua",-74.775867,39.881362,2020,1,2,"2020-01-02T12:19:47","2020-01-02 12:19:47 PM EST",19
"50c9509d-22c7-4a22-a47d-8c48425ef4a7","Geranium robertianum L.","Geranium robertianum L.","Plantae","Geranium","Geranium robertianum",-79.446948,43.649195,2020,1,2,"2020-01-02T12:54:14","Thu Jan 02 2020 12:54:14 GMT-0500 (EST)",22
"50c9509d-22c7-4a22-a47d-8c48425ef4a7","Ilex opaca Soland. ex Ait.","Ilex opaca Soland. ex Ait.","Plantae","Ilex","Ilex opaca",-74.193169,40.525847,2020,1,2,"2020-01-02T13:02:00","2020/01/02 1:02 PM EST",NA
"50c9509d-22c7-4a22-a47d-8c48425ef4a7","Asclepias syriaca L.","Asclepias syriaca L.","Plantae","Asclepias","Asclepias syriaca",-87.854058,42.254362,2020,1,2,"2020-01-02T10:57:19","Thu Jan 02 2020 10:57:19 GMT-0600 (CST)",5
"50c9509d-22c7-4a22-a47d-8c48425ef4a7","Euonymus japonicus Thunb.","Euonymus japonicus Thunb.","Plantae","Euonymus","Euonymus japonicus",-73.517967,40.690853,2020,1,1,"2020-01-01T08:20:00","Wed Jan 01 2020 08:20:00 GMT-0500 (EST)",4
"50c9509d-22c7-4a22-a47d-8c48425ef4a7","Dryobates pubescens (Linnaeus, 1766)","Dendrocopos pubescens (Linnaeus, 1758)","Animalia","Dendrocopos","Dendrocopos pubescens",-73.965987,40.661907,2020,1,1,"2020-01-01T11:32:00","2020/01/01 11:32 AM PST",29
"50c9509d-22c7-4a22-a47d-8c48425ef4a7","Anas platyrhynchos Linnaeus, 1758","Anas platyrhynchos Linnaeus, 1758","Animalia","Anas","Anas platyrhynchos",-76.922087,38.987649,2020,1,1,"2020-01-01T09:58:00","2020/01/01 9:58 AM HST",394
"50c9509d-22c7-4a22-a47d-8c48425ef4a7","Sorghastrum nutans (L.) Nash","Sorghastrum nutans (L.) Nash","Plantae","Sorghastrum","Sorghastrum nutans",-87.739058,41.980537,2020,1,1,"2020-01-01T14:19:08","Wed Jan 01 2020 14:19:08 GMT-0600 (CST)",10
"50c9509d-22c7-4a22-a47d-8c48425ef4a7","Bucephala clangula (Linnaeus, 1758)","Bucephala clangula (Linnaeus, 1758)","Animalia","Bucephala","Bucephala clangula",-70.343205,41.6351,2020,1,1,"2020-01-01T09:00:00","2020/01/01 9:00 AM EST",61
"50c9509d-22c7-4a22-a47d-8c48425ef4a7","Epigaea repens L.","Epigaea repens L.","Plantae","Epigaea","Epigaea repens",-70.627822,41.603437,2020,1,1,"2020-01-01T12:05:17","Wed Jan 01 2020 12:05:17 GMT-0500 (EST)",708
"50c9509d-22c7-4a22-a47d-8c48425ef4a7","Sialia sialis (Linnaeus, 1758)","Sialia sialis (Linnaeus, 1758)","Animalia","Sialia","Sialia sialis",-79.891261,43.307725,2020,1,1,"2020-01-01T14:48:00","2020/01/01 2:48 PM EST",31
"50c9509d-22c7-4a22-a47d-8c48425ef4a7","Hedera helix L.","Hedera helix L.","Plantae","Hedera","Hedera helix",-74.99135,39.829054,2020,1,1,"2020-01-01T16:06:00","2020/01/01 4:06 PM EST",61
"50c9509d-22c7-4a22-a47d-8c48425ef4a7","Branta canadensis (Linnaeus, 1758)","Branta canadensis (Linnaeus, 1758)","Animalia","Branta","Branta canadensis",-75.000323,39.835925,2020,1,1,"2020-01-01T17:47:00","2020/01/01 5:47 PM EST",31
"50c9509d-22c7-4a22-a47d-8c48425ef4a7","Sciurus carolinensis Gmelin, 1788","Sciurus carolinensis Gmelin, 1788","Animalia","Sciurus","Sciurus carolinensis",-77.239486,39.015175,2020,1,1,"2020-01-01T15:28:00","2020/01/01 3:28 PM EST",NA
"50c9509d-22c7-4a22-a47d-8c48425ef4a7","Larus marinus Linnaeus, 1758","Larus marinus Linnaeus, 1758","Animalia","Larus","Larus marinus",-75.259476,39.889957,2020,1,1,"2020-01-01T08:46:55","2020-01-01 8:46:55 AM EST",NA
"50c9509d-22c7-4a22-a47d-8c48425ef4a7","Zelus luridus Stål, 1862","Zelus luridus Stål, 1862","Animalia","Zelus","Zelus luridus",-76.942153,38.880578,2020,1,1,"2020-01-01T22:12:22","Wed Jan 01 2020 22:12:22 GMT-0500 (EST)",48
"50c9509d-22c7-4a22-a47d-8c48425ef4a7","Aythya valisineria (A.Wilson, 1814)","Aythya valisineria (A.Wilson, 1814)","Animalia","Aythya","Aythya valisineria",-76.990676,44.001546,2020,1,1,"2020-01-01T12:05:00","2020/01/01 12:05 PM EST",NA
"50c9509d-22c7-4a22-a47d-8c48425ef4a7","Pinus strobus L.","Pinus strobus L.","Plantae","Pinus","Pinus strobus",-73.512987,40.674441,2020,1,1,"2020-01-01T10:15:14","Wed Jan 01 2020 10:15:14 GMT-0500 (EST)",24
"50c9509d-22c7-4a22-a47d-8c48425ef4a7","Alliaria petiolata (M.Bieb.) Cavara & Grande","Alliaria petiolata (M.Bieb.) Cavara & Grande","Plantae","Alliaria","Alliaria petiolata",-80.346563,44.536197,2020,1,1,"2020-01-01T13:31:22","2020-01-01 1:31:22 PM EST",16
"50c9509d-22c7-4a22-a47d-8c48425ef4a7","Trifolium arvense L.","Trifolium arvense L.","Plantae","Trifolium","Trifolium arvense",-72.185049,41.762251,2020,1,2,"2020-01-02T14:58:44","Thu Jan 02 2020 14:58:44 GMT-0500 (EST)",6
"50c9509d-22c7-4a22-a47d-8c48425ef4a7","Polystichum acrostichoides (Michx.) Schott","Polystichum acrostichoides (Michx.) Schott","Plantae","Polystichum","Polystichum acrostichoides",-82.061661,35.777421,2020,1,2,"2020-01-02T13:01:58","2020-01-02 1:01:58 PM EST",32
"50c9509d-22c7-4a22-a47d-8c48425ef4a7","Regulus calendula calendula","Regulus calendula calendula","Animalia","Regulus","Regulus calendula",-73.515228,40.680748,2020,1,1,"2020-01-01T10:53:00","2020/01/01 10:53 AM EST",NA
"50c9509d-22c7-4a22-a47d-8c48425ef4a7","Tsuga canadensis Carrière","Tsuga canadensis Carrière","Plantae","Tsuga","Tsuga canadensis",-78.394314,44.77725,2020,1,2,"2020-01-02T15:42:52","Thu Jan 02 2020 15:42:52 GMT-0500 (EST)",245
"50c9509d-22c7-4a22-a47d-8c48425ef4a7","Ilex opaca Soland. ex Ait.","Ilex opaca Soland. ex Ait.","Plantae","Ilex","Ilex opaca",-74.19584,40.523036,2020,1,2,"2020-01-02T13:55:00","2020/01/02 1:55 PM EST",NA
"50c9509d-22c7-4a22-a47d-8c48425ef4a7","Rhus glabra L.","Rhus glabra L.","Plantae","Rhus","Rhus glabra",-87.851242,42.25095,2020,1,2,"2020-01-02T10:25:00","Thu Jan 02 2020 10:25:00 GMT-0600 (CST)",10
"50c9509d-22c7-4a22-a47d-8c48425ef4a7","Zenaida macroura (Linnaeus, 1758)","Zenaida macroura (Linnaeus, 1758)","Animalia","Zenaida","Zenaida macroura",-83.19575,40.022472,2020,1,2,"2020-01-02T16:28:46","Thu Jan 02 2020 16:28:46 GMT-0500 (EST)",NA
"50c9509d-22c7-4a22-a47d-8c48425ef4a7","Cardinalis cardinalis (Linnaeus, 1758)","Cardinalis cardinalis (Linnaeus, 1758)","Animalia","Cardinalis","Cardinalis cardinalis",-76.922087,38.987649,2020,1,1,"2020-01-01T10:09:00","2020/01/01 10:09 AM HST",394
"50c9509d-22c7-4a22-a47d-8c48425ef4a7","Phidippus otiosus (Hentz, 1846)","Phidippus otiosus (Hentz, 1846)","Animalia","Phidippus","Phidippus otiosus",-76.887415,39.200985,2020,1,1,"2020-01-01T16:29:09","Wed Jan 01 2020 16:29:09 GMT-0500 (EST)",10
"50c9509d-22c7-4a22-a47d-8c48425ef4a7","Quercus rubra L.","Quercus rubra L.","Plantae","Quercus","Quercus rubra",-89.618133,39.86915,2020,1,1,"2020-01-01T13:53:00","2020/01/01 1:53 PM CST",15
