"datasetKey","scientificName","acceptedScientificName","kingdom","genus","species","decimalLongitude","decimalLatitude","year","month","day","eventDate","verbatimEventDate","coordinateUncertaintyInMeters"
"50c9509d-22c7-4a22-a47d-8c48425ef4a7","Cirsium vulgare (Savi) Ten.","Cirsium vulgare (Savi) Ten.","Plantae","Cirsium","Cirsium vulgare",-81.312493,42.957861,2020,1,1,"2020-01-01T11:40:00","2020/01/01 11:40 AM EST",4
"50c9509d-22c7-4a22-a47d-8c48425ef4a7","Platanus occidentalis L.","Platanus occidentalis L.","Plantae","Platanus","Platanus occidentalis",-85.787558,38.411708,2020,1,1,"2020-01-01T13:23:40","Wed Jan 01 2020 13:23:40 GMT-0500 (EST)",8
"50c9509d-22c7-4a22-a47d-8c48425ef4a7","Daucus carota L.","Daucus carota L.","Plantae","Daucus","Daucus carota",-81.309463,42.957977,2020,1,1,"2020-01-01T11:27:00","2020/01/01 11:27 AM EST",4
"50c9509d-22c7-4a22-a47d-8c48425ef4a7","Vaccinium macrocarpum Ait.","Vaccinium macrocarpum Ait.","Plantae","Vaccinium","Vaccinium macrocarpum",-74.531985,39.880577,2020,1,1,"2020-01-01T12:29:06","Wed Jan 01 2020 12:29:06 GMT-0500 (EST)",5
"50c9509d-22c7-4a22-a47d-8c48425ef4a7","Irpex lacteus (Fr.) Fr.","Irpex lacteus (Fr.) Fr.","Fungi","Irpex","Irpex lacteus",-73.518309,40.69207,2020,1,1,"2020-01-01T08:33:19","Wed Jan 01 2020 08:33:19 GMT-0500 (EST)",24
"50c9509d-22c7-4a22-a47d-8c48425ef4a7","Ilex opaca Soland. ex Ait.","Ilex opaca Soland. ex Ait.","Plantae","Ilex","Ilex opaca",-85.135441,35.029742,2020,1,1,"2020-01-01T15:24:40","Wed Jan 01 2020 15:24:40 GMT-0500 (EST)",24
"50c9509d-22c7-4a22-a47d-8c48425ef4a7","Poecile atricapillus (Linnaeus, 1766)","Poecile atricapillus (Linnaeus, 1766)","Animalia","Poecile","Poecile atricapillus",-79.703392,40.55258,2020,1,1,"2020-01-01T11:59:14","Wed Jan 01 2020 11:59:14 GMT-0500 (EST)",16
"50c9509d-22c7-4a22-a47d-8c48425ef4a7","Trametes gibbosa (Pers.) Fr.","Trametes gibbosa (Pers.) Fr.","Fungi","Trametes","Trametes gibbosa",-82.479357,36.49746,2020,1,1,"2020-01-01T11:29:00","2020/01/01 11:29 AM EST",2170
"50c9509d-22c7-4a22-a47d-8c48425ef4a7","Urocyon cinereoargenteus (Schreber, 1775)","Urocyon cinereoargenteus (Schreber, 1775)","Animalia","Urocyon","Urocyon cinereoargenteus",-72.655352,43.070669,2020,1,1,"2020-01-01T04:31:00","2020/01/01 4:31 AM EST",977
"50c9509d-22c7-4a22-a47d-8c48425ef4a7","Odocoileus virginianus (Zimmermann, 1780)","Odocoileus virginianus (Zimmermann, 1780)","Animalia","Odocoileus","Odocoileus virginianus",-85.264972,34.901005,2020,1,1,"2020-01-01T13:11:11","Wed Jan 01 2020 13:11:11 GMT-0500 (EST)",5
"50c9509d-22c7-4a22-a47d-8c48425ef4a7","Pyrrharctia isabella Smith, 1797","Pyrrharctia isabella Smith, 1797","Animalia","Pyrrharctia","Pyrrharctia isabella",-74.471824,40.682606,2020,1,1,"2020-01-01T14:38:45","2020-01-01 2:38:45 PM EST",27908
"50c9509d-22c7-4a22-a47d-8c48425ef4a7","Quercus alba L.","Quercus alba L.","Plantae","Quercus","Quercus alba",-87.744012,41.979874,2020,1,1,"2020-01-01T13:48:53","Wed Jan 01 2020 13:48:53 GMT-0600 (CST)",10
"50c9509d-22c7-4a22-a47d-8c48425ef4a7","Melanerpes erythrocephalus (Linnaeus, 1758)","Melanerpes erythrocephalus (Linnaeus, 1758)","Animalia","Melanerpes","Melanerpes erythrocephalus",-74.512781,40.69741,2020,1,1,"2020-01-01T11:30:00","2020/01/01 11:30 AM EST",74
"50c9509d-22c7-4a22-a47d-8c48425ef4a7","Poecile atricapillus (Linnaeus, 1766)","Poecile atricapillus (Linnaeus, 1766)","Animalia","Poecile","Poecile atricapillus",-80.586266,43.478043,2020,1,1,"2020-01-01T14:21:54","2020-01-01 2:21:54 PM EST",NA
"50c9509d-22c7-4a22-a47d-8c48425ef4a7","Cygnus olor (Gmelin, 1789)","Cygnus olor (Gmelin, 1789)","Animalia","Cygnus","Cygnus olor",-79.800552,43.318054,2020,1,1,"2020-01-01T10:45:17","2020-01-01 10:45:17 AM EST",NA
"50c9509d-22c7-4a22-a47d-8c48425ef4a7","Didelphis virginiana Kerr, 1792","Didelphis virginiana Kerr, 1792","Animalia","Didelphis","Didelphis virginiana",-84.139546,42.586321,2020,1,1,"2020-01-01T00:14:00","2020/01/01 12:14 AM EST",27630
"50c9509d-22c7-4a22-a47d-8c48425ef4a7","Ilex crenata Thunb.","Ilex crenata Thunb.","Plantae","Ilex","Ilex crenata",-73.515938,40.690762,2020,1,1,"2020-01-01T08:48:40","Wed Jan 01 2020 08:48:40 GMT-0500 (EST)",5
"50c9509d-22c7-4a22-a47d-8c48425ef4a7","Hamamelis virginiana L.","Hamamelis virginiana L.","Plantae","Hamamelis","Hamamelis virginiana",-79.55759,40.706028,2020,1,1,"2020-01-01T13:02:57","Wed Jan 01 2020 13:02:57 GMT-0500 (EST)",22
"50c9509d-22c7-4a22-a47d-8c48425ef4a7","Tenodera sinensis Saussure, 1871","Tenodera sinensis Saussure, 1871","Animalia","Tenodera","Tenodera sinensis",-71.369937,42.12974,2020,1,1,"2020-01-01T07:51:00","2020/01/01 7:51 AM EST",NA
"50c9509d-22c7-4a22-a47d-8c48425ef4a7","Odocoileus virginianus (Zimmermann, 1780)","Odocoileus virginianus (Zimmermann, 1780)","Animalia","Odocoileus","Odocoileus virginianus",-78.510357,45.049425,2020,1,1,"2020-01-01T15:42:39","Wed Jan 01 2020 15:42:39 GMT-0500 (EST)",4
"50c9509d-22c7-4a22-a47d-8c48425ef4a7","Reynoutria japonica Houtt.","Reynoutria japonica Houtt.","Plantae","Reynoutria","Reynoutria japonica",-81.295635,42.965047,2020,1,1,"2020-01-01T12:24:00","2020/01/01 12:24 PM EST",8
"50c9509d-22c7-4a22-a47d-8c48425ef4a7","Anas platyrhynchos Linnaeus, 1758","Anas platyrhynchos Linnaeus, 1758","Animalia","Anas","Anas platyrhynchos",-81.922242,41.107348,2020,1,1,"2020-01-01T15:04:00","2020/01/01 3:04 PM EST",NA
"50c9509d-22c7-4a22-a47d-8c48425ef4a7","Buteo jamaicensis (Gmelin, 1788)","Buteo jamaicensis (Gmelin, 1788)","Animalia","Buteo","Buteo jamaicensis",-73.998628,40.653302,2020,1,1,"2020-01-01T11:30:00","2020/01/01 11:30 AM EST",31
"50c9509d-22c7-4a22-a47d-8c48425ef4a7","Dipsacus L.","Dipsacus L.","Plantae","Dipsacus",NA,-81.309482,42.957974,2020,1,1,"2020-01-01T11:28:00","2020/01/01 11:28 AM EST",2
"50c9509d-22c7-4a22-a47d-8c48425ef4a7","Plectrophenax nivalis (Linnaeus, 1758)","Plectrophenax nivalis (Linnaeus, 1758)","Animalia","Plectrophenax","Plectrophenax nivalis",-70.968044,42.372715,2020,1,1,"2020-01-01T11:27:00","2020/01/01 11:27 AM EST",15
"50c9509d-22c7-4a22-a47d-8c48425ef4a7","Meleagris gallopavo Linnaeus, 1758","Meleagris gallopavo Linnaeus, 1758","Animalia","Meleagris","Meleagris gallopavo",-79.890989,43.312645,2020,1,1,"2020-01-01T10:53:00","2020/01/01 10:53 AM EST",200
"50c9509d-22c7-4a22-a47d-8c48425ef4a7","Ilex opaca Soland. ex Ait.","Ilex opaca Soland. ex Ait.","Plantae","Ilex","Ilex opaca",-71.323863,41.83261,2020,1,1,"2020-01-01T13:00:35","Wed Jan 01 2020 13:00:35 GMT-0500 (EST)",5
"50c9509d-22c7-4a22-a47d-8c48425ef4a7","Rubus occidentalis L.","Rubus occidentalis L.","Plantae","Rubus","Rubus occidentalis",-81.3041,42.959732,2020,1,1,"2020-01-01T11:56:00","2020/01/01 11:56 AM EST",15
"50c9509d-22c7-4a22-a47d-8c48425ef4a7","Ulmus americana L.","Ulmus americana L.","Plantae","Ulmus","Ulmus americana",-80.222551,43.547785,2020,1,1,"2020-01-01T15:49:41","Wed Jan 01 2020 15:49:41 GMT-0500 (EST)",4
"50c9509d-22c7-4a22-a47d-8c48425ef4a7","Sciurus carolinensis Gmelin, 1788","Sciurus carolinensis Gmelin, 1788","Animalia","Sciurus","Sciurus carolinensis",-77.063372,38.804543,2020,1,1,"2020-01-01T14:42:01","Wed Jan 01 2020 14:42:01 GMT-0500 (EST)",28181
"50c9509d-22c7-4a22-a47d-8c48425ef4a7","Melanerpes erythrocephalus (Linnaeus, 1758)","Melanerpes erythrocephalus (Linnaeus, 1758)","Animalia","Melanerpes","Melanerpes erythrocephalus",-80.082329,35.05901,2020,1,1,"2020-01-01T12:44:00","2020-01-01 12:44:00 PM EST",NA
"50c9509d-22c7-4a22-a47d-8c48425ef4a7","Buteo jamaicensis (Gmelin, 1788)","Buteo jamaicensis (Gmelin, 1788)","Animalia","Buteo","Buteo jamaicensis",-70.193498,41.735876,2020,1,1,"2020-01-01T07:11:00","2020/01/01 7:11 AM EST",15
"50c9509d-22c7-4a22-a47d-8c48425ef4a7","Aplectrum hyemale Nutt.","Aplectrum hyemale Nutt.","Plantae","Aplectrum","Aplectrum hyemale",-77.98275,38.987511,2020,1,1,"2020-01-01T07:43:06","2020-01-01 7:43:06 AM EST",NA
"50c9509d-22c7-4a22-a47d-8c48425ef4a7","Phoradendron leucarpum (Raf.) Reveal & M.C.Johnst.","Phoradendron leucarpum (Raf.) Reveal & M.C.Johnst.","Plantae","Phoradendron","Phoradendron leucarpum",-80.084305,35.061634,2020,1,1,"2020-01-01T12:55:00","2020-01-01 12:55:00 PM EST",NA
"50c9509d-22c7-4a22-a47d-8c48425ef4a7","Phalacrocorax auritus (Lesson, 1831)","Phalacrocorax auritus (Lesson, 1831)","Animalia","Phalacrocorax","Phalacrocorax auritus",-76.922087,38.987649,2020,1,1,"2020-01-01T10:52:00","2020/01/01 10:52 AM HST",394
"50c9509d-22c7-4a22-a47d-8c48425ef4a7","Mimus polyglottos (Linnaeus, 1758)","Mimus polyglottos (Linnaeus, 1758)","Animalia","Mimus","Mimus polyglottos",-76.514928,44.21878,2020,1,1,"2020-01-01T13:41:00","2020/01/01 1:41 PM EST",178
"50c9509d-22c7-4a22-a47d-8c48425ef4a7","Ptelea trifoliata L.","Ptelea trifoliata L.","Plantae","Ptelea","Ptelea trifoliata",-87.741167,41.980461,2020,1,1,"2020-01-01T13:19:39","Wed Jan 01 2020 13:19:39 GMT-0600 (CST)",10
"50c9509d-22c7-4a22-a47d-8c48425ef4a7","Notemigonus crysoleucas (Mitchill, 1814)","Notemigonus crysoleucas (Mitchill, 1814)","Animalia","Notemigonus","Notemigonus crysoleucas",-88.628206,37.083942,2020,1,1,"2020-01-01T12:52:00","2020/01/01 12:52 PM CST",NA
"50c9509d-22c7-4a22-a47d-8c48425ef4a7","Anas Linnaeus, 1758","Anas Linnaeus, 1758","Animalia","Anas",NA,-81.312174,42.95783,2020,1,1,"2020-01-01T11:44:00","2020/01/01 11:44 AM EST",2
"50c9509d-22c7-4a22-a47d-8c48425ef4a7","Lonicera japonica Thunb.","Lonicera japonica Thunb.","Plantae","Lonicera","Lonicera japonica",-83.610898,35.985758,2020,1,1,"2020-01-01T00:00:00","2020-01-01",NA
"50c9509d-22c7-4a22-a47d-8c48425ef4a7","Colaptes auratus (Linnaeus, 1758)","Colaptes auratus (Linnaeus, 1758)","Animalia","Colaptes","Colaptes auratus",-75.125464,40.070894,2020,1,1,"2020-01-01T11:59:00","Wed Jan 01 2020 11:59:00 GMT-0500 (EST)",10
"50c9509d-22c7-4a22-a47d-8c48425ef4a7","Magnolia grandiflora L.","Magnolia grandiflora L.","Plantae","Magnolia","Magnolia grandiflora",-76.480952,37.149028,2020,1,1,"2020-01-01T16:20:41","2020-01-01 4:20:41 PM EST",13
"50c9509d-22c7-4a22-a47d-8c48425ef4a7","Betula alleghaniensis Britton","Betula alleghaniensis Britton","Plantae","Betula","Betula alleghaniensis",-72.508095,44.268881,2020,1,1,"2020-01-01T15:04:04","Wed Jan 01 2020 15:04:04 GMT-0500 (EST)",30
"50c9509d-22c7-4a22-a47d-8c48425ef4a7","Hexastylis arifolia Small","Hexastylis arifolia Small","Plantae","Hexastylis","Hexastylis arifolia",-78.786646,35.725068,2020,1,1,"2020-01-01T13:52:29","Wed Jan 01 2020 13:52:29 GMT-0500 (EST)",24
"50c9509d-22c7-4a22-a47d-8c48425ef4a7","Odocoileus virginianus (Zimmermann, 1780)","Odocoileus virginianus (Zimmermann, 1780)","Animalia","Odocoileus","Odocoileus virginianus",-71.026528,42.720028,2020,1,1,"2020-01-01T12:04:00","Wed Jan 01 2020 12:04:00 GMT-0500 (EST)",16
"50c9509d-22c7-4a22-a47d-8c48425ef4a7","Fagus grandifolia Ehrh.","Fagus grandifolia Ehrh.","Plantae","Fagus","Fagus grandifolia",-81.295504,42.964631,2020,1,1,"2020-01-01T12:21:00","2020/01/01 12:21 PM EST",8
"50c9509d-22c7-4a22-a47d-8c48425ef4a7","Phytomyza ilicicola Loew, 1872","Phytomyza ilicicola Loew, 1872","Animalia","Phytomyza","Phytomyza ilicicola",-73.825915,40.617651,2020,1,1,"2020-01-01T13:02:44","2020-01-01 1:02:44 PM EST",4
"50c9509d-22c7-4a22-a47d-8c48425ef4a7","Junco hyemalis (Linnaeus, 1758)","Junco hyemalis (Linnaeus, 1758)","Animalia","Junco","Junco hyemalis",-77.003147,39.563493,2020,1,1,"2020-01-01T15:37:13","Wed Jan 01 2020 15:37:13 GMT-0500 (EST)",22
"50c9509d-22c7-4a22-a47d-8c48425ef4a7","Drosera filiformis Raf.","Drosera filiformis Raf.","Plantae","Drosera","Drosera filiformis",-74.530397,39.879259,2020,1,1,"2020-01-01T12:47:10","Wed Jan 01 2020 12:47:10 GMT-0500 (EST)",5
"50c9509d-22c7-4a22-a47d-8c48425ef4a7","Larus argentatus Pontoppidan, 1763","Larus argentatus Pontoppidan, 1763","Animalia","Larus","Larus argentatus",-79.804626,43.306848,2020,1,1,"2020-01-01T08:54:00","2020/01/01 8:54 AM EST",116
"50c9509d-22c7-4a22-a47d-8c48425ef4a7","Hamamelis virginiana L.","Hamamelis virginiana L.","Plantae","Hamamelis","Hamamelis virginiana",-75.458708,40.095008,2020,1,1,"2020-01-01T15:40:48","Wed Jan 01 2020 15:40:48 GMT-0500 (EST)",16
"50c9509d-22c7-4a22-a47d-8c48425ef4a7","Cornus florida L.","Cornus florida L.","Plantae","Cornus","Cornus florida",-89.228592,37.711028,2020,1,1,"2020-01-01T13:12:41","Wed Jan 01 2020 13:12:41 GMT-0600 (CST)",5
"50c9509d-22c7-4a22-a47d-8c48425ef4a7","Arilus cristatus (Linnaeus, 1763)","Arilus cristatus (Linnaeus, 1763)","Animalia","Arilus","Arilus cristatus",-77.76566,39.64932,2020,1,1,"2020-01-01T00:00:00","2020-01-01",NA
"50c9509d-22c7-4a22-a47d-8c48425ef4a7","Hexastylis arifolia Small","Hexastylis arifolia Small","Plantae","Hexastylis","Hexastylis arifolia",-84.285387,36.063579,2020,1,1,"2020-01-01T15:01:59","Wed Jan 01 2020 15:01:59 GMT-0500 (EST)",5
"50c9509d-22c7-4a22-a47d-8c48425ef4a7","Berberis bealei Fortune","Berberis bealei Fortune","Plantae","Berberis","Berberis bealei",-77.523833,39.1231,2020,1,1,"2020-01-01T14:19:18","Wed Jan 01 2020 14:19:18 GMT-0500 (EST)",16
"50c9509d-22c7-4a22-a47d-8c48425ef4a7","Acer platanoides L.","Acer platanoides L.","Plantae","Acer","Acer platanoides",-73.518418,40.691176,2020,1,1,"2020-01-01T08:22:25","Wed Jan 01 2020 08:22:25 GMT-0500 (EST)",24
"50c9509d-22c7-4a22-a47d-8c48425ef4a7","Thuja occidentalis L.","Thuja occidentalis L.","Plantae","Thuja","Thuja occidentalis",-81.296937,42.96334,2020,1,1,"2020-01-01T12:05:00","2020/01/01 12:05 PM EST",15
"50c9509d-22c7-4a22-a47d-8c48425ef4a7","Anas platyrhynchos Linnaeus, 1758","Anas platyrhynchos Linnaeus, 1758","Animalia","Anas","Anas platyrhynchos",-76.922087,38.987649,2020,1,1,"2020-01-01T10:23:00","2020/01/01 10:23 AM HST",394
"50c9509d-22c7-4a22-a47d-8c48425ef4a7","Lophodytes cucullatus (Linnaeus, 1758)","Lophodytes cucullatus (Linnaeus, 1758)","Animalia","Lophodytes","Lophodytes cucullatus",-76.922087,38.987649,2020,1,1,"2020-01-01T10:49:00","2020/01/01 10:49 AM HST",28181
"50c9509d-22c7-4a22-a47d-8c48425ef4a7","Anas platyrhynchos Linnaeus, 1758","Anas platyrhynchos Linnaeus, 1758","Animalia","Anas","Anas platyrhynchos",-73.227036,43.655843,2020,1,1,"2020-01-01T11:26:00","2020/01/01 11:26 AM EST",15
"50c9509d-22c7-4a22-a47d-8c48425ef4a7","Pleopeltis michauxiana (Weath.) Hickey & Sprunt","Pleopeltis michauxiana (Weath.) Hickey & Sprunt","Plantae","Pleopeltis","Pleopeltis michauxiana",-85.254536,34.933548,2020,1,1,"2020-01-01T12:04:22","Wed Jan 01 2020 12:04:22 GMT-0500 (EST)",5
"50c9509d-22c7-4a22-a47d-8c48425ef4a7","Plectrophenax nivalis (Linnaeus, 1758)","Plectrophenax nivalis (Linnaeus, 1758)","Animalia","Plectrophenax","Plectrophenax nivalis",-70.967987,42.372742,2020,1,1,"2020-01-01T11:29:00","2020/01/01 11:29 AM EST",31
"50c9509d-22c7-4a22-a47d-8c48425ef4a7","Dryobates pubescens (Linnaeus, 1766)","Dendrocopos pubescens (Linnaeus, 1758)","Animalia","Dendrocopos","Dendrocopos pubescens",-82.491923,36.414097,2020,1,1,"2020-01-01T13:42:00","2020/01/01 1:42 PM EST",2
"50c9509d-22c7-4a22-a47d-8c48425ef4a7","Pleopeltis michauxiana (Weath.) Hickey & Sprunt","Pleopeltis michauxiana (Weath.) Hickey & Sprunt","Plantae","Pleopeltis","Pleopeltis michauxiana",-86.55452,34.728888,2020,1,1,"2020-01-01T14:34:00","Wed Jan 01 2020 14:34:00 GMT-0600 (CST)",25
"50c9509d-22c7-4a22-a47d-8c48425ef4a7","Colinus virginianus (Linnaeus, 1758)","Colinus virginianus (Linnaeus, 1758)","Animalia","Colinus","Colinus virginianus",-85.213755,35.453382,2020,1,1,"2020-01-01T14:20:26","Wed Jan 01 2020 14:20:26 GMT-0600 (CST)",28677
"50c9509d-22c7-4a22-a47d-8c48425ef4a7","Fagus grandifolia Ehrh.","Fagus grandifolia Ehrh.","Plantae","Fagus","Fagus grandifolia",-79.557502,40.706091,2020,1,1,"2020-01-01T12:58:36","Wed Jan 01 2020 12:58:36 GMT-0500 (EST)",22
"50c9509d-22c7-4a22-a47d-8c48425ef4a7","Pinus banksiana Lamb.","Pinus banksiana Lamb.","Plantae","Pinus","Pinus banksiana",-87.57948,44.186704,2020,1,1,"2020-01-01T12:57:49","2020-01-01 12:57:49 PM CST",9
"50c9509d-22c7-4a22-a47d-8c48425ef4a7","Oxyura jamaicensis (Gmelin, 1789)","Oxyura jamaicensis (Gmelin, 1789)","Animalia","Oxyura","Oxyura jamaicensis",-73.829983,40.615744,2020,1,1,"2020-01-01T13:22:00","2020/01/01 1:22 PM EST",NA
"50c9509d-22c7-4a22-a47d-8c48425ef4a7","Cardinalis cardinalis (Linnaeus, 1758)","Cardinalis cardinalis (Linnaeus, 1758)","Animalia","Cardinalis","Cardinalis cardinalis",-82.491949,36.414121,2020,1,1,"2020-01-01T14:01:00","2020/01/01 2:01 PM EST",2
"50c9509d-22c7-4a22-a47d-8c48425ef4a7","Acris crepitans Baird, 1854","Acris crepitans Baird, 1854","Animalia","Acris","Acris crepitans",-82.356609,34.65966,2020,1,1,"2020-01-01T14:42:45","Wed Jan 01 2020 14:42:45 GMT-0500 (EST)",5
"50c9509d-22c7-4a22-a47d-8c48425ef4a7","Larus delawarensis Ord, 1815","Larus delawarensis Ord, 1815","Animalia","Larus","Larus delawarensis",-70.273595,41.631251,2020,1,1,"2020-01-01T07:50:00","2020/01/01 7:50 AM EST",8
"50c9509d-22c7-4a22-a47d-8c48425ef4a7","Gavia stellata (Pontoppidan, 1763)","Gavia stellata (Pontoppidan, 1763)","Animalia","Gavia","Gavia stellata",-73.895342,40.561638,2020,1,1,"2020-01-01T12:17:00","2020/01/01 12:17 PM HST",856
"50c9509d-22c7-4a22-a47d-8c48425ef4a7","Clethra alnifolia L.","Clethra alnifolia L.","Plantae","Clethra","Clethra alnifolia",-74.530699,39.878292,2020,1,1,"2020-01-01T12:57:18","Wed Jan 01 2020 12:57:18 GMT-0500 (EST)",10
"50c9509d-22c7-4a22-a47d-8c48425ef4a7","Zonotrichia albicollis (J.F.Gmelin, 1789)","Zonotrichia albicollis (J.F.Gmelin, 1789)","Animalia","Zonotrichia","Zonotrichia albicollis",-76.922087,38.987649,2020,1,1,"2020-01-01T09:38:00","2020/01/01 9:38 AM HST",394
"50c9509d-22c7-4a22-a47d-8c48425ef4a7","Celtis occidentalis L.","Celtis occidentalis L.","Plantae","Celtis","Celtis occidentalis",-87.741875,41.979576,2020,1,1,"2020-01-01T13:05:40","Wed Jan 01 2020 13:05:40 GMT-0600 (CST)",10
"50c9509d-22c7-4a22-a47d-8c48425ef4a7","Dipsacus laciniatus L.","Dipsacus laciniatus L.","Plantae","Dipsacus","Dipsacus laciniatus",-88.007347,41.823122,2020,1,1,"2020-01-01T13:18:00","2020/01/01 1:18 PM CST",65
"50c9509d-22c7-4a22-a47d-8c48425ef4a7","Ilex verticillata A.Gray","Ilex verticillata A.Gray","Plantae","Ilex","Ilex verticillata",-76.399038,39.468747,2020,1,1,"2020-01-01T12:20:13","Wed Jan 01 2020 12:20:13 GMT-0500 (EST)",22
"50c9509d-22c7-4a22-a47d-8c48425ef4a7","Fagus grandifolia Ehrh.","Fagus grandifolia Ehrh.","Plantae","Fagus","Fagus grandifolia",-83.67073,35.772667,2020,1,1,"2020-01-01T15:44:32","Wed Jan 01 2020 15:44:32 GMT-0500 (EST)",NA
"50c9509d-22c7-4a22-a47d-8c48425ef4a7","Agrilus planipennis Fairmaire, 1888","Agrilus planipennis Fairmaire, 1888","Animalia","Agrilus","Agrilus planipennis",-87.7415,41.979738,2020,1,1,"2020-01-01T13:13:12","Wed Jan 01 2020 13:13:12 GMT-0600 (CST)",10
"50c9509d-22c7-4a22-a47d-8c48425ef4a7","Epigaea repens L.","Epigaea repens L.","Plantae","Epigaea","Epigaea repens",-70.6492,41.616067,2020,1,1,"2020-01-01T12:04:23","Wed Jan 01 2020 12:04:23 GMT-0500 (EST)",6249
"50c9509d-22c7-4a22-a47d-8c48425ef4a7","Phalacrocorax auritus (Lesson, 1831)","Phalacrocorax auritus (Lesson, 1831)","Animalia","Phalacrocorax","Phalacrocorax auritus",-76.922087,38.987649,2020,1,1,"2020-01-01T10:25:00","2020/01/01 10:25 AM HST",394
"50c9509d-22c7-4a22-a47d-8c48425ef4a7","Calidris alba (Pallas, 1764)","Calidris alba (Pallas, 1764)","Animalia","Calidris","Calidris alba",-70.187138,41.751828,2020,1,1,"2020-01-01T10:52:00","2020/01/01 10:52 AM EST",8
"50c9509d-22c7-4a22-a47d-8c48425ef4a7","Leucothoe fontanesiana (Steud.) Sleumer","Leucothoe fontanesiana (Steud.) Sleumer","Plantae","Leucothoe","Leucothoe fontanesiana",-83.66942,35.772775,2020,1,1,"2020-01-01T15:55:19","Wed Jan 01 2020 15:55:19 GMT-0500 (EST)",NA
"50c9509d-22c7-4a22-a47d-8c48425ef4a7","Dryobates villosus (Linnaeus, 1766)","Picoides villosus (Linnaeus, 1766)","Animalia","Picoides","Picoides villosus",-82.491989,42.078003,2020,1,1,"2020-01-01T15:29:00","2020/01/01 3:29 PM EST",4
"50c9509d-22c7-4a22-a47d-8c48425ef4a7","Viburnum rhytidophyllum Hemsl. ex Forb. & Hemsl.","Viburnum rhytidophyllum Hemsl. ex Forb. & Hemsl.","Plantae","Viburnum","Viburnum rhytidophyllum",-74.371161,40.735899,2020,1,1,"2020-01-01T00:00:00","2020-01-01",NA
"50c9509d-22c7-4a22-a47d-8c48425ef4a7","Alliaria petiolata (M.Bieb.) Cavara & Grande","Alliaria petiolata (M.Bieb.) Cavara & Grande","Plantae","Alliaria","Alliaria petiolata",-73.519695,40.69199,2020,1,1,"2020-01-01T08:30:52","Wed Jan 01 2020 08:30:52 GMT-0500 (EST)",24
"50c9509d-22c7-4a22-a47d-8c48425ef4a7","Polystichum acrostichoides (Michx.) Schott","Polystichum acrostichoides (Michx.) Schott","Plantae","Polystichum","Polystichum acrostichoides",-75.991295,39.917503,2020,1,1,"2020-01-01T10:44:22","Wed Jan 01 2020 10:44:22 GMT-0500 (EST)",NA
"50c9509d-22c7-4a22-a47d-8c48425ef4a7","Hydrocotyle ranunculoides L.f.","Hydrocotyle ranunculoides L.f.","Plantae","Hydrocotyle","Hydrocotyle ranunculoides",-80.083031,35.061306,2020,1,1,"2020-01-01T13:03:00","2020-01-01 1:03:00 PM EST",NA
"50c9509d-22c7-4a22-a47d-8c48425ef4a7","Pinus strobus L.","Pinus strobus L.","Plantae","Pinus","Pinus strobus",-73.517792,40.692272,2020,1,1,"2020-01-01T08:34:01","Wed Jan 01 2020 08:34:01 GMT-0500 (EST)",4
"50c9509d-22c7-4a22-a47d-8c48425ef4a7","Mareca strepera (Linnaeus, 1758)","Anas strepera Linnaeus, 1758","Animalia","Anas","Anas strepera",-70.294163,41.636064,2020,1,1,"2020-01-01T08:28:00","2020/01/01 8:28 AM EST",31
"50c9509d-22c7-4a22-a47d-8c48425ef4a7","Larus argentatus smithsonianus Coues, 1862","Larus smithsonianus Coues, 1862","Animalia","Larus","Larus smithsonianus",-70.967299,42.372717,2020,1,1,"2020-01-01T11:34:00","2020/01/01 11:34 AM EST",22
"50c9509d-22c7-4a22-a47d-8c48425ef4a7","Ailanthus altissima (Mill.) Swingle","Ailanthus altissima (Mill.) Swingle","Plantae","Ailanthus","Ailanthus altissima",-73.520492,40.691787,2020,1,1,"2020-01-01T08:28:00","Wed Jan 01 2020 08:28:00 GMT-0500 (EST)",24
"50c9509d-22c7-4a22-a47d-8c48425ef4a7","Ilex verticillata A.Gray","Ilex verticillata A.Gray","Plantae","Ilex","Ilex verticillata",-74.521457,40.706827,2020,1,1,"2020-01-01T12:27:00","2020/01/01 12:27 PM EST",61
"50c9509d-22c7-4a22-a47d-8c48425ef4a7","Verbena urticifolia L.","Verbena urticifolia L.","Plantae","Verbena","Verbena urticifolia",-81.311992,42.957848,2020,1,1,"2020-01-01T11:32:00","2020/01/01 11:32 AM EST",8
"50c9509d-22c7-4a22-a47d-8c48425ef4a7","Lepus americanus Erxleben, 1777","Lepus americanus Erxleben, 1777","Animalia","Lepus","Lepus americanus",-72.508303,44.269952,2020,1,1,"2020-01-01T15:06:24","Wed Jan 01 2020 15:06:24 GMT-0500 (EST)",30
"50c9509d-22c7-4a22-a47d-8c48425ef4a7","Larus delawarensis Ord, 1815","Larus delawarensis Ord, 1815","Animalia","Larus","Larus delawarensis",-73.816313,40.582517,2020,1,1,"2020-01-01T14:06:00","2020/01/01 2:06 PM EST",NA
"50c9509d-22c7-4a22-a47d-8c48425ef4a7","Ilex opaca Soland. ex Ait.","Ilex opaca Soland. ex Ait.","Plantae","Ilex","Ilex opaca",-74.611621,39.863808,2020,1,1,"2020-01-01T10:06:56","Wed Jan 01 2020 10:06:56 GMT-0500 (EST)",5
