internalTaxonId,scientificName,kingdomName,phylumName,className,orderName,familyName,genusName,speciesName,infraType,infraName,infraAuthority,subpopulationName,authority,taxonomicNotes
12417,Lutjanus cyanopterus,ANIMALIA,CHORDATA,ACTINOPTERYGII,PERCIFORMES,LUTJANIDAE,Lutjanus,cyanopterus,,,,,"(Cuvier, 1828)",
12695,Malaclemys terrapin,ANIMALIA,CHORDATA,REPTILIA,TESTUDINES,EMYDIDAE,Malaclemys,terrapin,,,,,"(Schoepff, 1793)","Seven subspecies are generally accepted (TTWG 2017): <br/> <em><br/></em><em>Malaclemys terrapin terrapin</em>&#160;(Schoepff, 1793) - Northern Diamondback Terrapin<em><br/>Malaclemys terrapin centrata</em> (Latreille in Sonnini and Latreille, 1801) - Carolina Diamondback Terrapin <br/><em>Malaclemys terrapin littoralis</em>&#160;Hay, 1905 - Texas Diamondback Terrapin<br/> <em>Malaclemys terrapin macrospilota</em>&#160;Hay, 1905 - Ornate Diamondback Terrapin <br/> <em>Malaclemys terrapin pileata</em> (Wied, 1865) - Mississippi Diamondback Terrapin<br/> <em>Malaclemys terrapin rhizophorarum</em> Fowler, 1906 - Mangrove Diamondback Terrapin<br/> <em>Malaclemys terrapin tequesta</em> Schwartz, 1955 - Eastern Florida Diamondback Terrapin<br/><br/>These subspecific designations of terrapins were based on morphological characteristics (Carr 1952). However, molecular studies indicate that the morphological subspecific designations do not match well with the range-wide genetic differentiation, suggesting fewer independent lineages. Lamb and Avise (1992) first suggested two subpopulations that diverged near Jacksonville, Florida. More recent work using microsatellites suggested that five genetically distinct terrapin management units exist throughout the range (Hart <em>et al</em>. 2014). One unfortunate consequence of the previous heavy trade and farming of terrapins was the transport of individuals among populations, and the genetic signature of those translocations can still be detected today (Hauswaldt and Glen 2005; Converse <em>et al</em>. 2017; Converse and Kuchta 2018). A more thorough range-wide molecular study using more populations and loci is sorely needed to resolve the phylogenetic relationships and update the taxonomy of <em>Malaclemys</em>."
12800,Margaritifera marrianae,ANIMALIA,MOLLUSCA,BIVALVIA,UNIONOIDA,MARGARITIFERIDAE,Margaritifera,marrianae,,,,,"Johnson, 1983",
12803,Margaritifera hembeli,ANIMALIA,MOLLUSCA,BIVALVIA,UNIONOIDA,MARGARITIFERIDAE,Margaritifera,hembeli,,,,,"Conrad, 1838",
12927,Medionidus parvulus,ANIMALIA,MOLLUSCA,BIVALVIA,UNIONOIDA,UNIONIDAE,Medionidus,parvulus,,,,,"I. Lea, 1860",
12930,Medionidus walkeri,ANIMALIA,MOLLUSCA,BIVALVIA,UNIONOIDA,UNIONIDAE,Medionidus,walkeri,,,,,"(Wright, 1897)",
12953,Megalagrion jugorum,ANIMALIA,ARTHROPODA,INSECTA,ODONATA,COENAGRIONIDAE,Megalagrion,jugorum,,,,,"(Perkins, 1899)",
12958,Megalagrion oceanicum,ANIMALIA,ARTHROPODA,INSECTA,ODONATA,COENAGRIONIDAE,Megalagrion,oceanicum,,,,,"McLachlan, 1883",
12959,Megalagrion pacificum,ANIMALIA,ARTHROPODA,INSECTA,ODONATA,COENAGRIONIDAE,Megalagrion,pacificum,,,,,"(McLachlan, 1883)",
12960,Megalagrion xanthomelas,ANIMALIA,ARTHROPODA,INSECTA,ODONATA,COENAGRIONIDAE,Megalagrion,xanthomelas,,,,,"(Selys, 1876)",
12961,Megalagrion oahuense,ANIMALIA,ARTHROPODA,INSECTA,ODONATA,COENAGRIONIDAE,Megalagrion,oahuense,,,,,"(Blackburn, 1884)",
13145,Menidia conchorum,ANIMALIA,CHORDATA,ACTINOPTERYGII,ATHERINIFORMES,ATHERINOPSIDAE,Menidia,conchorum,,,,,"Hildebrand &amp; Ginsburg, 1927",There is currently a publication in review on the species delineation of <em>Menidia conchorum</em> and Menidia peninsulae (S. O'Leary pers. comm. 2013).
137164,Canthon indigaceus,ANIMALIA,ARTHROPODA,INSECTA,COLEOPTERA,SCARABAEIDAE,Canthon,indigaceus,,,,,"Harold, 1868","Halffter (1961) proposed three subspecies: <em>C. indigaceus indigaceus</em>, <em>C. indigaceus chaipas</em> and <em>C. indigaceus chevrolati</em>."
137463,Onthophagus depressus,ANIMALIA,ARTHROPODA,INSECTA,COLEOPTERA,SCARABAEIDAE,Onthophagus,depressus,,,,,"Harold, 1871","<p><span class=""SpellE""><span lang=""EN-GB""><em>Onthophagus</em></span><span class=""apple-converted-space""><span lang=""EN-GB""><em>&#160;</em><span class=""SpellE"">Latreille 1802 is the most species-rich  genus in the subfamily <span class=""SpellE"">Scarabaeinae</span>, with a  distribution extending from tropical to warm temperate areas in the Palaearctic,  <span class=""SpellE"">Afrotropical, Oriental, <span class=""SpellE"">Nearctic</span>, <span class=""SpellE"">Neotropical and  Australasian regions. There are some 791 species in the <span class=""SpellE"">Afrotropical</span> region that have been divided into 32 species  groups, of which 29 currently remain classified within the genus (<span class=""SpellE"">ScarabNet 2009). Some of these groups extend into the  Palaearctic and Oriental regions, but they have not yet been formally integrated  into the <span class=""SpellE"">subgeneric</span> classification system erected for  these regions.&#160;This species is classified in </span><span class=""SpellE""><span lang=""EN-GB""><em>Onthophagus</em></span><span class=""apple-converted-space""><span lang=""EN-GB"">  Group 32 (<span class=""SpellE"">d'Orbigny 1913), which is widely distributed  across the dry to moist savannas of the <span class=""SpellE"">Afrotropical</span>  region.</span></p>"
14556,Neoplanorbis tantillus,ANIMALIA,MOLLUSCA,GASTROPODA,HYGROPHILA,PLANORBIDAE,Neoplanorbis,tantillus,,,,,"Pilsbry, 1906",
15021,Obovaria jacksoniana,ANIMALIA,MOLLUSCA,BIVALVIA,UNIONOIDA,UNIONIDAE,Obovaria,jacksoniana,,,,,"(Frerson, 1912)",
15022,Obovaria olivaria,ANIMALIA,MOLLUSCA,BIVALVIA,UNIONOIDA,UNIONIDAE,Obovaria,olivaria,,,,,"(Rafinesque, 1820)",
154767,Membras martinica,ANIMALIA,CHORDATA,ACTINOPTERYGII,ATHERINIFORMES,ATHERINOPSIDAE,Membras,martinica,,,,,"(Valenciennes, 1835)",
155130,Caranx sexfasciatus,ANIMALIA,CHORDATA,ACTINOPTERYGII,PERCIFORMES,CARANGIDAE,Caranx,sexfasciatus,,,,,"Quoy &amp; Gaimard, 1825",
155152,Lutjanus apodus,ANIMALIA,CHORDATA,ACTINOPTERYGII,PERCIFORMES,LUTJANIDAE,Lutjanus,apodus,,,,,"(Walbaum, 1792)",
155207,Menidia peninsulae,ANIMALIA,CHORDATA,ACTINOPTERYGII,ATHERINIFORMES,ATHERINOPSIDAE,Menidia,peninsulae,,,,,"(Goode &amp; Bean, 1879)",
155259,Strongylura marina,ANIMALIA,CHORDATA,ACTINOPTERYGII,BELONIFORMES,BELONIDAE,Strongylura,marina,,,,,"(Walbaum, 1792)","<p>Two other common and very similar species of western Atlantic <em>Strongylura</em> occur alongside <em>Strongylura marina</em> in the Western Central Atlantic: <em>Strongylura notata</em> and <em>Strongylura timucu</em>. Until the late 1960s, S. timucu was largely considered to be synonymous with <em>S. marina</em> (Berry and Rivas 1962). Collette (1968) notes that <em>S. notata</em> differs from <em>S. marina</em> and <em>S. timucu</em> in having fewer anal rays and fewer predorsal scales, and internal examination also reveals fewer vertebrae and other distinguishing skeletal features. Internal examination also reveals that both gonads are developed in <em>S. tumucu</em> while only the right gonad is developed in <em>S. marina</em>. Typically, <em>S. timucu</em> is also somewhat darker in coloration than <em>S. marina</em> (Hoese and Moore 1977). <em>Strongylura notata</em> differs externally from <em>S. marina</em>, possessing 13-15 dorsal rays and 13-16 anal rays (Hoese and Moore 1977).<strong></strong></p>"
155511,Sphaerium corneum,ANIMALIA,MOLLUSCA,BIVALVIA,VENERIDA,SPHAERIIDAE,Sphaerium,corneum,,,,,"(Linnaeus, 1758)","This species was recently revised and <span style=""font-style: italic;"">S. ovale</span> and <span style=""font-style: italic;"">S. nucleus</span> spilt from <span style=""font-style: italic;"">S. corneum</span>, hence the data will often be for the old concept of.<span style=""font-style: italic;"">S. corneum</span> (Glöer and Meier-Brook 2003)."
155684,Gyraulus parvus,ANIMALIA,MOLLUSCA,GASTROPODA,HYGROPHILA,PLANORBIDAE,Gyraulus,parvus,,,,,"(Say, 1817)",
155736,Corbicula fluminea,ANIMALIA,MOLLUSCA,BIVALVIA,VENERIDA,CYRENIDAE,Corbicula,fluminea,,,,,"(Müller, 1774)",
155980,Potamopyrgus antipodarum,ANIMALIA,MOLLUSCA,GASTROPODA,LITTORINIMORPHA,TATEIDAE,Potamopyrgus,antipodarum,,,,,"(J.E. Gray, 1843)",
156003,Physella gyrina,ANIMALIA,MOLLUSCA,GASTROPODA,HYGROPHILA,PHYSIDAE,Physella,gyrina,,,,,"(Say, 1821)",
156043,Pseudosuccinea columella,ANIMALIA,MOLLUSCA,GASTROPODA,HYGROPHILA,LYMNAEIDAE,Pseudosuccinea,columella,,,,,"(Say, 1817)",
15873,Pagrus pagrus,ANIMALIA,CHORDATA,ACTINOPTERYGII,PERCIFORMES,SPARIDAE,Pagrus,pagrus,,,,,"(Linnaeus, 1758)","Genetic studies of <em>Pagrus pagrus</em> have shown Western Atlantic samples to be more closely related to each other than to samples from the Eastern North Atlantic. Within the Western North Atlantic, no significant population differentiation was observed, and within the eastern North Atlantic, only the Azores sample showed detectable differences from those from Crete and Madeira. These data indicate general homogeneity within large areas, and deep divisions between these areas (Ball <em>et al</em>. 2007)."
15885,Palaemonetes antrorum,ANIMALIA,ARTHROPODA,MALACOSTRACA,DECAPODA,PALAEMONIDAE,Palaemonetes,antrorum,,,,,"Benedict, 1896",
15886,Palaemonetes cummingi,ANIMALIA,ARTHROPODA,MALACOSTRACA,DECAPODA,PALAEMONIDAE,Palaemonetes,cummingi,,,,,"Chace, 1954",
15887,Palaemonias alabamae,ANIMALIA,ARTHROPODA,MALACOSTRACA,DECAPODA,ATYIDAE,Palaemonias,alabamae,,,,,"Smalley, 1961",
15888,Palaemonias ganteri,ANIMALIA,ARTHROPODA,MALACOSTRACA,DECAPODA,ATYIDAE,Palaemonias,ganteri,,,,,"Hay, 1902",
15918,Palea steindachneri,ANIMALIA,CHORDATA,REPTILIA,TESTUDINES,TRIONYCHIDAE,Palea,steindachneri,,,,,"(Siebenrock, 1906)",
160091,Papilio cresphontes,ANIMALIA,ARTHROPODA,INSECTA,LEPIDOPTERA,PAPILIONIDAE,Papilio,cresphontes,,,,,"Cramer, 1777","Some taxonomic sources have elevated the subgenus&#160;<em>Heraclides</em>&#160;to species level (e.g. Hancock 1983, Warren&#160;<em>et al</em>. 2016); however, molecular studies on&#160;<em>Papilio</em>&#160;phylogeny (e.g. Aubert&#160;<em>et al</em>. 1999, Caterino and Sperling 1999) showed that there was little support for this. Additional ongoing work has come to the same conclusion that there is no evidence for splitting&#160;<em>Papilio&#160;</em>into several subgenera (F. Sperling and F. Condamine pers. comm. March 2020).<br/><br/>The recent description of&#160;<em>Papilio rumiko</em>,&#160;which closely resembles this species, meant that many specimens previously identified as&#160;<em>P</em><em>. cresphontes</em>&#160;have now been assigned to the new species&#160;<em>P. rumiko</em>, meaning that the overall distribution of&#160;<em>cresphontes</em>&#160;is now primarily restricted to North America, and its extent into Central America is unknown, but unlikely to reach beyond Mexico."
160397,Limenitis archippus,ANIMALIA,ARTHROPODA,INSECTA,LEPIDOPTERA,NYMPHALIDAE,Limenitis,archippus,,,,,"(Cramer, 1775)","<span style=""font-style: italic;"">Limenitis archippus</span> has numerous recognised subspecies: spp. <span style=""font-style: italic;"">archippus</span>; spp. <span style=""font-style: italic;"">idaho</span>; spp.<span style=""font-style: italic;""> iahontani</span>; spp. <span style=""font-style: italic;"">obsoleta</span>; spp. <span style=""font-style: italic;"">floridensis</span>; spp. <span style=""font-style: italic;"">watsoni</span>; and ssp. <span style=""font-style: italic;"">hoffmani</span> (www.butterfliesofamerica.com)."
160604,Papilio ornythion,ANIMALIA,ARTHROPODA,INSECTA,LEPIDOPTERA,PAPILIONIDAE,Papilio,ornythion,,,,,"Boisduval, 1836","Some taxonomic sources have elevated the subgenus&#160;<em>Heraclides</em>&#160;to species level (e.g. Hancock 1983, Warren&#160;<em>et al</em>. 2016); however, molecular studies on&#160;<em>Papilio</em>&#160;phylogeny (e.g. Aubert&#160;<em>et al</em>. 1999, Caterino and Sperling 1999) showed that there was little support for this. Additional ongoing work has come to the same conclusion that there is no evidence for splitting&#160;<em>Papilio&#160;</em>into several subgenera (F. Sperling and F. Condamine pers. comm. March 2020)."
160608,Libytheana carinenta,ANIMALIA,ARTHROPODA,INSECTA,LEPIDOPTERA,NYMPHALIDAE,Libytheana,carinenta,,,,,"(Cramer, 1777)","The American Snout&#160;(<em>Libytheana carinenta</em>) has several subspecies: <em>L. c.</em><span style=""font-style: italic;""> carinenta</span><em>,</em><span style=""font-style: italic;"">&#160;</span><em>L. c.</em><span style=""font-style: italic;"">mexicana</span><em>,</em><em>&#160;</em><em>L. c.</em><span style=""font-style: italic;"">&#160;streckeri</span><em>,</em><span style=""font-style: italic;"">&#160;</span><em>L. c.</em><span style=""font-style: italic;"">&#160;larvata</span><em>, </em>and <em>L. c.&#160;</em><span style=""font-style: italic;"">bachmanii</span><em> </em>(the Mexican Snout); the latter&#160;was formerly recognised&#160;as a separate species, <span style=""font-style: italic;"">Libytheana bachmanii&#160;</span>(Warren <em>et al</em>. 2016)."
160668,Danaus gilippus,ANIMALIA,ARTHROPODA,INSECTA,LEPIDOPTERA,NYMPHALIDAE,Danaus,gilippus,,,,,"(Cramer, 1775)",This species is split into several subspecies across its range (Scott 1986).
161254,Vanessa virginiensis,ANIMALIA,ARTHROPODA,INSECTA,LEPIDOPTERA,NYMPHALIDAE,Vanessa,virginiensis,,,,,"(Drury, 1773)",
161318,Leucoraja lentiginosa,ANIMALIA,CHORDATA,CHONDRICHTHYES,RAJIFORMES,RAJIDAE,Leucoraja,lentiginosa,,,,,"(Bigelow &amp; Schroeder, 1951)",Has previously been confused with <em>Leucoraja garmani</em> (McEachran and Carvalho 2002).
161331,Dactylobatus clarkii,ANIMALIA,CHORDATA,CHONDRICHTHYES,RAJIFORMES,RAJIDAE,Dactylobatus,clarkii,,,,,"(Bigelow &amp; Schroeder, 1958)",
161378,Carcharhinus acronotus,ANIMALIA,CHORDATA,CHONDRICHTHYES,CARCHARHINIFORMES,CARCHARHINIDAE,Carcharhinus,acronotus,,,,,"(Poey, 1860)",
161436,Myliobatis goodei,ANIMALIA,CHORDATA,CHONDRICHTHYES,MYLIOBATIFORMES,MYLIOBATIDAE,Myliobatis,goodei,,,,,"Garman, 1885","Records of eastern Atlantic <em>Myliobatis aquila</em> from southern Brazil probably refer to this species, if both species are indeed distinct (if not, the name <em>M. aquila</em> has priority). There are two sister species in the southern part of its range under the present name <em>M. goodei</em>, with a description of the second species pending (Ruocco <em>et al. </em>2012)."
161443,Etmopterus pusillus,ANIMALIA,CHORDATA,CHONDRICHTHYES,SQUALIFORMES,ETMOPTERIDAE,Etmopterus,pusillus,,,,,"(Lowe, 1839)","The similar, but larger,<em>&#160;Etmopterus bigelowi </em>was previously confused with this species until described as a distinct species by Shirai and Tachikawa (1993)."
161514,Dipturus oregoni,ANIMALIA,CHORDATA,CHONDRICHTHYES,RAJIFORMES,RAJIDAE,Dipturus,oregoni,,,,,"(Bigelow &amp; Schroeder, 1958)",
161518,Mustelus norrisi,ANIMALIA,CHORDATA,CHONDRICHTHYES,CARCHARHINIFORMES,TRIAKIDAE,Mustelus,norrisi,,,,,"Springer, 1939","This species can be visually distinguished from two morphologically similar regional congeners, the Dusky Smoothhound (<em>Mustelus canis</em>) and the Gulf of Mexico Smoothhound (<em>M. sinusmexicanus</em>) by several characters including fin shape and ampullary pore patterns (Giresi <em>et al. </em>2013)."
161524,Carcharhinus isodon,ANIMALIA,CHORDATA,CHONDRICHTHYES,CARCHARHINIFORMES,CARCHARHINIDAE,Carcharhinus,isodon,,,,,"(Müller &amp; Henle, 1839)",
161564,Carcharhinus altimus,ANIMALIA,CHORDATA,CHONDRICHTHYES,CARCHARHINIFORMES,CARCHARHINIDAE,Carcharhinus,altimus,,,,,"(Springer, 1950)","The Bignose Shark is morphologically distinct but genetically similar to the Sandbar Shark (<em>Carcharhinus plumbeus</em>) (Naylor <em>et al.</em> 2012, Duffy and Struthers 2017)."
161568,Myliobatis freminvillii,ANIMALIA,CHORDATA,CHONDRICHTHYES,MYLIOBATIFORMES,MYLIOBATIDAE,Myliobatis,freminvillii,,,,,"Lesueur, 1824",Easily confused with the Southern Eagle Ray <em>(Myliobatis goodei</em>) (Last <em>et al.</em> 2016).
161610,Dipturus teevani,ANIMALIA,CHORDATA,CHONDRICHTHYES,RAJIFORMES,RAJIDAE,Dipturus,teevani,,,,,"(Bigelow &amp; Schroeder, 1951)",
161681,Springeria folirostris,ANIMALIA,CHORDATA,CHONDRICHTHYES,RAJIFORMES,ANACANTHOBATIDAE,Springeria,folirostris,,,,,"Bigelow &amp; Schroeder, 1951",
161682,Cruriraja rugosa,ANIMALIA,CHORDATA,CHONDRICHTHYES,RAJIFORMES,GURGESIELLIDAE,Cruriraja,rugosa,,,,,"Bigelow &amp; Schroeder, 1958",
161686,Rostroraja texana,ANIMALIA,CHORDATA,CHONDRICHTHYES,RAJIFORMES,RAJIDAE,Rostroraja,texana,,,,,"(Chandler, 1921)",
161696,Alopias superciliosus,ANIMALIA,CHORDATA,CHONDRICHTHYES,LAMNIFORMES,ALOPIIDAE,Alopias,superciliosus,,,,,"Lowe, 1841",
161702,Rajella purpuriventralis,ANIMALIA,CHORDATA,CHONDRICHTHYES,RAJIFORMES,RAJIDAE,Rajella,purpuriventralis,,,,,"(Bigelow &amp; Schroeder, 1962)",
161718,Dipturus olseni,ANIMALIA,CHORDATA,CHONDRICHTHYES,RAJIFORMES,RAJIDAE,Dipturus,olseni,,,,,"(Bigelow &amp; Schroeder, 1951)",
161731,Pteroplatytrygon violacea,ANIMALIA,CHORDATA,CHONDRICHTHYES,MYLIOBATIFORMES,DASYATIDAE,Pteroplatytrygon,violacea,,,,,"(Bonaparte, 1832)",
126710128,Mobula hypostoma,ANIMALIA,CHORDATA,CHONDRICHTHYES,MYLIOBATIFORMES,MOBULIDAE,Mobula,hypostoma,,,,,"(Bancroft, 1831)","White <em>et al</em>. (2017) concluded that <em>Mobula rochebrunei </em>(East Atlantic Devilray) is a junior synonym of <em>M. hypostoma</em> (Atlantic Devilray), with the latter species being confirmed as occurring in both the Western and Eastern Atlantic."
161743,Pseudobatos lentiginosus,ANIMALIA,CHORDATA,CHONDRICHTHYES,RHINOPRISTIFORMES,RHINOBATIDAE,Pseudobatos,lentiginosus,,,,,"(Garman, 1880)","Last <em>et al</em>. (2016a) revised the genus <em>Rhinobatos</em>, transferring <em>glaucostigma</em>, <em>horkelii</em>, <em>lentiginosus</em>, <em>leucorhynchus</em>, <em>percellens</em>, <em>planiceps</em>, <em>prahli</em>, and <em>productus</em> to the new genus <em>Pseudobatos</em>."
162502,Stoloteuthis leucoptera,ANIMALIA,MOLLUSCA,CEPHALOPODA,SEPIOLIDA,SEPIOLIDAE,Stoloteuthis,leucoptera,,,,,"(Verrill, 1878)","Given its wide geographic distribution, this species may represent a species complex   (Reid and Jereb 2005)."
162529,Rossia bullisi,ANIMALIA,MOLLUSCA,CEPHALOPODA,SEPIOLIDA,SEPIOLIDAE,Rossia,bullisi,,,,,"Voss, 1956",
162543,Nectoteuthis pourtalesi,ANIMALIA,MOLLUSCA,CEPHALOPODA,SEPIOLIDA,SEPIOLIDAE,Nectoteuthis,pourtalesi,,,,,"Verrill, 1883",
162552,Rossia palpebrosa,ANIMALIA,MOLLUSCA,CEPHALOPODA,SEPIOLIDA,SEPIOLIDAE,Rossia,palpebrosa,,,,,"Owen, 1834",
162562,Heteroteuthis hawaiiensis,ANIMALIA,MOLLUSCA,CEPHALOPODA,SEPIOLIDA,SEPIOLIDAE,Heteroteuthis,hawaiiensis,,,,,"(Berry, 1909)","Vecchione and Young (2007) believe this species may be synonymous with <span style=""font-style: italic;"">H. dispar</span>."
162573,Semirossia equalis,ANIMALIA,MOLLUSCA,CEPHALOPODA,SEPIOLIDA,SEPIOLIDAE,Semirossia,equalis,,,,,"(Voss, 1950)",
162575,Rossia megaptera,ANIMALIA,MOLLUSCA,CEPHALOPODA,SEPIOLIDA,SEPIOLIDAE,Rossia,megaptera,,,,,"Verrill, 1881",
162587,Spirula spirula,ANIMALIA,MOLLUSCA,CEPHALOPODA,SPIRULIDA,SPIRULIDAE,Spirula,spirula,,,,,"(Linnaeus, 1758)","<span style=""font-style: italic;"">Spirula</span>'s discontinuous distribution in the northern and southern hemisphere has led to suggestions that more than one species exists (e.g., Warnke 2007). Currently, this is the only species in the family Spirulidae."
162595,Iridoteuthis iris,ANIMALIA,MOLLUSCA,CEPHALOPODA,SEPIOLIDA,SEPIOLIDAE,Iridoteuthis,iris,,,,,"(Berry, 1909)",
162598,Euprymna scolopes,ANIMALIA,MOLLUSCA,CEPHALOPODA,SEPIOLIDA,SEPIOLIDAE,Euprymna,scolopes,,,,,"Berry, 1913",The taxonomy of this genus remains unresolved   (Reid and Jereb 2005).
162601,Austrorossia antillensis,ANIMALIA,MOLLUSCA,CEPHALOPODA,SEPIOLIDA,SEPIOLIDAE,Austrorossia,antillensis,,,,,"(Voss, 1955)",
162614,Rossia tortugaensis,ANIMALIA,MOLLUSCA,CEPHALOPODA,SEPIOLIDA,SEPIOLIDAE,Rossia,tortugaensis,,,,,"Voss, 1956",
162616,Semirossia tenera,ANIMALIA,MOLLUSCA,CEPHALOPODA,SEPIOLIDA,SEPIOLIDAE,Semirossia,tenera,,,,,"(Verrill, 1880)",
162617,Rossia moelleri,ANIMALIA,MOLLUSCA,CEPHALOPODA,SEPIOLIDA,SEPIOLIDAE,Rossia,moelleri,,,,,"Steenstrup, 1856",
162644,Heteroteuthis dispar,ANIMALIA,MOLLUSCA,CEPHALOPODA,SEPIOLIDA,SEPIOLIDAE,Heteroteuthis,dispar,,,,,"(Rüppell, 1844)","Reid and Jereb (2005) believe that subpopulations in the eastern and western Atlantic are probably isolated. In contrast, Vecchione and Young (2007) believe that this species may be synonymous with&#160;<span style=""font-style: italic;"">Heteroteuthis hawaiiensis</span> (treated separately herein). Genetic data are required to solve these taxonomic issues."
162704,Tetracheledone spinicirrus,ANIMALIA,MOLLUSCA,CEPHALOPODA,OCTOPODA,MEGALELEDONIDAE,Tetracheledone,spinicirrus,,,,,"Voss, 1955",<em>Tetracheledone spinicirrus</em> is the type species of the genus <em>Tetracheledone</em> by monotypy.
162894,Bathyteuthis berryi,ANIMALIA,MOLLUSCA,CEPHALOPODA,BATHYTEUTHIDA,BATHYTEUTHIDAE,Bathyteuthis,berryi,,,,,"Roper, 1968",
162899,Amphitretus pelagicus,ANIMALIA,MOLLUSCA,CEPHALOPODA,OCTOPODA,AMPHITRETIDAE,Amphitretus,pelagicus,,,,,"Hoyle, 1885","<span style=""font-style: italic;"">Idioctopus gracilipes</span> Taki, 1962 is likely a junior synonym of <span style=""font-style: italic;"">Amphitretus pelagicus</span>. Hochberg <span style=""font-style: italic;"">et al.</span> (1992) suggest this on the basis of hectocotylised arm morphology. Voight (1997) places Idioctopodidae in synonymy of Amphitretidae based on additional characters. Until recently, <span style=""font-style: italic;"">A. thielei</span> Robson, 1930 was considered to be a junior synonym of <span style=""font-style: italic;"">A. pelagicus</span>, however O'Shea 1999 considers it to be a valid species."
162904,Enoploteuthis higginsi,ANIMALIA,MOLLUSCA,CEPHALOPODA,OEGOPSIDA,ENOPLOTEUTHIDAE,Enoploteuthis,higginsi,,,,,"Burgess, 1982","This species closely resembles the sympatric <span style=""font-style: italic;"">Enoploteuthis jonesi</span> in appearance (Tsuchiya and Young 2009)."
162905,Enoploteuthis obliqua,ANIMALIA,MOLLUSCA,CEPHALOPODA,OEGOPSIDA,ENOPLOTEUTHIDAE,Enoploteuthis,obliqua,,,,,"Burgess, 1982",
162911,Octopus joubini,ANIMALIA,MOLLUSCA,CEPHALOPODA,OCTOPODA,OCTOPODIDAE,Octopus,joubini,,,,,"Robson, 1929",<p> </p><p>This species was removed from the genus<em>&#160;Octopus&#160;sensu stricto</em>&#160;by Norman and Hochberg (2005) but has not been placed in another genus. Its genetic affinity remains unclear.</p>
162925,Histioteuthis heteropsis,ANIMALIA,MOLLUSCA,CEPHALOPODA,OEGOPSIDA,HISTIOTEUTHIDAE,Histioteuthis,heteropsis,,,,,"(Berry, 1913)",
162926,Eucleoteuthis luminosa,ANIMALIA,MOLLUSCA,CEPHALOPODA,OEGOPSIDA,OMMASTREPHIDAE,Eucleoteuthis,luminosa,,,,,"(Sasaki, 1915)",
162928,Octopoteuthis nielseni,ANIMALIA,MOLLUSCA,CEPHALOPODA,OEGOPSIDA,OCTOPOTEUTHIDAE,Octopoteuthis,nielseni,,,,,"Robson, 1948",The species of this genus are poorly defined.
