internalTaxonId,scientificName,kingdomName,phylumName,className,orderName,familyName,genusName,speciesName,infraType,infraName,infraAuthority,subpopulationName,authority,taxonomicNotes
192811,Conus planorbis,ANIMALIA,MOLLUSCA,GASTROPODA,NEOGASTROPODA,CONIDAE,Conus,planorbis,,,,,"Born, 1778","Forms: <span style=""font-style: italic;"">C. p. chenui and C. p. vitulinus</span>"
192812,Conus quercinus,ANIMALIA,MOLLUSCA,GASTROPODA,NEOGASTROPODA,CONIDAE,Conus,quercinus,,,,,"&quot;S&quot; Lightfoot, 1786","<span id=""aphia_ct_source_133487""><span id=""aphia_ct_tu_430140""><br/>  <span id=""aphia_ct_tu_429238""></span>"
192815,Conus auricomus,ANIMALIA,MOLLUSCA,GASTROPODA,NEOGASTROPODA,CONIDAE,Conus,auricomus,,,,,"Hwass in Bruguière, 1792",
192816,Conus ximenes,ANIMALIA,MOLLUSCA,GASTROPODA,NEOGASTROPODA,CONIDAE,Conus,ximenes,,,,,"Gray, 1939",
192844,Conus lividus,ANIMALIA,MOLLUSCA,GASTROPODA,NEOGASTROPODA,CONIDAE,Conus,lividus,,,,,"Hwass in Bruguière, 1792","Subspecies: <span style=""font-style: italic;"">C. l. detritus</span> (Menke 1830)."
192859,Conus eugrammatus,ANIMALIA,MOLLUSCA,GASTROPODA,NEOGASTROPODA,CONIDAE,Conus,eugrammatus,,,,,"Bartsch &amp; Rehder, 1943","<span style=""font-style: italic;""></span><span style=""font-style: italic;"">C. wakayamensis</span> may be a synonym."
192869,Conus regius,ANIMALIA,MOLLUSCA,GASTROPODA,NEOGASTROPODA,CONIDAE,Conus,regius,,,,,"Gmelin, 1791",
192874,Conus nux,ANIMALIA,MOLLUSCA,GASTROPODA,NEOGASTROPODA,CONIDAE,Conus,nux,,,,,"Broderip, 1833",
192879,Conus pertusus,ANIMALIA,MOLLUSCA,GASTROPODA,NEOGASTROPODA,CONIDAE,Conus,pertusus,,,,,"Hwass in Bruguière, 1792","<span style=""font-style: italic;""><br/></span>"
192905,Rocio octofasciata,ANIMALIA,CHORDATA,ACTINOPTERYGII,PERCIFORMES,CICHLIDAE,Rocio,octofasciata,,,,,"(Regan, 1903)",
192914,Thorichthys meeki,ANIMALIA,CHORDATA,ACTINOPTERYGII,PERCIFORMES,CICHLIDAE,Thorichthys,meeki,,,,,"Brind, 1918",
192930,Diapterus rhombeus,ANIMALIA,CHORDATA,ACTINOPTERYGII,PERCIFORMES,GERREIDAE,Diapterus,rhombeus,,,,,"(Cuvier, 1829)","<p>This species is easily confused with&#160;<span style=""font-style: italic;"">Diapterus auratus</span>.</p>"
192932,Eucinostomus harengulus,ANIMALIA,CHORDATA,ACTINOPTERYGII,PERCIFORMES,GERREIDAE,Eucinostomus,harengulus,,,,,"Goode &amp; Bean, 1879",
192933,Awaous banana,ANIMALIA,CHORDATA,ACTINOPTERYGII,PERCIFORMES,GOBIIDAE,Awaous,banana,,,,,"(Valenciennes, 1837)","The most recent revision of this species (Watson 1996) considers the species to occur on both sides of Central America, however, there is disagreement. For this assessment we consider only the Western Atlantic species to be <span style=""font-style: italic;"">Awaous banana</span>. There has not been a genetic analysis that supports the synonomy of <span style=""font-style: italic;"">A. transandianus</span> (Pacific) and <span style=""font-style: italic;"">A. banana</span> (Atlantic). It should be noted that the common trend in gobioid fauna is that morphologically similar species that occur on opposite sides of the istmus of Panama have been recognized as distinct species based upon combined morphological and molecular analysis."
192941,Lutjanus griseus,ANIMALIA,CHORDATA,ACTINOPTERYGII,PERCIFORMES,LUTJANIDAE,Lutjanus,griseus,,,,,"(Linnaeus, 1758)",
193028,Pleurosicya micheli,ANIMALIA,CHORDATA,ACTINOPTERYGII,PERCIFORMES,GOBIIDAE,Pleurosicya,micheli,,,,,"Fourmanoir, 1971",
193048,Gnatholepis anjerensis,ANIMALIA,CHORDATA,ACTINOPTERYGII,PERCIFORMES,GOBIIDAE,Gnatholepis,anjerensis,,,,,"(Bleeker, 1851)",
193055,Trimma unisquamis,ANIMALIA,CHORDATA,ACTINOPTERYGII,PERCIFORMES,GOBIIDAE,Trimma,unisquamis,,,,,"(Gosline, 1959)",
193093,Bryaninops yongei,ANIMALIA,CHORDATA,ACTINOPTERYGII,PERCIFORMES,GOBIIDAE,Bryaninops,yongei,,,,,"(Davis &amp; Cohen, 1969)",
193140,Bathygobius cotticeps,ANIMALIA,CHORDATA,ACTINOPTERYGII,PERCIFORMES,GOBIIDAE,Bathygobius,cotticeps,,,,,"(Steindachner, 1879)",
193143,Oxyurichthys lonchotus,ANIMALIA,CHORDATA,ACTINOPTERYGII,PERCIFORMES,GOBIIDAE,Oxyurichthys,lonchotus,,,,,"(Jenkins, 1903)",<em>Oxyurichthys guibei</em> and <em>O. visayanus</em> have recently been synonymized with <em>O. lonchotus</em> (Pezold and Larson 2015).
193145,Trimma milta,ANIMALIA,CHORDATA,ACTINOPTERYGII,PERCIFORMES,GOBIIDAE,Trimma,milta,,,,,"Winterbottom, 2002",
193154,Bathygobius coalitus,ANIMALIA,CHORDATA,ACTINOPTERYGII,PERCIFORMES,GOBIIDAE,Bathygobius,coalitus,,,,,"(Bennett, 1832)",
193160,Fusigobius duospilus,ANIMALIA,CHORDATA,ACTINOPTERYGII,PERCIFORMES,GOBIIDAE,Fusigobius,duospilus,,,,,"Hoese &amp; Reader, 1985",
193179,Bathygobius cocosensis,ANIMALIA,CHORDATA,ACTINOPTERYGII,PERCIFORMES,GOBIIDAE,Bathygobius,cocosensis,,,,,"(Bleeker, 1854)",This species has been misidentified as <em>Bathygobius fuscus</em> in Hawaii (Randall <em>et al</em>. 1993).
193180,Priolepis aureoviridis,ANIMALIA,CHORDATA,ACTINOPTERYGII,PERCIFORMES,GOBIIDAE,Priolepis,aureoviridis,,,,,"(Gosline, 1959)",
193187,Eviota rubra,ANIMALIA,CHORDATA,ACTINOPTERYGII,PERCIFORMES,GOBIIDAE,Eviota,rubra,,,,,"Greenfield &amp; Randall, 1999","This species may be synonymous with<span style=""font-style: italic;""> Eviota susanae</span> (Randall 2005); however as these two species have very different morphology and depth ranges, more research is needed to confirm this."
193191,Asterropteryx semipunctata,ANIMALIA,CHORDATA,ACTINOPTERYGII,PERCIFORMES,GOBIIDAE,Asterropteryx,semipunctata,,,,,"Rüppell, 1830",
193204,Trimma taylori,ANIMALIA,CHORDATA,ACTINOPTERYGII,PERCIFORMES,GOBIIDAE,Trimma,taylori,,,,,"Lobel, 1979","An in depth analysis of the various populations of this species has not been undertaken, and it remains possible or even probable that more than one species are masquerading under this name (Winterbottom and Hoese 2015)."
193226,Discordipinna griessingeri,ANIMALIA,CHORDATA,ACTINOPTERYGII,PERCIFORMES,GOBIIDAE,Discordipinna,griessingeri,,,,,"Hoese &amp; Fourmanoir, 1978",
193229,Macrodontogobius wilburi,ANIMALIA,CHORDATA,ACTINOPTERYGII,PERCIFORMES,GOBIIDAE,Macrodontogobius,wilburi,,,,,"Herre, 1936",
193251,Bryaninops tigris,ANIMALIA,CHORDATA,ACTINOPTERYGII,PERCIFORMES,GOBIIDAE,Bryaninops,tigris,,,,,"Larson, 1985",
193272,Rypticus saponaceus,ANIMALIA,CHORDATA,ACTINOPTERYGII,PERCIFORMES,SERRANIDAE,Rypticus,saponaceus,,,,,"(Bloch &amp; Schneider, 1801)",
193611,Sphoeroides parvus,ANIMALIA,CHORDATA,ACTINOPTERYGII,TETRAODONTIFORMES,TETRAODONTIDAE,Sphoeroides,parvus,,,,,"Shipp &amp; Yerger, 1969","The genus&#160;<em>Sphoeroides </em>may&#160;be paraphyletic, and is in need of revision (Amaral&#160;<em>et al.</em>&#160;2013)."
193621,Torquigener hypselogeneion,ANIMALIA,CHORDATA,ACTINOPTERYGII,TETRAODONTIFORMES,TETRAODONTIDAE,Torquigener,hypselogeneion,,,,,"(Bleeker, 1852)",
193630,Sphoeroides spengleri,ANIMALIA,CHORDATA,ACTINOPTERYGII,TETRAODONTIFORMES,TETRAODONTIDAE,Sphoeroides,spengleri,,,,,"(Bloch, 1785)",
193644,Chilomycterus antennatus,ANIMALIA,CHORDATA,ACTINOPTERYGII,TETRAODONTIFORMES,DIODONTIDAE,Chilomycterus,antennatus,,,,,"(Cuvier, 1816)",
193646,Acanthostracion polygonius,ANIMALIA,CHORDATA,ACTINOPTERYGII,TETRAODONTIFORMES,OSTRACIIDAE,Acanthostracion,polygonius,,,,,"Poey, 1876",
193647,Acanthostracion quadricornis,ANIMALIA,CHORDATA,ACTINOPTERYGII,TETRAODONTIFORMES,OSTRACIIDAE,Acanthostracion,quadricornis,,,,,"(Linnaeus, 1758)",
193656,Canthigaster bennetti,ANIMALIA,CHORDATA,ACTINOPTERYGII,TETRAODONTIFORMES,TETRAODONTIDAE,Canthigaster,bennetti,,,,,"(Bleeker, 1854)","The genus <span style=""font-style: italic;"">Canthigaster</span> is  hypothesized to undergo fast morphological/colour differentiation and  slow mtDNA evolution (Randall <span style=""font-style: italic;"">et al.</span> 2008)."
193662,Arothron meleagris,ANIMALIA,CHORDATA,ACTINOPTERYGII,TETRAODONTIFORMES,TETRAODONTIDAE,Arothron,meleagris,,,,,"(Lacepède, 1798)","<p>Species of the genus <em>Arothron</em> have been distinguished primarily on the basis of their distinctive colour patterns due to morphological similarities between species, however it is important to note that many species are highly polychromatic (Su and Tyler 1986).&#160;<span style=""font-style: italic;"">Arothron meleagris</span> colour morphs are similar to those of <span style=""font-style: italic;"">A. nigropunctatus</span> (Su and Tyler 1986).</p><p><strong></strong></p>"
193663,Canthigaster jactator,ANIMALIA,CHORDATA,ACTINOPTERYGII,TETRAODONTIFORMES,TETRAODONTIDAE,Canthigaster,jactator,,,,,"(Jenkins, 1901)","The genus <span style=""font-style: italic;"">Canthigaster</span> is  hypothesized to undergo fast morphological/colour differentiation and  slow mtDNA evolution (Randall <span style=""font-style: italic;"">et al.</span> 2008).<br/><br/>Using a number of nuclear and mitochondrial markers, Alfaro<span style=""font-style: italic;""> et al.</span> (2007) detected almost no difference between the Hawaiian <span style=""font-style: italic;"">C. jactator</span> and the Indo-Pacific <span style=""font-style: italic;"">C. janthinoptera</span>."
193675,Canthigaster amboinensis,ANIMALIA,CHORDATA,ACTINOPTERYGII,TETRAODONTIFORMES,TETRAODONTIDAE,Canthigaster,amboinensis,,,,,"(Bleeker, 1864)","The genus <em>Canthigaster</em> is hypothesized to undergo fast morphological/color differentiation and slow mtDNA evolution (Randall <span style=""font-style: italic;"">et al</span>. 2008)."
193689,Torquigener randalli,ANIMALIA,CHORDATA,ACTINOPTERYGII,TETRAODONTIFORMES,TETRAODONTIDAE,Torquigener,randalli,,,,,"Hardy, 1983",
193699,Arothron hispidus,ANIMALIA,CHORDATA,ACTINOPTERYGII,TETRAODONTIFORMES,TETRAODONTIDAE,Arothron,hispidus,,,,,"(Linnaeus, 1758)","This species has been occasionally misidentified as <span style=""font-style: italic;"">Arothron reticularis</span> (Randall, in litt.). Species of the genus <em>Arothron</em> have been distinguished primarily on the basis of their distinctive colour patterns due to morphological similarities between species, however it is important to note that many species are highly polychromatic (Su and Tyler, 1986).<p><strong></strong></p>"
193705,Canthigaster rivulata,ANIMALIA,CHORDATA,ACTINOPTERYGII,TETRAODONTIFORMES,TETRAODONTIDAE,Canthigaster,rivulata,,,,,"(Temminck &amp; Schlegel, 1850)","The genus <span style=""font-style: italic;"">Canthigaster</span> is hypothesized to undergo fast morphological/colour differentiation and slow mtDNA evolution (Randall <span style=""font-style: italic;"">et al</span>. 2008)."
193725,Canthigaster jamestyleri,ANIMALIA,CHORDATA,ACTINOPTERYGII,TETRAODONTIFORMES,TETRAODONTIDAE,Canthigaster,jamestyleri,,,,,"Moura &amp; Castro, 2002","The genus <span style=""font-style: italic;"">Canthigaster</span> is  hypothesized to undergo fast morphological/colour differentiation and  slow mtDNA evolution (Randall <span style=""font-style: italic;"">et al</span>. 2008)."
193733,Canthigaster epilampra,ANIMALIA,CHORDATA,ACTINOPTERYGII,TETRAODONTIFORMES,TETRAODONTIDAE,Canthigaster,epilampra,,,,,"(Jenkins, 1903)","The genus <span style=""font-style: italic;"">Canthigaster</span> is  hypothesized to undergo fast morphological/colour differentiation and  slow mtDNA evolution (Randall <span style=""font-style: italic;"">et al</span>. 2008)."
193745,Hollardia hollardi,ANIMALIA,CHORDATA,ACTINOPTERYGII,TETRAODONTIFORMES,TRIACANTHODIDAE,Hollardia,hollardi,,,,,"Poey, 1861",
193749,Canthigaster coronata,ANIMALIA,CHORDATA,ACTINOPTERYGII,TETRAODONTIFORMES,TETRAODONTIDAE,Canthigaster,coronata,,,,,"(Vaillant &amp; Sauvage, 1875)","The genus <span style=""font-style: italic;"">Canthigaster</span> is  hypothesized to undergo fast morphological/colour differentiation and  slow mtDNA evolution (Randall <span style=""font-style: italic;"">et al.</span> 2008).<br/><br/><span style=""font-style: italic;"">Canthigaster coronata</span>, formally ranging from Hawaii and Tonga to the east coast of Africa and the Red Sea, was recently split into three species (Randall <span style=""font-style: italic;"">et al.</span> 2008). <span style=""font-style: italic;"">C. coronata</span> is endemic to Hawaii."
193759,Sphoeroides dorsalis,ANIMALIA,CHORDATA,ACTINOPTERYGII,TETRAODONTIFORMES,TETRAODONTIDAE,Sphoeroides,dorsalis,,,,,"Longley, 1934","The genus&#160;<em>Sphoeroides</em>&#160;may be paraphyletic, and is in need of revision (Amaral&#160;<em>et al.</em>&#160;2013)."
193762,Sphoeroides nephelus,ANIMALIA,CHORDATA,ACTINOPTERYGII,TETRAODONTIFORMES,TETRAODONTIDAE,Sphoeroides,nephelus,,,,,"(Goode &amp; Bean, 1882)","Due to morphological variation in colouration and prickles throughout its range,&#160;<em>S. nephelus</em>&#160;has been frequently misidentified (Shipp and Yerger 1969).&#160;The taxonomic status of populations from northern South America to Brazil remain uncertain. The genus&#160;<em>Sphoeroides</em>&#160;may be paraphyletic, and is in need of revision (Amaral&#160;<em>et al.</em>&#160;2013)."
193775,Canthigaster solandri,ANIMALIA,CHORDATA,ACTINOPTERYGII,TETRAODONTIFORMES,TETRAODONTIDAE,Canthigaster,solandri,,,,,"(Richardson, 1845)","The genus <span style=""font-style: italic;"">Canthigaster</span> is hypothesized to undergo fast morphological/colour differentiation and slow mtDNA evolution (Randall<span style=""font-style: italic;""> et al</span>. 2008)"
193788,Torquigener florealis,ANIMALIA,CHORDATA,ACTINOPTERYGII,TETRAODONTIFORMES,TETRAODONTIDAE,Torquigener,florealis,,,,,"(Cope, 1871)",
193793,Canthigaster rostrata,ANIMALIA,CHORDATA,ACTINOPTERYGII,TETRAODONTIFORMES,TETRAODONTIDAE,Canthigaster,rostrata,,,,,"(Bloch, 1786)","The genus <span style=""font-style: italic;"">Canthigaster</span> is  hypothesized to undergo fast morphological/colour differentiation and  slow mtDNA evolution (Randall <span style=""font-style: italic;"">et al</span>. 2008).<br/><br/>Genetic analysis revealed no difference between three similar Atlantic species, <span style=""font-style: italic;"">C. rostrata,</span> <span style=""font-style: italic;"">C. figueiredoi</span>, and <span style=""font-style: italic;"">C. supramacula</span> (L.A. Rocha, unpublished data)."
193813,Sphoeroides testudineus,ANIMALIA,CHORDATA,ACTINOPTERYGII,TETRAODONTIFORMES,TETRAODONTIDAE,Sphoeroides,testudineus,,,,,"(Linnaeus, 1758)","The genus&#160;<em>Sphoeroides</em>&#160;may be paraphyletic, and is in need of revision (Amaral&#160;<em>et al.</em>&#160;2013)."
193815,Chilomycterus antillarum,ANIMALIA,CHORDATA,ACTINOPTERYGII,TETRAODONTIFORMES,DIODONTIDAE,Chilomycterus,antillarum,,,,,"Jordan &amp; Rutter, 1897","Some Brazilian specimens of <em>Chilomycterus antillarum</em> are intermediate in colour between the crisp, dark  hexagonal pattern typical of the species and the dark background with vague  lighter spots typical of <span style=""font-style: italic;"">C. spinosus spinosus</span>. The significance of this  is unknown, and further investigation is required (Leis 2006)."
194289,Aphareus furca,ANIMALIA,CHORDATA,ACTINOPTERYGII,PERCIFORMES,LUTJANIDAE,Aphareus,furca,,,,,"(Lacepède, 1801)",
194298,Albula argentea,ANIMALIA,CHORDATA,ACTINOPTERYGII,ALBULIFORMES,ALBULIDAE,Albula,argentea,,,,,"(Forster, 1801)","The nomenclature of the bonefish family Albulidae is currently in a state of  revision. Until recently, bonefish were considered to be comprised of two  species, the circumglobal <span style=""font-style: italic;"">Albula vulpes</span> and the western Atlantic and eastern Pacific <span style=""font-style: italic;"">Albula nemoptera</span>;   however, new molecular genetic information indicates that there are at   least eight morphologically indistinguishable, but genetically  distinct  species (Colborn <span style=""font-style: italic;"">et al.</span> 2001). Wallace and Tringali (2010) have recently found nine distinct species. Randall and Bauchot (1999) make a compelling argument that <span style=""font-style: italic;"">A. neoguinaica</span> is a junior synonym of <span style=""font-style: italic;"">A. forsteri</span>. Colborn <span style=""font-style: italic;"">et al.</span> (2001) do not list <span style=""font-style: italic;"">A. forsteri</span>;&#160; this species is referred to as <span style=""font-style: italic;"">A. neoguinaica</span>. Eschmeyer currently lists <span style=""font-style: italic;"">A. forsteri</span> and <span style=""font-style: italic;"">A. neoguinaica</span> as synonyms of <em>Albula argentea</em> (Forster 1801)."
194299,Albula glossodonta,ANIMALIA,CHORDATA,ACTINOPTERYGII,ALBULIFORMES,ALBULIDAE,Albula,glossodonta,,,,,"(Forsskål, 1775)","The nomenclature of the bonefish family Albulidae is currently in a state of  revision. Until recently, bonefish were considered to be comprised of two  species, the circumglobal <span style=""font-style: italic;"">Albula vulpes</span> and the western Atlantic and eastern Pacific <span style=""font-style: italic;"">Albula nemoptera</span>;   however, new molecular genetic information indicates that there are at   least eight morphologically indistinguishable, but genetically  distinct  species (Colborn <span style=""font-style: italic;"">et al.</span> 2001). Wallace and Tringali (2010) have recently found nine distinct species. The few treatments of fisheries in this region are assumed to be <span style=""font-style: italic;"">A. glossodonta</span>. <span style=""font-style: italic;"">Albula glossodonta</span> has been found to be the sister species of <span style=""font-style: italic;"">A. vulpes</span> (Bowen <span style=""font-style: italic;"">et al.</span> 2008).&#160; Pacific and Indian Ocean populations are distinct (Colborn <span style=""font-style: italic;"">et al.</span> 2001). Friedlander <span style=""font-style: italic;"">et al.</span> (2008) found genetic differences between populations in the Line Islands and Hawaii."
194302,Albula virgata,ANIMALIA,CHORDATA,ACTINOPTERYGII,ALBULIFORMES,ALBULIDAE,Albula,virgata,,,,,"Jordan &amp; Jordan, 1922","The nomenclature of the bonefish family Albulidae is currently in a state of revision. Until recently, bonefish were considered to be comprised of two species, the circumglobal <span style=""font-style: italic;"">Albula vulpes</span> and the western Atlantic and eastern Pacific <span style=""font-style: italic;"">Albula nemoptera</span>;  however, new molecular genetic information indicates that there are at  least eight morphologically indistinguishable, but genetically distinct  species (Colborn <span style=""font-style: italic;"">et al.</span> 2001). Wallace and Tringali (2010) have recently found nine distinct species.<br/><br/>This species is part of the Indo-Pacific species complex, comprised of two additional species, <span style=""font-style: italic;"">Albula argentea </span>and <span style=""font-style: italic;"">Albula oligolepis</span> (Hidaka<span style=""font-style: italic;""> et al.</span> 2008).&#160;&#160;<span style=""font-style: italic;""></span>"
194303,Albula vulpes,ANIMALIA,CHORDATA,ACTINOPTERYGII,ALBULIFORMES,ALBULIDAE,Albula,vulpes,,,,,"(Linnaeus, 1758)","The nomenclature of the bonefish family Albulidae is currently in a state of  revision. Until recently, bonefish were considered to be comprised of two  species, the circumglobal <span style=""font-style: italic;"">Albula vulpes</span> and the western Atlantic and eastern Pacific <span style=""font-style: italic;"">Albula nemoptera</span>;   however, new molecular genetic information indicates that there are at   least eight morphologically indistinguishable, but genetically  distinct  species (Colborn <span style=""font-style: italic;"">et al.</span> 2001). Wallace and Tringali (2010) have recently found nine distinct species."
194307,Elops hawaiensis,ANIMALIA,CHORDATA,ACTINOPTERYGII,ELOPIFORMES,ELOPIDAE,Elops,hawaiensis,,,,,"Regan, 1909","<p><em>Elops machnata</em> and <em>E. hawaiensis</em> occur sympatrically in the Western  Pacific and possibly the Hawaiian Islands, so further research appears  warranted. In Japan, for example, Sato and Yasuda (1980) claim that <em>E. machnata</em> historically reported in the region are  misidentifications of <em>E. hawaiensis</em>. <br/></p>"
194309,Elops smithi,ANIMALIA,CHORDATA,ACTINOPTERYGII,ELOPIFORMES,ELOPIDAE,Elops,smithi,,,,,"McBride, Rocha, Ruiz-Carus &amp; Bowen, 2010","<span style=""font-style: italic;"">Elops saurus</span> was recently split into two largely allopatric species, <span style=""font-style: italic;"">E. saurus</span> and <span style=""font-style: italic;"">E. smithi</span> (McBride <em>et al</em>. 2010). In Florida waters, <span style=""font-style: italic;"">E. saurus</span> and <span style=""font-style: italic;"">E. smithi</span>  may occur sympatrically at early life stages, though this does not  appear to persist into the adult stage (McBride and Horodysky 2004).&#160; <span style=""font-style: italic;"">E. saurus</span> and <span style=""font-style: italic;"">E. smithi</span> can be differentiated by myomere or vertebral counts;&#160; the more northern <span style=""font-style: italic;"">E. saurus</span> is characterized by a higher count while the more southern<span style=""font-style: italic;""> E. smithi</span> exhibits a lower count (Smith 1989, McBride and Horodysky 2004, McBride <span style=""font-style: italic;"">et al. </span>2010). These phenotypic differences are corroborated by genetic data (McBride <span style=""font-style: italic;"">et al.</span> 2010).<span style=""font-style: italic;""> </span><span style=""font-style: italic;""></span>The sequence divergence in mtDNA cytochrome b (d = 0.023-0.029) between<span style=""font-style: italic;""> E. smithi </span>and <span style=""font-style: italic;"">E. saurus </span>is similar to or greater than that measured between recognized species of <span style=""font-style: italic;"">Elops</span> in different ocean basins (McBride <span style=""font-style: italic;"">et al. </span>2010). We recommend the vernacular name Malacho, which is already used for <em>Elops</em> in several countries bordering the Caribbean basin."" (McBride <span style=""font-style: italic;"">et al.</span> 2010; see 'etymology')."
194331,Pristipomoides filamentosus,ANIMALIA,CHORDATA,ACTINOPTERYGII,PERCIFORMES,LUTJANIDAE,Pristipomoides,filamentosus,,,,,"(Valenciennes, 1830)",
194336,Lipocheilus carnolabrum,ANIMALIA,CHORDATA,ACTINOPTERYGII,PERCIFORMES,LUTJANIDAE,Lipocheilus,carnolabrum,,,,,"(Chan, 1970)",
194341,Ocyurus chrysurus,ANIMALIA,CHORDATA,ACTINOPTERYGII,PERCIFORMES,LUTJANIDAE,Ocyurus,chrysurus,,,,,"(Bloch, 1791)","Some authors suggest this species should be classified in the genus <span style=""font-style: italic;"">Lutjanus</span>."
194344,Lutjanus synagris,ANIMALIA,CHORDATA,ACTINOPTERYGII,PERCIFORMES,LUTJANIDAE,Lutjanus,synagris,,,,,"(Linnaeus, 1758)",
194351,Pristipomoides auricilla,ANIMALIA,CHORDATA,ACTINOPTERYGII,PERCIFORMES,LUTJANIDAE,Pristipomoides,auricilla,,,,,"(Jordan, Evermann &amp; Tanaka, 1927)",
194360,Aphareus rutilans,ANIMALIA,CHORDATA,ACTINOPTERYGII,PERCIFORMES,LUTJANIDAE,Aphareus,rutilans,,,,,"Cuvier, 1830",
194366,Pristipomoides sieboldii,ANIMALIA,CHORDATA,ACTINOPTERYGII,PERCIFORMES,LUTJANIDAE,Pristipomoides,sieboldii,,,,,"(Bleeker, 1854)",
194371,Pristipomoides zonatus,ANIMALIA,CHORDATA,ACTINOPTERYGII,PERCIFORMES,LUTJANIDAE,Pristipomoides,zonatus,,,,,"(Valenciennes, 1830)",
194379,Aprion virescens,ANIMALIA,CHORDATA,ACTINOPTERYGII,PERCIFORMES,LUTJANIDAE,Aprion,virescens,,,,,"Valenciennes, 1830",
194382,Etelis coruscans,ANIMALIA,CHORDATA,ACTINOPTERYGII,PERCIFORMES,LUTJANIDAE,Etelis,coruscans,,,,,"Valenciennes, 1862","The name <em>Etelis carbunculus </em>has been wrongly applied to this species by some previous authors, including Fischer and Bianchi (1989)."
194400,Randallichthys filamentosus,ANIMALIA,CHORDATA,ACTINOPTERYGII,PERCIFORMES,LUTJANIDAE,Randallichthys,filamentosus,,,,,"(Fourmanoir, 1970)",
194406,Lutjanus vivanus,ANIMALIA,CHORDATA,ACTINOPTERYGII,PERCIFORMES,LUTJANIDAE,Lutjanus,vivanus,,,,,"(Cuvier, 1828)",
194408,Anisotremus surinamensis,ANIMALIA,CHORDATA,ACTINOPTERYGII,PERCIFORMES,HAEMULIDAE,Anisotremus,surinamensis,,,,,"(Bloch, 1791)",
194409,Anisotremus virginicus,ANIMALIA,CHORDATA,ACTINOPTERYGII,PERCIFORMES,HAEMULIDAE,Anisotremus,virginicus,,,,,"(Linnaeus, 1758)",
194418,Haemulon flavolineatum,ANIMALIA,CHORDATA,ACTINOPTERYGII,PERCIFORMES,HAEMULIDAE,Haemulon,flavolineatum,,,,,"(Desmarest, 1823)",
194422,Haemulon sciurus,ANIMALIA,CHORDATA,ACTINOPTERYGII,PERCIFORMES,HAEMULIDAE,Haemulon,sciurus,,,,,"(Shaw, 1803)",
19488,Rhincodon typus,ANIMALIA,CHORDATA,CHONDRICHTHYES,ORECTOLOBIFORMES,RHINCODONTIDAE,Rhincodon,typus,,,,,"Smith, 1828",
194967,Chlopsis bicolor,ANIMALIA,CHORDATA,ACTINOPTERYGII,ANGUILLIFORMES,CHLOPSIDAE,Chlopsis,bicolor,,,,,"Rafinesque, 1810",
194968,Ariosoma balearicum,ANIMALIA,CHORDATA,ACTINOPTERYGII,ANGUILLIFORMES,CONGRIDAE,Ariosoma,balearicum,,,,,"(Delaroche, 1809)",
194975,Dipsosaurus dorsalis,ANIMALIA,CHORDATA,REPTILIA,SQUAMATA,IGUANIDAE,Dipsosaurus,dorsalis,,,,,"(Baird &amp; Girard, 1852)","Current nomenclature within the genus <em>Dipsosaurus</em> is not supported with recent genetic data. Hypervariable markers (microsatellites), which are appropriate for identifying current population structure have revealed three distinct groups on the Baja Peninsula: one in North Baja and two in South Baja (Valdivia-Carrillo<em> et al</em>. 2017). Whereas, DNA sequence data (from mitochondrial and nuclear markers), which are appropriate for identifying long-term divergence, support the mid-peninsular divergence found with the microsatellite markers, with a single evolutionary significant unit in South Baja (Packer <em>et al</em>. 2015, M. Packer<em> et al</em>. unpublished data). This mid-peninsular divergence has also been shown in multiple other taxa that are distributed across Baja (Leaché <em>et al</em>. 2007, Dolby <em>et al</em>. 2015). Lastly, the DNA sequence data also reveals connectivity between the northern Baja populations and the mainland populations (Packer <em>et al</em>. 2015). Thus, there are likely two evolutionary significant units within the genus, neither of which correspond to current species or subspecies boundaries. The species currently known as <em>Dipsosaurus catalinensis</em> is included in this assessment."
194989,Dysomma brevirostre,ANIMALIA,CHORDATA,ACTINOPTERYGII,ANGUILLIFORMES,SYNAPHOBRANCHIDAE,Dysomma,brevirostre,,,,,"(Facciolà, 1887)","This taxon has a curious, disjunct global distribution, recorded from the Mediterranean Sea, Florida and Hawaii. Taxonomic research is needed."
195295,Eutropis multifasciata,ANIMALIA,CHORDATA,REPTILIA,SQUAMATA,SCINCIDAE,Eutropis,multifasciata,,,,,"(Kuhl, 1820)","Amarasinghe <em>et al.</em> (2018) designated a neotype for <em>E. multifasciata </em>and examined the taxonomy of names associated with the <em>Eutropis multifasciata </em>group using both molecular and morphological data, and found that the subspecies <em>E. m. balinensis</em>&#160;and <em>E. m. tjendikianensis</em>&#160;represent junior synonyms of <em>E. multifasciata</em>. This species has long been considered a species complex, and deep divergence between several 16S clades identified by Mulcahy<em>&#160;et al.</em>&#160;(2018) supports this suggestion."
